	GSM6078547	GSM6078549	GSM6078550	GSM6078551	GSM6078552	GSM6078553	GSM6078554	GSM6078556	GSM6078557	GSM6078558	GSM6078559	GSM6078560	GSM6078561	GSM6078563	GSM6078564	GSM6078565	GSM6078566	GSM6078567	GSM6078568	GSM6078569	GSM6078571
SLIT3-AS2	4	22	8	12	7	12	28	53	48	17	26	28	14	28	26	47	30	28	38	24	36
SLITRK1	0	0	0	171	256	152	140	190	177	62	118	108	158	282	222	165	114	128	119	112	101
SLITRK2	15	20	20	13	1	4	0	4	6	5	8	4	4	2	10	10	0	5	3	2	4
SLITRK3	3	2	0	7	8	4	2	12	13	4	4	1	10	5	2	10	2	7	1	6	2
SLITRK4	16	120	38	77	57	44	26	38	50	19	33	26	50	38	62	37	16	21	47	26	39
SLITRK5	12	14	12	67	46	42	84	50	87	48	28	55	62	56	32	76	66	67	63	62	55
SLITRK6	1	0	6	212	310	168	173	291	246	76	202	253	254	310	258	240	188	205	231	248	266
SLK	3102	3050	3946	5131	4611	3363	3782	5090	5157	1884	3214	3785	4368	4973	4465	4656	3352	3848	4334	4038	3684
SLMAP	1846	1598	2187	3373	3103	2163	2887	3629	3593	1401	2404	2587	2865	3667	3207	3362	2178	2530	3081	2697	2519
SLN	0	0	0	16	19	12	12	4	9	3	4	13	26	7	14	5	8	9	11	2	3
SLPI	8	14	4	18	21	34	20	43	30	8	20	23	14	47	10	17	16	20	22	16	24
SLTM	3692	3702	3160	4065	3463	2350	3509	4884	5092	1954	3414	3733	3081	3538	2995	4802	3464	3949	4614	4283	3905
SLU7	1433	1536	1678	1537	1536	1124	1608	2145	2013	813	1503	1681	1500	1752	1603	1795	1398	1377	1761	1550	1481
SLURP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLURP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLX1A	111	80	289	49	101	163	204	313	261	79	169	203	128	167	186	239	100	119	73	102	120
SLX1A-SULT1A3	34	48	62	25	42	34	88	155	95	52	96	96	76	77	98	91	42	80	89	72	91
SLX1B	15	36	20	42	26	24	14	30	59	39	16	25	66	15	0	60	94	41	158	74	42
SLX1B-SULT1A4	5	58	56	22	38	20	48	58	56	23	40	37	40	37	26	53	42	44	71	72	55
SLX4	230	244	292	219	307	306	398	607	607	216	338	522	316	368	346	558	362	434	509	418	325
SLX4IP	248	186	334	192	204	124	288	374	387	144	252	262	180	203	248	309	164	197	310	262	230
SLX9	210	196	262	107	91	164	208	313	270	95	182	228	192	279	248	312	152	182	157	118	112
SMAD1	437	512	440	719	741	604	896	1316	1293	451	856	1072	728	903	790	1204	798	920	1085	1008	829
SMAD1-AS1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SMAD1-AS2	0	0	2	0	0	0	0	2	1	1	0	0	0	0	0	0	4	4	1	6	4
SMAD2	3360	3163	3342	3004	3265	2550	4520	6100	6365	2249	3949	4514	3284	3959	3600	5529	4143	4286	5116	4450	4259
SMAD3	1588	1154	934	1851	2119	1592	2652	3808	3644	1345	2521	3148	2272	2257	2112	3279	2408	2503	3181	2514	2392
SMAD4	1571	1633	2296	1933	2200	1678	2450	3562	3370	1353	2131	2563	2322	2728	2483	3105	2051	2535	2865	2441	2208
SMAD5	2483	2830	2806	3051	3638	2936	3931	5393	5354	2088	3410	4017	3830	4245	3637	4812	3522	4168	4468	3941	3926
SMAD5-AS1	0	8	4	6	13	8	8	8	5	0	0	8	12	12	12	10	14	2	9	0	2
SMAD6	296	432	250	252	315	346	468	662	653	213	444	451	520	471	428	591	482	414	442	418	303
SMAD7	156	154	312	300	404	294	609	869	924	327	526	639	414	385	426	785	504	585	653	540	539
SMAD9	83	58	92	170	235	196	252	418	381	121	234	288	244	268	224	308	228	271	281	266	260
SMAD9-IT1	0	0	0	0	0	6	2	3	2	0	0	0	2	1	0	2	0	5	1	4	4
SMAGP	24	32	52	205	220	190	377	608	593	189	378	461	327	252	288	531	441	400	497	390	484
SMAP1	1727	1608	2268	1193	1160	890	1710	2498	2376	904	1744	1873	1304	1458	1204	2185	1633	1611	2197	2034	1789
SMAP2	815	881	872	470	494	424	578	906	850	319	530	649	481	568	512	802	583	554	688	620	618
SMARCA1	2670	2730	2618	5063	5358	4340	6052	8315	8269	3193	5689	6274	5956	6372	5686	7699	5235	5910	7148	6604	6149
SMARCA2	3062	4363	3817	3732	3787	2638	5104	7216	7006	2385	4736	5223	3731	4143	3859	5968	4382	4444	5638	5142	4774
SMARCA2-AS1	2	0	0	3	0	0	0	12	4	0	0	0	0	0	2	0	8	0	3	6	3
SMARCA4	1892	1903	2131	1823	1861	1628	2512	3632	3745	1444	2603	2858	2129	2221	2036	3404	2326	2500	3098	2361	2348
SMARCA5	4298	4068	4568	5100	5292	3925	5186	7351	7043	2693	4941	5445	5164	5820	5294	6577	4590	4865	6150	5624	5203
SMARCA5-AS1	54	78	56	52	63	66	104	234	197	63	140	125	104	118	102	126	106	89	91	86	74
SMARCAD1	1126	1033	1172	1482	1558	1110	1669	2226	2179	812	1569	1560	1610	1857	1577	1950	1429	1500	1985	1708	1546
SMARCAD1-DT	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
SMARCAL1	552	440	572	406	520	468	727	1053	1072	413	710	732	529	593	662	978	714	702	930	780	712
SMARCAL1-AS1	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	1	0	2
SMARCB1	830	874	1116	918	1068	838	1278	1826	1817	680	1266	1342	1002	1091	1084	1777	1096	1274	1543	1367	1228
SMARCC1	1634	1784	2260	2899	3278	2452	3964	5412	5353	2018	3756	4166	3262	3777	3263	4616	3033	3575	4624	3898	3837
SMARCC2	2660	3219	3332	2389	2523	1688	2771	4151	4282	1506	2859	2982	2353	2651	2293	3706	2541	2770	3461	2984	2551
SMARCD1	1534	1188	1586	611	886	662	1324	1754	1781	645	1246	1362	876	896	898	1579	1158	1245	1513	1246	1246
SMARCD2	1775	2394	2542	975	1337	1087	1028	1544	1548	594	1071	1207	1421	1497	1484	1448	923	1033	1258	1080	965
SMARCD3	443	798	1184	501	757	660	825	1139	1095	410	810	804	816	894	894	1007	805	789	1013	738	722
SMARCE1	3125	2729	2947	3984	3708	2564	3915	5352	5464	1988	3510	4102	3514	3950	3252	4875	3397	3686	4446	4037	3750
SMARCE1P1	0	0	0	1	2	0	0	2	0	0	2	1	0	0	0	0	0	0	0	4	0
SMARCE1P2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
SMARCE1P3	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1
SMARCE1P4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
SMARCE1P5	0	0	4	5	3	6	2	2	2	1	0	4	4	1	0	4	0	1	0	0	2
SMARCE1P6	0	0	0	2	3	0	0	0	6	0	0	3	2	0	0	2	2	1	2	0	3
SMARCE1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMBD1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMC1A	2237	2683	3426	2217	2224	1704	2611	3715	3916	1438	2610	2956	2158	2324	2172	3351	2247	2698	3371	2915	2649
SMC1B	0	0	4	5	3	8	2	11	6	3	6	3	0	8	4	9	12	3	7	2	7
SMC2	816	760	878	1282	1308	1124	1138	1743	1740	582	1102	1219	1309	1484	1246	1393	970	1148	1442	1218	1168
SMC2-DT	6	34	22	24	29	6	26	54	49	16	24	31	34	31	48	44	32	35	30	38	14
SMC3	1557	1690	2064	2809	2374	1686	2790	3526	3622	1247	2244	2657	2340	2804	2308	3082	2109	2222	2964	2830	2388
SMC3P1	12	4	8	7	23	4	4	10	5	4	4	5	0	2	12	8	4	2	5	8	0
SMC4	1089	1675	1334	1822	1793	1272	1482	2191	2117	842	1381	1732	1687	2173	1518	1701	1181	1443	1973	1588	1469
SMC4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMC5	957	954	864	1927	1924	1428	1732	2130	2225	904	1485	1610	1940	2150	1574	2137	1462	1720	2003	1774	1663
SMC5-DT	5	12	10	25	37	52	54	67	84	36	46	56	36	45	34	72	70	59	60	28	58
SMC6	1012	1022	1046	1526	1355	910	1336	1835	1867	669	1051	1321	1296	1468	1322	1522	1072	1244	1524	1442	1310
SMCHD1	1935	2049	2210	5192	5137	3878	4099	5841	5231	1930	3820	4058	4949	5821	6190	5123	3751	3974	4856	4365	3949
SMCO1	0	4	0	0	1	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	1
SMCO2	1	0	0	4	2	0	0	9	0	0	0	1	4	7	0	6	4	2	1	2	1
SMCO3	0	4	0	74	83	74	72	51	39	5	42	42	64	112	104	54	42	28	42	38	48
SMCO4	56	44	100	100	108	72	100	246	255	81	158	183	130	173	164	168	202	137	163	132	119
SMCO4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCR2	0	0	0	0	1	0	0	1	0	3	0	0	2	0	0	0	0	1	0	0	2
SMCR5	0	6	4	2	4	0	10	11	12	3	14	2	2	7	4	4	4	4	12	0	9
SMCR8	1210	1052	1332	710	938	712	1500	2266	2184	808	1648	1712	992	1050	936	1924	1424	1552	1796	1448	1460
SMDT1	470	596	658	164	346	268	656	826	805	279	490	633	385	326	436	691	472	488	632	506	556
SMG1	4385	3990	4436	4971	5645	4622	7851	10608	10584	3932	7078	7753	5888	6771	6066	9594	6800	7984	9525	7968	7424
SMG1-DT	4	8	8	3	4	2	4	3	6	5	14	0	2	0	0	4	2	2	3	0	5
SMG1P1	193	540	462	228	310	272	536	748	709	254	549	710	376	381	439	787	691	615	780	582	538
SMG1P2	59	54	42	38	85	122	0	47	54	48	164	156	20	0	172	116	190	109	74	46	120
SMG1P3	219	152	272	245	285	200	489	618	780	329	483	460	274	412	360	518	441	523	756	559	488
SMG1P4	22	148	114	4	19	20	123	101	81	24	16	36	12	46	62	107	46	85	115	126	117
SMG1P5	109	116	244	95	129	102	298	400	495	164	220	272	310	213	110	366	164	339	342	274	242
SMG1P6	2	60	0	73	59	12	26	87	45	18	34	63	36	72	18	13	62	27	85	44	33
SMG1P7	53	148	82	64	93	74	190	227	308	119	138	178	118	111	122	290	158	207	243	262	170
SMG5	2126	2730	3018	1172	1754	1326	2242	3172	3098	1135	2130	2331	1822	1910	1940	2904	2094	2335	2787	2172	2232
SMG6	946	1128	1180	1011	1161	828	1251	1873	2043	665	1284	1485	1061	1273	1153	1744	1215	1430	1649	1360	1347
SMG7	2239	1987	2624	1958	2046	1464	2747	3828	3735	1459	2567	2789	2024	2118	1833	3711	2427	2828	3236	2694	2807
SMG7-AS1	16	32	56	10	18	14	40	71	49	14	36	39	24	24	12	38	38	33	43	32	34
SMG8	814	618	662	443	577	546	776	1198	1129	433	836	866	578	726	586	990	718	861	978	696	838
SMG9	437	501	542	400	418	428	532	709	742	271	518	534	495	484	468	678	483	479	605	527	445
SMILR	0	2	0	8	7	0	4	1	4	2	8	3	18	3	0	3	0	7	9	2	1
SMIM1	0	0	0	1	4	2	8	26	15	7	8	13	8	11	4	13	10	5	12	4	2
SMIM10	148	336	354	583	542	326	460	618	577	222	408	462	514	538	456	547	388	404	517	536	427
SMIM10L1	1350	1082	1246	1395	1325	968	1116	1694	1666	647	1136	1249	1372	1493	1126	1574	990	1173	1255	1268	1052
SMIM10L2A	15	14	8	8	23	8	44	65	56	27	80	45	34	13	20	50	66	47	48	42	53
SMIM10L2B	53	92	84	51	63	40	98	111	116	43	94	95	86	88	62	101	46	74	60	72	95
SMIM10L2B-AS1	2	0	0	1	5	6	2	7	3	9	6	0	2	3	0	3	0	4	4	2	2
SMIM11	358	402	428	384	497	372	652	835	880	335	448	596	520	536	438	699	536	579	628	579	571
SMIM11P1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SMIM12	862	1050	1434	690	807	562	836	1125	1176	456	818	984	782	804	856	1126	804	878	1008	918	942
SMIM12P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM13	907	794	992	675	743	604	876	1213	1191	422	850	874	884	943	1080	1067	812	855	1016	944	838
SMIM14	3478	4584	4278	2797	3191	2565	2836	3809	3638	1448	2547	2943	3535	3681	3571	3040	2336	2586	2961	2486	2299
SMIM14-DT	13	8	34	35	19	24	62	67	44	11	42	40	24	16	12	57	30	38	59	34	26
SMIM15	1110	1212	1120	1732	1637	1320	2144	2843	2717	1074	1765	2112	1715	2174	1718	2553	1948	2182	2423	2017	2093
SMIM15-AS1	8	16	18	35	26	20	16	48	30	23	20	20	24	31	24	26	12	25	24	40	27
SMIM15P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM15P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM17	9	12	6	22	13	8	26	43	40	13	44	14	16	22	16	21	6	13	21	34	27
SMIM18	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	1
SMIM19	330	497	732	506	597	458	730	1012	980	365	660	759	644	756	614	807	632	638	731	640	674
SMIM2	4	2	0	2	1	0	0	0	4	0	0	0	2	0	0	0	0	4	2	0	0
SMIM2-AS1	104	8	46	27	15	14	20	34	26	3	34	28	14	33	16	34	24	20	44	28	22
SMIM2-IT1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	2	0	0	2	0
SMIM20	520	654	694	596	755	620	814	1228	1298	459	768	967	878	845	844	1037	782	795	958	885	777
SMIM21	1	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	4	0	0	2	1
SMIM22	4	10	0	2	1	2	6	5	9	4	12	8	2	0	0	6	2	4	5	0	6
SMIM23	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
SMIM24	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	2	4	0	2	0	0
SMIM26	572	707	806	712	882	634	861	1216	1184	458	801	888	996	963	996	1144	799	806	973	980	901
SMIM27	58	98	62	110	89	60	118	181	175	75	130	143	138	91	130	149	116	150	158	150	87
SMIM28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM29	96	78	154	65	71	56	162	230	196	73	159	156	88	82	112	165	112	127	171	116	125
SMIM3	5362	3938	6102	1674	2359	1896	1354	1778	1944	638	1176	1257	2506	2397	2562	2150	1588	1550	1593	1416	1435
SMIM30	851	820	958	669	824	695	776	987	983	373	736	718	858	1042	774	874	630	697	858	682	672
SMIM31	1	6	2	6	5	0	0	14	8	0	6	3	6	12	8	16	2	11	6	6	10
SMIM32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0
SMIM33	0	0	6	3	0	6	2	8	3	0	0	1	0	1	2	0	4	3	3	0	0
SMIM34	1	0	0	4	15	2	102	112	103	34	76	84	4	8	4	91	52	79	86	106	70
SMIM35	0	0	0	0	1	0	4	0	1	2	0	0	0	1	2	6	0	0	0	2	1
SMIM36	7	22	12	8	7	8	8	14	9	2	26	6	4	11	18	18	6	7	6	8	6
SMIM38	0	0	14	0	2	2	0	14	11	3	16	2	0	2	0	2	8	1	2	4	8
SMIM39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM4	194	238	329	217	257	254	238	329	294	119	240	240	356	283	288	299	220	225	285	198	224
SMIM40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SMIM42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM43	0	4	0	3	2	2	6	2	12	1	2	11	2	9	0	5	0	8	7	8	11
SMIM44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM45	0	0	0	1	1	2	0	0	2	0	0	0	4	1	0	0	0	0	0	2	1
SMIM5	2	12	0	12	5	6	18	8	14	6	2	5	6	4	10	14	2	11	6	0	8
SMIM6	0	8	0	0	0	0	4	1	1	3	2	5	0	0	0	7	2	4	3	0	2
SMIM7	1028	1646	1891	918	1143	985	1275	2101	2040	804	1396	1623	1398	1397	1175	1869	1314	1375	1765	1466	1369
SMIM7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM8	185	182	194	289	309	208	302	428	429	152	266	330	280	349	266	367	232	267	343	317	265
SMIM9	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1
SMKR1	2	0	0	2	0	0	2	6	6	0	4	1	0	0	0	2	0	0	2	0	1
SMLR1	0	0	0	2	0	8	8	8	10	5	8	6	0	0	22	5	0	8	5	8	7
SMN1	261	450	217	890	422	444	472	549	920	127	269	695	571	342	687	719	448	198	563	182	62
SMN2	1074	294	1222	129	482	122	434	729	281	318	499	213	316	513	61	410	392	729	486	751	750
SMNDC1	975	884	1048	851	842	623	842	1229	1209	464	818	938	954	966	896	1111	845	841	1049	984	785
SMO	116	188	116	516	849	800	1531	2083	1969	783	1355	1429	1049	912	946	1729	1375	1322	1535	1221	1139
SMOC1	799	512	382	30	28	40	94	101	151	47	66	65	30	40	74	97	96	83	80	56	98
SMOC2	2065	7512	11084	47	46	46	102	54	54	15	20	36	84	62	38	42	40	24	31	46	27
SMOX	88	76	40	126	213	152	291	473	440	176	312	329	220	202	222	423	339	314	326	366	297
SMPD1	1368	1142	1518	848	1382	1278	1400	2270	2066	801	1582	1582	1638	1645	1821	1805	1461	1386	1616	1182	1243
SMPD2	69	86	80	54	62	58	98	148	153	67	94	142	66	59	80	132	108	96	141	82	104
SMPD3	11	34	12	9	20	4	52	29	31	13	8	30	18	12	8	25	12	20	18	16	14
SMPD4	1005	1292	1548	904	1105	913	1569	2362	2373	878	1596	1723	1240	1207	1182	2010	1446	1542	1817	1410	1387
SMPD4BP	100	110	219	106	139	80	284	443	455	158	326	281	176	190	232	350	270	249	357	266	250
SMPD4P1	1	0	0	1	0	4	0	2	0	4	0	0	0	1	0	2	2	1	0	0	2
SMPD4P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMPD5	6	10	2	0	0	0	0	4	3	1	0	0	2	0	0	4	2	0	0	0	2
SMPDL3A	570	1420	774	498	543	462	1077	1528	1461	547	986	1253	636	736	618	1136	776	799	1179	1160	1017
SMPDL3B	0	2	0	1	0	0	2	2	5	0	2	1	0	0	6	2	6	0	1	0	0
SMPX	0	0	0	14	46	20	2	19	37	3	4	13	20	15	16	5	6	13	20	16	13
SMR3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMS	587	814	860	1287	1373	966	1868	2524	2800	1001	1808	1949	1344	1517	1582	2246	1398	1866	2378	1808	1986
SMSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMTN	183	248	208	457	573	531	572	1028	940	387	656	778	796	790	752	964	676	626	750	560	548
SMTNL1	1	0	0	1	3	0	8	2	2	1	2	2	0	4	4	7	0	3	1	2	3
SMTNL2	1	0	4	79	70	52	104	98	106	52	38	121	84	84	36	103	112	66	78	40	61
SMU1	1694	1806	2060	1619	1763	1444	2412	3126	3084	1194	2056	2362	2008	2220	1902	2757	2034	2210	2619	2278	2230
SMU1P1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	8	1	0	0	0
SMUG1	447	396	454	199	305	282	378	612	659	236	412	460	304	335	300	495	414	426	494	354	341
SMUG1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMURF1	1246	1376	2486	904	1150	926	1302	2032	1965	643	1254	1343	1182	1274	1268	1741	1276	1334	1603	1302	1409
SMURF2	919	1020	910	1712	1806	1364	4586	6028	6565	2386	4346	4969	1858	2012	1896	5447	3548	4310	5795	4215	4715
SMURF2P1	18	10	14	2	3	0	20	21	15	3	30	16	10	27	16	21	10	14	10	4	1
SMYD1	1	0	0	5	36	4	2	6	22	6	8	12	14	5	12	9	4	13	10	2	6
SMYD2	358	733	528	424	455	388	832	1028	1055	369	714	785	560	595	528	872	649	708	895	742	700
SMYD3	249	354	280	345	399	409	364	553	589	236	365	427	518	499	496	509	372	397	410	364	374
SMYD3-AS1	0	0	0	0	2	0	0	0	0	2	0	1	0	0	4	4	0	0	0	2	2
SMYD3-IT1	2	2	0	2	4	0	0	6	8	0	8	4	4	4	0	7	2	8	4	6	1
SMYD4	967	1020	870	305	382	286	514	786	777	293	518	603	438	478	514	622	444	492	627	546	531
SMYD5	463	386	470	227	383	344	584	935	1006	335	526	579	402	428	388	842	524	628	790	637	587
SNAI1	10	16	16	90	141	84	186	246	269	106	230	180	166	155	130	243	204	158	245	184	204
SNAI1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAI2	2393	2102	2554	2818	2329	1788	2030	3015	2980	1124	1995	2317	2170	2448	2150	2768	1858	2127	2642	2193	2167
SNAI3	49	26	32	15	9	14	48	66	48	20	36	28	30	38	30	30	32	38	36	26	23
SNAI3-AS1	360	312	324	92	122	96	204	253	285	102	190	221	127	129	136	277	190	205	253	172	196
SNAP23	1551	1615	1624	1589	1755	1478	2086	3104	2944	1232	2000	2323	1858	2094	1893	2848	2002	2163	2633	2355	2028
SNAP23P1	0	0	0	1	0	0	0	3	0	0	4	5	0	0	0	2	0	0	1	4	1
SNAP25	16	12	8	603	528	336	1000	1411	1337	513	945	934	574	660	498	1200	882	1003	1255	1120	955
SNAP25-AS1	18	42	32	69	67	24	60	75	91	34	38	66	68	54	76	82	50	54	67	42	34
SNAP29	1808	1898	2200	1077	1217	868	1465	2015	2102	750	1334	1611	1180	1192	1157	1824	1255	1413	1710	1455	1428
SNAP47	408	438	460	309	478	370	645	945	1031	353	699	711	515	533	573	921	651	655	740	595	607
SNAP47-AS1	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	2	5	4	0	0
SNAP91	3	2	0	1	0	2	12	5	10	3	2	3	4	0	0	7	4	2	10	8	2
SNAPC1	429	429	412	564	593	452	552	672	847	293	486	588	662	684	595	705	480	571	690	616	521
SNAPC2	146	180	232	93	118	134	212	309	367	92	216	183	180	171	168	315	154	198	237	164	142
SNAPC3	1893	1470	1474	1312	1452	1012	1382	1937	1957	784	1434	1397	1400	1642	1592	1893	1374	1469	1749	1499	1329
SNAPC4	107	168	157	135	143	144	222	371	348	136	234	251	188	216	250	320	224	226	270	153	186
SNAPC5	539	554	664	480	471	348	561	800	726	273	584	561	529	564	538	720	494	506	656	536	584
SNAPC5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAPIN	584	616	798	436	625	504	808	1140	1254	422	790	977	734	734	798	1098	734	800	899	776	763
SNCA	1	6	0	45	50	62	70	116	109	30	54	58	146	81	96	87	60	56	93	44	70
SNCA-AS1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
SNCAIP	3	4	2	230	364	234	371	668	591	190	444	459	314	365	292	478	410	398	442	538	310
SNCB	0	0	0	0	0	0	0	4	3	0	0	2	2	0	0	1	0	0	1	0	1
SNCG	151	82	64	155	158	126	214	364	360	165	340	301	166	168	164	290	202	208	321	190	213
SND1	5465	5351	7458	4298	6182	4964	6705	10172	10388	3672	6841	7702	7221	6786	6518	8504	5798	6849	8258	7057	7004
SND1-DT	2	0	0	4	0	0	4	6	3	2	4	2	8	0	4	1	4	5	1	2	2
SND1-IT1	1	0	4	4	1	0	6	18	7	3	2	7	8	6	14	7	0	3	9	10	6
SNED1	788	1444	910	2735	2879	2846	1307	1747	1482	663	1156	1315	4140	3738	3539	1453	1152	1095	1517	1172	1015
SNED1-AS1	0	0	2	0	2	0	2	0	0	2	0	0	2	1	0	1	4	0	0	0	0
SNF8	1107	1276	1417	845	1054	748	1223	1846	1872	652	1237	1412	1154	1156	1123	1627	1025	1160	1528	1475	1209
SNF8P1	1	0	2	8	0	2	10	2	4	0	10	4	6	1	2	8	6	5	3	6	2
SNHG1	252	624	574	626	760	736	859	1167	1169	466	814	854	895	1000	823	1109	722	903	1020	805	803
SNHG10	69	120	90	257	257	200	304	468	497	173	306	347	274	294	276	417	286	267	344	348	337
SNHG11	91	156	172	64	92	108	167	247	255	103	139	172	145	113	113	227	161	145	190	135	157
SNHG12	49	200	84	162	175	144	222	326	317	123	209	213	215	205	278	319	206	205	212	220	192
SNHG14	1577	1770	1526	2792	3131	2243	5043	6462	6835	2508	4200	4661	3288	3837	3345	5875	4212	4947	5759	4767	4390
SNHG15	124	169	176	86	130	152	169	220	205	63	138	146	182	160	218	191	163	148	181	144	163
SNHG16	2591	2565	4079	2607	3032	2547	3088	4325	4559	1572	2913	3143	3486	3501	3140	4042	2951	3160	3450	2866	2846
SNHG17	108	302	316	270	319	290	414	661	719	260	491	487	446	375	410	574	401	479	556	412	411
SNHG18	61	124	86	262	348	335	382	537	554	179	326	375	419	406	402	437	274	303	394	340	309
SNHG19	82	60	190	59	54	138	174	231	259	96	160	142	172	164	150	227	124	105	162	102	101
SNHG20	82	196	182	81	91	96	150	144	196	65	106	105	100	126	164	171	97	109	138	104	127
SNHG21	44	38	56	39	25	38	38	41	40	19	16	21	38	38	38	52	18	23	41	42	30
SNHG22	46	92	110	36	51	52	100	181	177	46	112	95	60	67	48	108	94	91	101	78	62
SNHG25	8	6	4	35	27	22	16	31	45	19	40	30	32	22	24	34	15	13	33	22	14
SNHG26	39	80	90	53	53	18	64	116	133	44	82	92	84	103	56	92	94	73	81	74	71
SNHG27	2	4	10	6	7	12	14	17	17	9	16	12	0	19	10	22	8	11	22	16	17
SNHG28	17	16	8	47	38	34	6	61	95	21	56	56	40	36	40	59	18	34	48	30	52
SNHG29	8223	7062	11235	6759	8567	6501	9466	13612	14965	5099	8925	10015	9339	9304	9030	11945	8321	8995	11171	9841	9594
SNHG3	172	322	384	367	447	366	466	667	756	219	394	516	504	603	564	584	426	476	567	454	422
SNHG30	106	130	150	95	151	134	184	192	224	84	162	157	160	162	186	186	152	134	176	147	159
SNHG31	14	42	22	58	39	36	66	84	96	40	56	84	46	85	72	65	42	54	80	54	66
SNHG32	1283	1510	1984	995	1524	1546	2982	4781	4912	1504	2870	3114	2248	2014	2155	3746	2612	2609	2902	2221	2216
SNHG4	81	140	226	144	221	168	234	314	336	115	252	214	196	229	232	311	223	286	278	226	254
SNHG5	2716	844	4524	1695	2216	2059	3267	4646	5005	1705	2696	3440	2795	2579	2514	3964	2771	3071	3719	3072	3062
SNHG6	533	686	924	1438	1195	908	1498	2062	2188	706	1346	1501	1252	1253	1227	1725	1306	1216	1601	1433	1313
SNHG7	465	362	410	245	312	258	486	702	725	219	541	466	485	359	459	595	392	467	517	428	363
SNHG8	703	430	700	1219	1355	1087	1606	2191	2185	766	1271	1523	1622	1455	1533	1755	1266	1271	1590	1508	1304
SNHG9	30	40	22	32	24	18	38	64	64	23	44	44	62	13	22	37	56	36	38	38	46
SNIP1	404	589	598	483	569	458	641	922	861	367	578	791	592	631	599	791	567	633	663	616	670
SNN	1457	876	1164	305	475	426	1768	2262	2471	830	1368	1640	570	598	554	1948	1424	1603	1870	1450	1386
SNORA1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
