	GSM3672440	GSM3672441	GSM3672442	GSM3672443	GSM3672444	GSM3672445	GSM3672446	GSM3672447	GSM3672448	GSM3672449	GSM3672450	GSM3672451
0610007P14Rik	2489	2622	3049	2028	2596	1322	2359	2695	2668	1888	4043	1826
0610009B22Rik	264	504	322	298	398	468	256	306	189	267	616	466
0610009L18Rik	1	6	3	0	3	0	5	0	5	4	14	6
0610009O20Rik	601	718	933	743	856	521	572	900	525	792	974	810
0610010F05Rik	248	342	284	207	228	309	213	229	257	100	337	311
0610010K14Rik	244	267	429	274	324	131	147	295	207	755	476	295
0610011F06Rik	1309	2460	1929	1530	2718	2310	2172	1660	958	3308	3284	2519
0610012G03Rik	374	731	587	452	669	417	506	463	221	842	858	646
0610030E20Rik	510	650	912	654	744	592	606	662	516	268	1468	998
0610037L13Rik	283	389	458	330	356	343	401	342	189	710	583	379
0610040J01Rik	686	935	1099	723	925	580	944	967	558	569	1529	1030
1110001J03Rik	188	400	281	255	319	478	247	356	164	935	699	338
1110002E22Rik	1	0	1	1	0	4	2	0	3	5	6	0
1110004E09Rik	236	263	363	228	187	272	233	204	172	356	400	291
1110004F10Rik	625	893	891	749	856	926	557	725	572	512	1307	1062
1110008F13Rik	1176	2544	1527	1160	1652	2147	1776	1361	943	2942	2282	2123
1110008L16Rik	264	404	407	250	388	261	269	319	239	430	316	344
1110008P14Rik	300	327	335	348	394	233	316	374	178	944	728	422
1110012L19Rik	216	324	282	218	290	231	229	270	186	448	342	238
1110017D15Rik	0	0	4	0	0	0	3	0	0	0	0	0
1110025L11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110032A03Rik	970	1046	1361	1128	1495	735	1310	1195	896	1438	2273	1517
1110032F04Rik	0	0	0	0	0	0	0	1	0	0	0	0
1110034G24Rik	53	99	68	59	51	121	68	97	68	151	152	123
1110037F02Rik	320	522	515	362	452	382	325	415	445	348	471	437
1110038F14Rik	108	102	119	86	88	37	50	106	78	195	149	119
1110051M20Rik	30	63	59	27	51	6	29	57	63	137	44	89
1110057P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110059E24Rik	241	436	270	241	315	439	301	216	202	163	480	343
1110059G10Rik	74	118	116	127	199	182	169	107	85	158	201	152
1110065P20Rik	227	219	169	142	230	209	172	213	88	234	446	263
1190002N15Rik	405	785	736	506	581	770	665	759	492	286	735	824
