	GSM1660661	GSM1660658	GSM1660660	GSM1660662	GSM1660657	GSM1660659
0610007P14Rik	265	376	414	218	286	335
0610009B22Rik	227	505	387	198	468	511
0610009L18Rik	68	99	105	54	101	103
0610009O20Rik	855	1376	1285	588	1290	1543
0610010F05Rik	471	768	648	315	678	798
0610010K14Rik	243	313	350	164	293	339
0610011F06Rik	929	1306	1322	750	1222	1387
0610012G03Rik	293	356	358	203	306	336
0610030E20Rik	322	400	398	202	344	374
0610037L13Rik	516	772	750	374	744	818
0610040J01Rik	1799	2763	3175	1256	2372	2927
1110001J03Rik	119	215	178	95	227	252
1110002E22Rik	29	27	31	25	28	37
1110004E09Rik	582	797	952	458	733	820
1110004F10Rik	1386	1804	2044	986	1770	1890
1110008F13Rik	653	518	608	511	530	609
1110008L16Rik	96	277	170	96	242	222
1110008P14Rik	359	514	471	255	508	602
1110012L19Rik	99	219	177	76	216	236
1110017D15Rik	23	15	33	15	18	27
1110025L11Rik	0	0	0	0	0	0
1110032A03Rik	448	691	707	317	649	751
1110032F04Rik	12	2	10	2	1	0
1110034G24Rik	124	210	177	75	233	245
1110037F02Rik	1495	1527	1962	1043	1327	1624
1110038F14Rik	296	409	416	216	389	475
1110051M20Rik	370	519	583	216	583	550
1110057P08Rik	0	0	0	0	0	0
1110059E24Rik	320	383	413	181	381	388
1110059G10Rik	168	200	246	127	198	243
1110065P20Rik	356	623	583	274	577	682
1190002N15Rik	703	960	966	396	760	853
1190003K10Rik	0	0	0	0	0	0
1190005I06Rik	7	10	7	5	7	8
1190007I07Rik	68	113	104	51	93	115
1300017J02Rik	5	1	1	0	2	2
1500009C09Rik	0	0	2	0	0	0
1500009L16Rik	292	358	395	176	359	369
1500011B03Rik	484	947	904	387	984	1050
1500011K16Rik	178	313	258	141	265	353
1500015O10Rik	2	0	1	1	0	1
1520401A03Rik	12	8	12	4	9	11
1600002H07Rik	65	108	90	48	140	103
1600002K03Rik	152	218	208	80	152	189
1600012H06Rik	747	853	992	541	718	879
1600014C10Rik	292	541	527	214	540	538
1600014C23Rik	0	1	1	0	1	1
1600015I10Rik	0	0	1	0	0	1
1600029O15Rik	4	2	2	4	1	3
1700001C02Rik	3	13	13	3	11	12
1700001C19Rik	9	22	21	5	23	24
1700001F09Rik	0	0	0	0	0	0
1700001J03Rik	3	1	2	2	0	4
1700001J11Rik	4	7	4	1	1	9
1700001K19Rik	14	17	21	15	12	12
1700001L19Rik	3	8	6	3	3	6
1700001O22Rik	4	4	4	5	2	2
1700001P01Rik	4	1	0	0	0	0
1700003E16Rik	103	77	159	69	82	86
1700003F12Rik	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0
1700003N22Rik	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0
1700006E09Rik	1	1	3	0	0	3
1700007B14Rik	0	5	0	0	4	0
1700007E05Rik	0	0	1	1	1	0
1700007G11Rik	0	0	0	0	0	0
1700007K09Rik	0	0	0	0	0	0
1700007K13Rik	50	89	89	32	53	74
1700008O03Rik	1	12	10	2	6	16
1700008P02Rik	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0
1700010B08Rik	2	0	1	0	0	1
1700010I14Rik	19	37	31	9	22	32
1700010N08Rik	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	0	0
1700011H14Rik	13	5	4	5	6	4
1700011I03Rik	0	0	0	0	0	0
1700011L22Rik	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	1
1700012A03Rik	0	0	0	0	0	0
1700012B07Rik	1	4	0	0	1	0
1700012B09Rik	1	0	0	0	0	0
1700012L04Rik	5	0	4	3	5	9
1700012P22Rik	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0
1700013F07Rik	7	18	26	11	16	19
1700013G24Rik	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0
1700014D04Rik	3	1	4	1	4	3
1700015E13Rik	0	1	1	0	0	1
1700015F17Rik	0	1	0	0	0	0
1700015G11Rik	1	1	0	0	0	4
1700016C15Rik	0	1	0	0	0	1
1700016D06Rik	7	10	5	6	6	3
1700016H13Rik	0	0	2	0	0	0
1700016K19Rik	12	12	15	6	11	12
1700017B05Rik	580	300	607	292	303	389
1700017D01Rik	0	0	1	0	2	0
1700017N19Rik	0	0	0	0	0	0
1700018B08Rik	0	0	0	2	0	0
1700018C11Rik	0	1	0	0	0	0
1700018F24Rik	0	0	0	0	0	0
1700018M17Rik	1	2	1	1	0	1
1700019A02Rik	0	1	0	0	1	0
1700019B03Rik	1	1	0	0	4	0
1700019D03Rik	814	1423	1108	526	1447	1615
1700019M22Rik	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	1
1700020D05Rik	7	3	8	9	3	10
1700020L24Rik	5	3	4	4	4	2
1700020N01Rik	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0
1700021F05Rik	178	183	188	152	194	189
1700021F07Rik	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0
1700022I11Rik	0	1	3	1	1	3
1700023F06Rik	158	235	226	81	217	268
1700024B05Rik	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0
1700024J04Rik	8	7	0	1	5	5
1700024P04Rik	0	0	0	0	0	0
1700024P16Rik	12	5	17	13	2	3
1700025B11Rik	0	0	0	0	0	0
1700025C18Rik	0	1	2	0	1	1
1700025F22Rik	0	0	0	0	0	0
1700025G04Rik	131	158	128	57	128	132
1700028B04Rik	0	3	4	0	3	5
1700028J19Rik	27	7	12	18	8	10
1700028K03Rik	8	1	12	2	4	4
1700028P14Rik	1	0	0	0	0	0
1700029F12Rik	2	2	2	1	1	2
1700029H14Rik	0	0	0	0	0	0
1700029I15Rik	22	40	32	21	46	31
1700029J07Rik	94	161	156	46	146	173
1700029P11Rik	0	0	0	0	0	0
1700030C10Rik	18	41	24	13	47	74
1700030J22Rik	39	74	57	33	54	79
1700030K09Rik	136	190	191	80	212	229
1700031F05Rik	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0
1700034I23Rik	0	2	0	1	0	0
1700034J05Rik	1	1	0	0	2	3
1700034O15Rik	0	0	0	0	0	0
1700037C18Rik	90	175	174	59	140	175
1700037H04Rik	130	208	183	78	168	200
1700039E15Rik	0	0	0	0	0	1
1700040F15Rik	0	0	0	0	0	0
1700040L02Rik	66	108	119	65	117	123
1700042G07Rik	0	0	0	0	0	0
1700047I17Rik2	213	165	255	136	182	199
1700048O20Rik	4	9	5	2	9	5
1700049E17Rik1	0	0	0	0	0	0
1700049E17Rik2	1	0	2	0	0	0
1700049G17Rik	157	184	242	111	125	179
1700049L16Rik	0	0	0	0	0	0
1700056E22Rik	30	61	43	21	71	98
1700057G04Rik	2	4	3	1	3	7
1700061G19Rik	3	2	0	3	3	1
1700063K16Rik	0	0	0	0	0	0
1700064H15Rik	0	2	0	0	4	2
1700065I16Rik	0	0	0	0	0	0
1700066B19Rik	3	7	13	1	9	9
1700066M21Rik	171	156	222	110	125	140
1700067K01Rik	5	18	11	6	15	12
1700067P10Rik	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0
1700073E17Rik	1	0	1	1	1	2
1700074P13Rik	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0
1700084J12Rik	0	0	0	0	0	0
1700084M14Rik	0	0	0	0	0	0
1700086D15Rik	5	0	2	0	2	0
1700086L19Rik	1256	3083	2099	855	2701	3076
1700088E04Rik	90	127	130	56	161	160
1700091H14Rik	0	0	0	0	0	0
1700092M07Rik	4	6	1	1	8	8
1700093K21Rik	0	1	2	1	1	9
1700102P08Rik	17	14	15	4	8	19
1700109H08Rik	33	3	18	7	6	16
1700110I07Rik	0	0	0	0	0	0
1700112E06Rik	14	11	17	12	15	20
1700113H08Rik	2	2	0	0	0	1
1700122O11Rik	0	1	0	0	0	0
1700123I01Rik	2	0	0	0	0	0
1700123K08Rik	0	0	1	0	0	0
1700123L14Rik	1	0	0	0	0	0
1700123O20Rik	291	388	443	169	328	374
1700125H20Rik	0	0	1	0	1	1
1700128F08Rik	10	13	4	8	11	14
1700129C05Rik	0	1	0	1	0	0
1810009A15Rik	137	216	191	77	168	200
1810009J06Rik	47	3	72	90	2	13
1810010H24Rik	65	112	108	37	113	117
1810011H11Rik	0	2	0	0	1	2
1810011O10Rik	571	819	501	460	714	1055
