	GSM4048022	GSM4048023	GSM4048024	GSM4048025	GSM4048026	GSM4048027
0610007P14Rik	50	72	187	77	114	86
0610009B22Rik	1	13	33	97	23	0
0610009L18Rik	0	0	75	11	37	0
0610009O20Rik	43	59	165	60	143	138
0610010F05Rik	566	468	857	459	311	613
0610010K14Rik	75	11	144	28	75	132
0610011F06Rik	23	46	32	23	130	52
0610012G03Rik	82	26	135	175	56	93
0610030E20Rik	98	108	310	262	134	96
0610037L13Rik	135	89	285	258	164	138
0610040J01Rik	23	0	6	33	56	21
1110001J03Rik	38	10	62	38	8	10
1110002E22Rik	14	21	48	66	51	0
1110004E09Rik	60	47	93	190	102	35
1110004F10Rik	732	1041	2674	1252	1767	2017
1110008F13Rik	128	34	50	140	83	82
1110008L16Rik	76	27	37	132	49	184
1110008P14Rik	44	11	54	137	84	83
1110012L19Rik	3	30	0	23	16	39
1110017D15Rik	0	2	39	49	39	33
1110025L11Rik	5	0	0	0	0	0
1110032A03Rik	103	44	261	133	91	117
1110032F04Rik	2	1	0	0	0	0
1110034G24Rik	111	45	72	116	79	66
1110037F02Rik	450	552	839	571	930	919
1110038F14Rik	59	28	8	64	33	0
1110051M20Rik	182	301	208	266	259	232
1110057P08Rik	0	0	0	0	0	0
1110059E24Rik	32	35	136	212	146	211
1110059G10Rik	76	27	40	57	10	44
1110065P20Rik	3	0	100	18	28	11
1190002N15Rik	77	281	543	523	315	537
1190003K10Rik	8	0	0	30	0	0
1190005I06Rik	33	4	0	0	11	0
1190007I07Rik	65	15	54	12	4	5
1300017J02Rik	22	28	38	91	34	10
1500009C09Rik	57	7	109	44	98	107
1500009L16Rik	42	30	43	111	14	111
1500011B03Rik	102	64	239	235	245	234
1500011K16Rik	9	25	49	73	16	77
1500015O10Rik	0	0	15	0	0	23
1520401A03Rik	41	0	34	18	0	0
1600002H07Rik	28	41	51	47	24	8
1600002K03Rik	0	5	36	47	13	10
1600012H06Rik	62	44	106	217	109	120
1600014C10Rik	32	57	26	79	46	37
1600014C23Rik	0	0	0	0	0	0
1600015I10Rik	0	0	0	1	2	0
1600029O15Rik	34	2	49	63	13	0
1700001C02Rik	0	0	4	14	0	21
1700001C19Rik	27	0	1	126	6	0
1700001F09Rik	89	0	0	0	0	0
1700001J03Rik	30	0	7	0	0	0
1700001J11Rik	13	0	0	20	4	71
1700001K19Rik	28	3	104	22	57	0
1700001L19Rik	0	60	98	68	70	21
1700001O22Rik	0	0	0	1	1	0
1700001P01Rik	24	0	15	0	0	0
1700003E16Rik	149	37	125	39	54	2
1700003F12Rik	8	3	24	7	4	8
1700003H04Rik	4	0	17	11	0	0
1700003N22Rik	0	0	0	0	0	0
1700006A11Rik	6	0	4	79	38	0
1700006E09Rik	0	0	0	0	0	0
1700007B14Rik	0	0	17	0	25	0
1700007E05Rik	57	27	42	131	31	2
1700007G11Rik	0	18	0	0	0	0
1700007K09Rik	13	0	30	27	0	0
1700007K13Rik	4	3	5	0	0	4
1700008O03Rik	33	5	29	14	13	0
1700008P02Rik	4	0	0	0	1	0
1700009N14Rik	0	0	0	0	0	0
1700010B08Rik	34	0	1	0	0	0
1700010I14Rik	91	36	6	49	20	0
1700010N08Rik	8	3	0	0	6	0
1700011E24Rik	9	0	0	0	0	6
1700011H14Rik	0	0	0	0	0	0
1700011I03Rik	36	0	8	7	0	0
1700011L22Rik	0	0	0	25	0	11
1700011M02Rik	0	0	0	0	0	0
1700012A03Rik	0	0	0	51	0	0
1700012B07Rik	0	0	31	0	2	0
1700012B09Rik	72	44	3	0	0	12
1700012L04Rik	0	0	0	19	0	0
1700012P22Rik	58	0	0	0	0	0
1700013D24Rik	0	10	0	0	25	39
1700013F07Rik	18	0	19	18	14	42
1700013G24Rik	0	0	0	1	0	0
1700013H16Rik	0	0	0	0	0	0
1700014D04Rik	21	2	40	82	73	0
1700015E13Rik	0	0	4	0	0	27
1700015F17Rik	0	0	6	0	0	0
1700015G11Rik	0	0	0	0	0	0
1700016C15Rik	0	11	0	0	0	0
1700016D06Rik	64	20	46	119	31	2
1700016H13Rik	0	0	0	0	0	0
1700016K19Rik	3	2	0	0	10	1
1700017B05Rik	24	61	118	52	79	16
1700017D01Rik	42	2	48	5	1	37
1700017N19Rik	0	0	0	0	0	0
