	GSM3580178	GSM3580179	GSM3580180	GSM3580181	GSM3580182	GSM3580183	GSM3580184	GSM3580185
0610005C13Rik	12	6	6	11	13	15	11	4
0610006L08Rik	1	0	0	0	0	0	0	0
0610009B22Rik	271	232	177	295	241	249	188	200
0610009E02Rik	9	18	2	9	3	14	17	8
0610009L18Rik	83	85	38	103	37	36	20	61
0610010K14Rik	608	531	464	766	457	562	569	623
0610012D04Rik	0	1	0	1	0	3	0	2
0610012G03Rik	533	452	382	600	310	338	444	395
0610025J13Rik	0	1	1	1	0	0	0	0
0610030E20Rik	407	467	319	599	308	337	268	358
0610031O16Rik	6	2	1	1	4	5	0	3
0610033M10Rik	0	0	0	0	0	1	0	0
0610038B21Rik	0	2	4	5	3	2	2	0
0610039K10Rik	11	9	8	13	11	6	6	7
0610040B10Rik	29	28	23	70	33	20	21	28
0610040F04Rik	0	1	0	0	0	0	0	0
0610040J01Rik	4	5	9	0	0	2	1	3
0610043K17Rik	1	2	0	6	1	1	0	0
0710001A04Rik	0	0	0	0	0	0	0	0
1010001B22Rik	10	19	18	25	17	12	7	12
1100001I12Rik	0	0	0	0	0	0	0	0
1110002E22Rik	1	0	1	5	0	1	7	0
1110002J07Rik	2	11	6	4	1	5	3	0
1110002L01Rik	105	122	110	131	128	123	87	98
1110002O04Rik	0	1	0	0	0	0	0	0
1110004F10Rik	1726	1353	1194	1929	1382	1275	1390	1476
1110006O24Rik	20	11	17	24	10	28	11	8
1110008E08Rik	0	0	0	0	1	0	0	0
1110013H19Rik	0	0	3	0	0	1	0	1
1110015O18Rik	0	0	0	0	0	0	0	1
1110017D15Rik	0	1	1	1	0	0	0	0
1110018N20Rik	0	2	1	7	0	0	0	0
1110019B22Rik	1	3	0	6	0	1	0	3
1110019D14Rik	55	65	26	69	48	48	38	33
1110020A21Rik	9	15	5	19	11	11	8	8
1110025L11Rik	0	0	0	0	0	0	0	0
1110028F11Rik	5	7	4	5	4	6	6	12
1110028F18Rik	2	0	1	0	0	1	1	1
1110032A03Rik	233	288	228	341	188	315	144	197
1110032F04Rik	0	0	2	0	1	8	1	0
1110035H17Rik	1	2	4	6	3	1	3	3
1110038B12Rik	408	373	276	503	392	317	555	466
1110038F14Rik	317	348	307	442	197	291	266	294
1110046J04Rik	14	7	3	12	3	1	6	2
1110051M20Rik	476	456	421	637	379	399	409	475
1110057P08Rik	0	0	0	0	0	0	0	0
1110059E24Rik	647	535	455	764	590	495	594	494
1110059G10Rik	425	273	283	305	320	320	253	195
1110065P20Rik	105	101	100	131	73	98	104	131
1190001M18Rik	7	2	0	9	6	0	0	1
1190005I06Rik	32	15	21	37	11	17	25	16
1190007I07Rik	228	205	155	295	159	181	262	226
1190028D05Rik	0	0	0	0	0	0	0	0
1200007C13Rik	1	0	3	10	6	2	0	4
1300002E11Rik	240	129	176	243	176	202	128	103
1300014J16Rik	34	40	24	34	39	60	27	46
1500002C15Rik	73	69	56	121	89	76	56	58
1500002F19Rik	1	1	3	0	1	1	0	2
1500004A13Rik	149	220	124	187	142	127	139	134
1500009L16Rik	277	206	149	322	263	297	191	216
1500011B03Rik	964	949	689	1269	774	754	731	764
1500012K07Rik	1	12	6	3	2	2	2	1
1500015A07Rik	57	47	48	81	60	54	23	45
1500015L24Rik	3	2	5	0	0	0	1	0
1500026H17Rik	28	23	17	30	16	15	13	18
1500032F14Rik	1	2	2	4	1	2	2	3
1500035N22Rik	1	0	3	5	2	5	2	2
1520401A03Rik	3	7	1	0	2	1	3	0
1600002D24Rik	0	0	0	0	0	0	0	0
1600010M07Rik	24	16	64	17	8	23	15	8
1600012H06Rik	259	181	184	222	232	195	170	166
1600012P17Rik	0	0	0	0	0	0	0	0
1600014C10Rik	378	501	482	563	389	392	398	336
1600014C23Rik	0	0	0	0	0	0	0	0
1600019K03Rik	0	0	0	0	0	0	0	0
1600020E01Rik	268	316	219	359	221	249	190	285
1600022D10Rik	4	0	3	1	1	1	1	5
1600025M17Rik	4	2	4	4	5	1	0	1
1600027J07Rik	0	0	0	0	0	0	0	0
1600029O15Rik	6	4	5	6	6	4	1	2
1700001C19Rik	42	33	30	44	23	12	17	30
1700001D01Rik	2	3	2	1	0	1	0	0
1700001F09Rik	0	1	0	0	0	0	0	0
1700001G01Rik	1	1	0	2	1	1	0	0
1700001G11Rik	1	8	7	9	7	1	5	5
1700001J03Rik	0	3	0	0	1	0	0	0
1700001J04Rik	0	0	0	0	0	0	0	0
1700001J11Rik	0	2	0	0	0	0	0	1
1700001K19Rik	4	2	2	2	4	1	2	0
1700001K23Rik	0	0	0	0	0	1	0	1
1700001L05Rik	75	53	59	110	66	52	50	93
1700001L19Rik	0	0	0	0	1	0	0	0
1700001N15Rik	0	0	0	0	0	0	0	0
1700001O22Rik	38	45	37	57	48	13	38	33
1700001P01Rik	0	0	1	1	1	0	0	2
1700003C15Rik	249	252	120	209	62	128	118	78
1700003D09Rik	0	0	0	0	0	0	0	0
1700003E16Rik	10	6	2	23	3	3	12	6
1700003E24Rik	0	0	0	0	0	0	0	0
1700003F12Rik	0	1	0	2	1	2	0	3
1700003G18Rik	0	9	5	0	6	4	4	1
1700003H04Rik	0	0	0	0	0	0	0	0
1700003I16Rik	10	10	8	7	6	7	9	3
1700003I22Rik	0	0	0	0	0	0	0	0
1700003L19Rik	0	1	0	0	0	0	0	0
1700003M07Rik	5	5	4	4	5	6	5	0
1700003N22Rik	0	0	0	0	0	0	0	0
1700003O11Rik	0	0	0	0	0	0	0	0
1700003P14Rik	0	0	0	0	0	0	0	1
1700006A11Rik	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	4	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0
1700006J14Rik	3	5	39	21	11	10	7	10
1700007E05Rik	1	3	0	1	1	3	7	1
1700007F19Rik	2	0	1	2	0	0	0	0
1700007H22Rik	0	0	0	0	0	0	0	0
1700007J10Rik	5	1	2	3	2	6	2	2
1700007K13Rik	0	0	0	0	0	1	0	0
1700007L15Rik	71	57	50	86	45	55	61	66
1700007M16Rik	0	0	0	0	0	0	0	0
1700007P06Rik	0	4	2	0	2	0	0	0
1700008B11Rik	0	0	0	1	1	0	0	0
1700008C04Rik	0	2	0	2	0	2	1	0
1700008J07Rik	80	94	63	134	88	69	64	92
1700008K24Rik	0	0	0	0	0	0	0	0
1700008N11Rik	0	0	0	0	0	0	1	0
1700008O03Rik	25	23	9	23	16	11	18	22
1700008P02Rik	0	0	0	0	0	0	0	0
1700009C05Rik	0	2	0	0	0	0	0	0
1700009J07Rik	2	0	0	0	0	1	0	0
1700009N14Rik	0	0	0	0	0	0	0	0
1700010B08Rik	1	1	0	2	2	0	0	0
1700010B13Rik	0	2	3	8	5	5	2	1
1700010D01Rik	0	0	0	0	0	0	0	0
1700010G06Rik	0	0	0	0	0	0	0	0
1700010H22Rik	0	0	0	0	0	0	0	0
1700010I02Rik	0	1	0	0	0	0	0	0
1700010I14Rik	2	2	5	12	8	1	4	0
1700010J16Rik	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0
1700010K24Rik	0	1	0	0	0	0	0	0
1700010L04Rik	1	5	2	2	2	0	1	0
1700010N08Rik	0	0	2	0	0	0	0	0
1700011B04Rik	0	0	1	4	1	0	2	1
1700011C11Rik	0	0	0	0	0	0	0	0
1700011D18Rik	1	0	0	0	0	0	0	0
1700011L03Rik	0	0	0	0	0	0	0	0
1700011L22Rik	0	0	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	0	0	0
1700012A03Rik	0	3	0	0	0	0	0	0
1700012B07Rik	1	0	0	0	0	0	0	0
1700012B09Rik	3	0	0	0	0	0	1	0
1700012C08Rik	0	0	0	0	0	0	0	0
1700012C14Rik	2	1	1	4	0	3	0	0
1700012D14Rik	49	40	45	62	51	78	65	56
1700012D16Rik	0	1	0	0	0	0	0	0
1700012E03Rik	0	1	0	0	0	0	0	0
1700012I11Rik	1	1	1	1	1	1	0	1
1700012J15Rik	0	0	0	0	0	0	0	0
1700012P22Rik	0	0	1	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0
1700013F07Rik	1	1	5	0	0	0	1	1
1700013G24Rik	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	1	0	0	0	0
1700013M08Rik	0	0	0	3	0	0	0	0
1700013N06Rik	0	0	0	0	0	1	0	0
1700014B07Rik	0	0	0	2	1	4	0	1
1700014D04Rik	0	0	0	0	2	0	0	0
1700014F14Rik	0	0	0	0	0	0	0	0
1700014L14Rik	0	0	0	0	0	0	0	0
1700015C15Rik	0	2	2	0	0	0	0	0
1700015C17Rik	0	0	1	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0
1700015H07Rik	0	0	0	0	0	0	0	0
1700015I17Rik	0	3	3	7	4	4	4	4
1700015O11Rik	0	0	0	0	0	2	0	1
1700016B01Rik	0	0	0	0	0	0	0	0
1700016C15Rik	1	1	1	1	1	0	1	0
1700016D06Rik	3	8	2	8	1	7	2	6
1700016F12Rik	0	0	1	0	0	0	0	0
1700016G22Rik	0	0	0	0	0	0	0	0
1700016H03Rik	0	0	0	0	0	0	0	0
1700016H13Rik	0	0	1	1	0	1	0	0
1700016J18Rik	2	1	0	4	0	1	0	5
1700016K05Rik	0	0	0	0	0	0	0	0
1700016K19Rik	2	1	0	1	3	1	0	0
1700016L21Rik	4	4	3	2	7	3	0	4
1700016P03Rik	7	0	4	12	3	9	0	0
1700016P04Rik	0	1	0	0	0	2	1	0
1700017B05Rik	1465	1601	1166	1863	1114	1084	1090	1076
1700017G19Rik	0	1	0	0	0	0	0	0
1700017I07Rik	0	0	0	0	0	0	0	0
1700017J07Rik	3	9	1	7	1	4	8	1
1700017L05Rik	0	0	0	0	0	0	0	0
1700017M07Rik	0	1	2	1	0	0	0	0
1700017N19Rik	0	1	0	3	0	0	0	0
1700018A04Rik	0	6	1	0	0	0	1	0
1700018A23Rik	0	0	0	0	0	0	1	1
1700018B08Rik	0	1	1	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0
1700018L02Rik	5	14	8	14	13	9	14	11
1700018M17Rik	3	4	1	3	0	0	0	4
1700018P08Rik	0	0	1	0	0	0	0	0
1700019A02Rik	2	0	1	0	0	0	0	1
1700019C18Rik	0	0	0	0	0	0	0	0
1700019D03Rik	32	38	12	18	21	21	24	35
1700019E08Rik	0	0	0	0	0	1	0	0
1700019F05Rik	0	0	0	0	0	0	0	0
1700019G24Rik	0	0	0	0	0	0	0	0
1700019J19Rik	3	9	10	7	2	3	1	1
1700019L13Rik	4	4	13	20	3	14	9	15
1700019M22Rik	1	0	0	0	0	0	0	0
1700019N19Rik	0	1	0	0	0	0	0	0
1700019P21Rik	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	0	0
1700020D12Rik	0	1	0	0	0	0	0	0
1700020D14Rik	0	0	0	0	0	0	0	0
1700020G17Rik	0	1	0	0	0	0	0	0
1700020L13Rik	3	8	7	12	3	5	4	6
1700020L24Rik	15	14	17	11	11	13	18	19
1700020M21Rik	1	1	1	3	1	1	0	0
1700020N01Rik	0	0	0	0	1	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0
1700020N18Rik	2	3	0	7	2	1	2	1
1700021A07Rik	0	0	0	0	0	0	0	0
1700021F02Rik	0	0	0	0	0	0	0	0
1700021F07Rik	0	0	0	0	0	0	0	0
1700021F13Rik	0	0	0	0	0	0	0	0
1700021G15Rik	0	0	0	0	0	0	0	0
1700021J08Rik	3	0	1	1	2	0	3	0
1700021L23Rik	0	0	0	0	0	0	0	0
1700021N21Rik	0	0	0	0	0	3	0	0
1700021P04Rik	0	0	0	0	0	0	0	0
1700022A21Rik	1	0	0	0	0	0	0	0
1700022A22Rik	0	1	0	4	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0
1700022H01Rik	0	0	0	0	0	0	0	0
1700022H16Rik	0	0	0	0	0	0	0	0
1700022I11Rik	1	1	6	0	1	4	3	2
1700022N22Rik	15	20	10	11	12	9	6	8
1700023C21Rik	0	0	0	0	0	0	0	0
1700023F02Rik	0	1	3	0	0	0	0	1
1700023G09Rik	0	1	0	0	0	0	1	0
1700023H06Rik	46	55	37	84	46	71	34	34
1700024B05Rik	2	1	0	0	0	1	0	0
1700024B18Rik	0	0	0	0	2	0	0	0
1700024G13Rik	0	0	0	0	0	0	0	0
1700024I08Rik	0	0	0	0	0	0	0	0
1700024J04Rik	3	4	0	0	2	1	3	4
1700025B11Rik	0	0	0	0	0	0	0	0
1700025C18Rik	0	2	0	0	1	0	0	0
1700025D23Rik	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	1	0	0	0	0	0
1700025G04Rik	449	381	333	539	391	381	303	396
1700025H01Rik	0	0	0	0	0	0	0	0
1700025J12Rik	0	0	0	0	0	0	0	0
1700025K04Rik	0	0	0	0	0	0	0	0
1700025K24Rik	1	0	0	1	0	0	0	0
1700025L06Rik	0	0	0	0	0	0	0	0
1700025M24Rik	0	0	0	0	0	0	0	0
1700025N21Rik	3	5	0	1	3	5	2	2
1700025N23Rik	5	8	4	5	1	3	0	2
1700025O08Rik	0	0	0	0	0	0	0	0
1700026D11Rik	5	1	1	0	0	0	0	0
1700026F02Rik	0	1	0	0	0	1	2	0
1700026J12Rik	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	0	0	0	0	0
1700026N04Rik	0	0	0	0	0	0	1	0
1700027A07Rik	10	2	2	0	3	7	1	2
1700027A15Rik	0	0	0	0	0	0	0	0
1700027F06Rik	0	0	0	0	0	0	0	0
1700027F09Rik	0	1	1	0	0	0	0	0
1700027H10Rik	0	0	0	0	0	2	0	0
1700027I24Rik	0	0	0	0	0	0	0	0
1700027J07Rik	1	3	1	1	0	1	0	0
1700028B04Rik	0	0	2	1	1	2	0	0
1700028D13Rik	3	4	11	4	7	3	0	1
1700028E10Rik	21	61	20	14	44	23	15	34
1700028I16Rik	3	0	0	1	1	1	0	0
1700028J19Rik	13	14	12	20	24	14	23	21
1700028K03Rik	9	3	15	6	2	4	9	0
1700028M03Rik	0	0	0	0	0	0	0	0
1700028N14Rik	6	2	3	13	7	2	3	1
1700028P14Rik	0	0	0	0	0	0	0	1
1700028P15Rik	0	0	0	0	0	0	0	0
1700029B22Rik	0	2	0	0	0	0	0	0
1700029E06Rik	2	5	9	5	3	6	0	4
1700029F12Rik	0	2	1	0	0	4	4	2
1700029H14Rik	3	2	1	6	0	0	1	2
1700029I15Rik	16	7	12	22	4	21	19	9
1700029J03Rik	0	0	0	0	0	0	0	0
1700029J07Rik	68	66	69	80	38	59	54	68
1700029M03Rik	0	0	0	0	0	0	0	0
1700029M20Rik	0	0	0	0	2	0	0	0
1700029N11Rik	0	1	0	0	0	0	0	0
1700030A11Rik	0	0	0	0	0	0	0	1
1700030C10Rik	20	65	40	47	31	28	47	36
1700030C12Rik	1	4	0	0	0	0	1	0
1700030C14Rik	0	2	1	0	0	0	3	0
1700030E10Rik	0	0	0	0	0	0	0	0
1700030F04Rik	0	0	0	0	0	0	0	0
1700030J22Rik	4	6	7	4	4	6	4	13
1700030K09Rik	307	316	216	351	274	277	227	273
1700030L20Rik	0	2	0	0	0	0	0	0
1700030L22Rik	3	0	0	2	0	0	0	0
1700030M09Rik	0	0	0	0	0	0	0	0
1700030N03Rik	7	20	15	14	2	3	4	6
1700030O20Rik	0	0	0	1	0	0	0	0
1700031A10Rik	0	1	0	0	0	0	3	0
1700031F05Rik	0	0	0	0	0	0	0	0
1700031F10Rik	0	0	0	0	0	0	0	0
1700031L13Rik	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0
1700031P21Rik	2	3	4	0	1	1	0	0
1700034B16Rik	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	1	0	0	0	0	0
1700034G24Rik	0	0	0	0	0	0	0	0
1700034H15Rik	14	12	10	13	1	4	0	1
1700034I23Rik	0	0	0	5	1	1	0	2
1700034J05Rik	0	0	0	1	0	0	0	0
1700034K08Rik	1	1	1	0	1	1	0	1
1700034P13Rik	14	19	23	30	7	7	3	13
1700036A12Rik	0	0	0	0	0	0	0	0
1700036G14Rik	0	0	0	0	0	0	0	0
1700036O09Rik	0	0	0	0	0	0	0	0
1700037C06Rik	0	0	0	0	0	0	0	0
1700037C18Rik	104	73	83	123	76	59	83	84
1700037F03Rik	0	0	0	0	0	0	0	0
1700037H04Rik	549	409	427	620	381	411	467	505
1700039E22Rik	0	0	0	0	0	0	0	0
1700039M10Rik	0	0	2	1	0	1	0	0
1700039M15Rik	0	1	1	0	0	0	0	0
1700040D17Rik	4	10	4	0	3	6	6	3
1700040E09Rik	0	0	0	0	0	0	0	0
1700040F15Rik	0	0	0	0	0	0	0	0
1700040F17Rik	0	1	0	0	0	1	0	0
1700040L08Rik	1	0	2	1	0	0	0	1
1700041B01Rik	0	0	0	0	0	0	0	0
1700041C23Rik	0	0	0	0	0	0	0	0
1700041G16Rik	0	0	4	4	2	6	1	2
1700041I07Rik	0	0	0	0	0	0	0	0
1700041M05Rik	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0
1700042D02Rik	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	1	0	0	0	0	0
1700042O05Rik	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	0	0	0	0	0
1700044C05Rik	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	1	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0
1700047A11Rik	1	1	1	1	0	0	0	0
1700047E10Rik	1	4	0	0	2	0	0	0
1700047F07Rik	0	0	1	0	0	0	0	0
1700047G03Rik	0	1	0	1	1	0	0	0
1700047G07Rik	20	17	12	27	13	20	10	14
1700047K16Rik	6	9	7	20	1	5	0	6
1700047L14Rik	0	0	0	0	0	0	0	0
1700047M11Rik	0	2	84	1	0	0	0	0
1700048F04Rik	0	0	0	0	0	0	0	0
1700048M11Rik	0	0	0	0	0	0	0	1
1700048O14Rik	0	0	0	0	0	0	0	0
1700048O20Rik	72	92	109	104	52	47	45	68
1700048P04Rik	0	0	0	0	0	0	0	0
1700049E15Rik	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0
1700049L16Rik	0	0	0	0	0	0	0	0
1700051A21Rik	2	0	0	3	0	1	1	0
1700052H01Rik	0	0	0	4	0	2	0	0
1700052I22Rik	0	0	0	0	0	0	0	0
1700052K11Rik	42	45	69	57	63	59	84	54
1700054A03Rik	0	2	2	2	0	2	1	1
1700054K02Rik	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	1	0	0	1	0	1
1700054O05Rik	1	2	2	3	0	1	0	1
1700055C04Rik	0	0	0	0	0	0	0	0
1700055D18Rik	18	25	6	19	21	13	13	16
1700056E22Rik	12	10	5	5	7	9	7	7
1700056N10Rik	27	35	15	13	17	22	19	18
1700057G04Rik	1	4	1	4	1	0	2	1
1700057H15Rik	0	0	0	0	1	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0
1700058P15Rik	0	4	1	7	1	0	3	4
1700060C16Rik	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0
1700060J05Rik	0	0	0	1	0	0	0	1
1700060O08Rik	0	0	0	0	0	0	0	0
1700061E17Rik	0	0	0	0	0	0	0	0
1700061E18Rik	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0
1700061H18Rik	0	0	0	0	0	0	0	0
1700061I17Rik	0	0	1	0	0	0	0	4
1700061J23Rik	0	0	0	0	0	0	0	1
1700061N14Rik	1	1	0	2	0	0	0	0
1700062C10Rik	3	3	11	3	3	4	3	3
1700063A18Rik	0	0	0	0	0	0	0	0
1700063D05Rik	9	12	11	8	5	9	2	8
1700063H04Rik	0	0	0	0	1	0	0	0
1700063H06Rik	0	0	0	0	0	0	0	0
1700063J08Rik	2	1	3	0	0	1	1	0
1700063K16Rik	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0
1700064H15Rik	0	3	1	1	1	1	1	1
1700064J06Rik	1	0	0	0	0	0	0	0
1700064M15Rik	0	1	0	0	0	0	0	0
1700065D16Rik	8	2	9	19	9	6	4	2
1700065I16Rik	0	0	1	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	1	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	1	0	1	0	0	0
1700066B19Rik	45	42	34	50	27	27	43	50
1700066C05Rik	0	3	0	3	0	0	0	0
1700066J03Rik	2	1	1	1	1	3	0	0
1700066M21Rik	281	111	188	140	229	194	170	163
1700066N21Rik	0	0	0	0	0	0	0	0
1700066O22Rik	2	0	1	0	0	0	0	0
1700067G17Rik	1	0	1	6	3	0	0	1
1700067K01Rik	2	4	0	0	4	2	4	1
1700067P10Rik	0	0	0	0	0	0	0	0
1700069B07Rik	1	0	1	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0
1700071G01Rik	1	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0
1700071M16Rik	0	6	9	0	0	1	0	0
1700072B07Rik	0	0	0	0	0	0	0	1
1700072G22Rik	0	0	0	0	0	0	0	0
1700072O05Rik	0	0	0	0	0	0	0	0
1700073E17Rik	0	1	0	0	1	1	0	0
1700074H08Rik	0	0	0	0	0	0	0	0
1700080C20Rik	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0
1700081B01Rik	0	0	1	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0
1700081N11Rik	0	2	1	0	3	1	3	2
1700082M22Rik	60	61	42	29	52	52	21	16
1700083H02Rik	0	0	0	0	0	0	0	0
1700084C06Rik	9	8	7	7	4	7	3	7
1700084D21Rik	0	3	0	1	1	1	0	0
1700084E18Rik	11	14	7	7	8	10	7	12
1700084F23Rik	0	0	0	0	0	0	0	0
1700084J12Rik	13	29	7	21	7	10	4	8
1700084M14Rik	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0
1700085D07Rik	0	2	2	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	1	1	0	0	0	0
1700086O06Rik	36	21	29	43	22	37	13	29
1700086P04Rik	0	0	4	4	2	4	1	2
1700087I21Rik	13	3	4	17	9	3	4	6
1700087M22Rik	0	0	0	1	0	0	1	1
1700088E04Rik	16	12	3	0	2	2	1	0
1700091H14Rik	0	1	0	0	0	0	0	3
1700092C02Rik	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0
1700092C17Rik	0	1	0	0	1	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0
1700092M07Rik	2	3	4	0	2	1	1	0
1700093J21Rik	0	1	1	0	0	0	1	0
1700093K21Rik	1	6	1	8	4	2	1	5
1700093P08Rik	0	0	0	0	0	0	0	0
1700094D03Rik	44	19	16	28	28	21	23	26
1700094J05Rik	0	0	0	0	0	1	0	0
1700094M23Rik	0	0	0	1	0	2	0	0
1700094M24Rik	0	0	0	0	0	0	0	0
1700095A13Rik	1	0	0	0	0	0	0	0
1700095A21Rik	7	12	6	2	4	3	7	2
1700095B10Rik	0	0	0	0	0	0	0	0
1700095J03Rik	0	4	0	0	0	0	0	3
1700095J07Rik	6	12	8	5	8	8	1	3
1700095J12Rik	0	2	0	1	0	2	0	0
1700095K22Rik	0	0	0	0	0	0	0	0
1700096J18Rik	3	0	1	0	0	0	0	0
1700096K18Rik	46	49	33	52	37	46	22	52
1700097N02Rik	91	87	72	109	94	91	78	93
1700099I09Rik	0	0	0	0	0	0	0	2
1700100I10Rik	1	3	6	1	0	0	3	1
1700100L14Rik	0	0	0	0	0	0	0	0
1700101I11Rik	17	12	9	7	12	10	10	5
1700101I19Rik	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0
1700102H20Rik	33	26	19	25	14	18	10	22
1700102P08Rik	10	1	3	1	4	4	4	3
1700104B16Rik	0	0	0	0	0	0	0	0
1700104L18Rik	0	0	0	0	0	0	0	0
1700105G05Rik	0	0	0	0	0	1	0	0
1700105P06Rik	3	4	3	8	6	6	4	2
1700106O07Rik	0	0	0	0	0	0	0	0
1700108F19Rik	1	3	0	4	0	1	0	1
1700108J01Rik	0	0	0	0	0	0	0	0
1700108N06Rik	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0
1700109G14Rik	0	2	3	3	4	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0
1700109H08Rik	58	86	43	75	79	39	62	54
1700109I08Rik	0	0	0	0	0	0	0	0
1700109K24Rik	1	2	1	0	1	4	1	1
1700110C19Rik	0	2	0	3	0	2	2	1
1700110I01Rik	7	10	3	3	8	3	0	0
1700110I07Rik	0	0	0	1	0	0	0	0
1700110K17Rik	1	1	0	4	3	0	1	0
1700111E14Rik	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0
1700112D23Rik	4	6	1	4	4	5	8	3
1700112H15Rik	0	1	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0
1700112J16Rik	19	15	10	9	4	7	8	7
1700112K13Rik	0	0	0	0	0	0	0	0
1700112M02Rik	0	0	0	0	0	0	0	0
1700113A16Rik	128	90	59	103	88	76	66	76
1700113B09Rik	0	0	1	0	0	0	0	0
1700113H08Rik	0	0	2	0	1	0	0	0
1700116B05Rik	0	1	0	0	0	0	0	0
1700116H05Rik	21	4	8	4	0	4	1	1
1700119H24Rik	0	0	0	0	0	0	0	1
1700119I11Rik	0	0	0	0	0	0	0	0
1700120B22Rik	0	0	0	1	0	0	2	2
1700120C14Rik	23	17	19	26	21	22	17	18
1700120C18Rik	0	0	0	0	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0
1700120G07Rik	0	2	1	0	0	0	0	0
1700120G11Rik	0	2	0	0	0	0	1	0
1700120K04Rik	0	0	0	0	0	0	0	0
1700120O09Rik	0	1	0	0	0	0	0	0
1700121C08Rik	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	2	0	0	0	0	1
1700121N20Rik	0	0	0	0	0	0	0	0
1700122C19Rik	48	49	60	64	39	45	33	58
1700122D07Rik	0	0	0	0	0	0	0	0
1700122E12Rik	2	2	2	7	1	0	3	8
1700122H20Rik	1	2	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	1	0	0	1	0
1700123K08Rik	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0
1700123M08Rik	26	41	39	57	24	43	40	40
1700123O12Rik	1	0	0	0	0	0	0	0
1700123O20Rik	594	600	494	727	503	470	472	464
1700123O21Rik	0	0	0	0	0	0	0	0
1700124L16Rik	0	2	1	2	1	1	1	4
1700124M09Rik	0	0	1	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	0	0	0	0	0	0
1700125H03Rik	0	0	0	1	3	1	0	3
1700125H20Rik	0	0	0	1	0	0	0	0
1700126A01Rik	6	5	0	0	0	0	0	0
1700126G02Rik	0	1	0	2	0	1	2	3
