	GSM2906486	GSM2906487	GSM2906488	GSM2906489	GSM2906490	GSM2906491
1700008O03Rik	10	15	9	14	22	13
1700008P02Rik	0	0	0	0	0	0
1700009N14Rik	1	0	0	0	0	1
1700010B08Rik	0	0	1	0	1	3
1700010I14Rik	68	53	44	52	68	46
1700010N08Rik	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	1	0
1700011H14Rik	196	214	339	250	519	190
1700011I03Rik	1	1	0	0	1	1
1700011L22Rik	0	1	0	2	1	3
1700011M02Rik	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0
1700012B07Rik	0	0	0	1	0	0
1700012B09Rik	0	0	0	0	0	0
1700012L04Rik	6	0	9	4	5	12
1700012P22Rik	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0
1700013F07Rik	10	16	7	13	23	7
1700013G24Rik	0	0	0	0	0	0
1700013H16Rik	3	1	0	0	0	0
1700014D04Rik	1	0	0	0	0	0
1700015E13Rik	2	1	1	1	4	1
1700015F17Rik	0	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0
1700016C15Rik	13	17	12	5	19	14
1700016D06Rik	22	16	21	17	33	29
1700016H13Rik	0	0	1	2	0	0
1700016K19Rik	5	7	6	2	8	2
1700017B05Rik	1224	1124	1059	797	1205	1374
1700017D01Rik	2	3	0	1	0	2
1700017N19Rik	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	0	0
1700018C11Rik	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0
1700018M17Rik	1	0	0	1	0	3
1700019A02Rik	4	2	3	1	5	3
1700019B03Rik	2	1	1	4	2	5
1700019D03Rik	61	56	55	73	54	74
1700019M22Rik	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	1
1700020A23Rik	0	0	0	0	0	2
1700020D05Rik	17	21	11	8	16	26
1700020L24Rik	27	17	21	12	18	16
1700020N01Rik	0	4	6	1	1	0
1700020N15Rik	0	0	0	0	0	0
1700021F05Rik	1645	1295	1213	1384	1546	1843
1700021F07Rik	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0
1700022I11Rik	9	3	2	3	0	5
1700023F06Rik	1	8	2	0	5	4
1700024B05Rik	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0
1700024J04Rik	12	13	12	6	14	16
1700024P04Rik	0	0	0	0	0	0
1700024P16Rik	1256	975	1109	886	1105	1250
1700025B11Rik	2	5	4	1	4	12
1700025C18Rik	0	0	0	0	1	0
1700025F22Rik	0	0	0	0	0	0
1700025G04Rik	525	475	466	388	468	582
1700028B04Rik	1	2	0	1	2	1
1700028J19Rik	38	25	20	20	32	41
1700028K03Rik	7	12	8	9	13	24
1700028P14Rik	0	0	0	0	0	0
1700029F12Rik	7	1	3	4	3	7
1700029H14Rik	0	0	0	1	0	0
1700029I15Rik	126	108	100	110	139	120
1700029J07Rik	87	111	95	99	144	83
1700029P11Rik	0	0	0	0	0	0
1700030C10Rik	13	13	19	7	20	14
1700030J22Rik	52	42	35	30	45	46
1700030K09Rik	388	328	388	335	408	400
1700031F05Rik	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	1
1700034E13Rik	0	0	0	0	0	0
1700034I23Rik	2	5	1	8	2	7
1700034J05Rik	5	16	0	6	6	16
1700034O15Rik	0	0	0	0	0	0
1700037C18Rik	192	154	124	135	175	167
1700037H04Rik	896	794	740	637	874	922
1700039E15Rik	10	8	10	8	7	20
1700040F15Rik	0	0	0	0	0	0
1700040L02Rik	212	140	202	192	231	184
1700042G07Rik	0	0	0	0	0	0
1700047I17Rik2	162	153	141	70	155	200
1700048O20Rik	100	100	99	90	70	105
1700049E17Rik1	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0
1700049G17Rik	369	332	396	364	416	359
1700049L16Rik	0	0	0	0	0	0
1700056E22Rik	109	73	88	64	108	132
1700057G04Rik	15	15	6	8	15	18
1700061G19Rik	15	6	8	10	1	13
1700063K16Rik	0	0	0	0	0	0
1700064H15Rik	2	0	0	1	0	4
1700065I16Rik	0	0	0	0	0	0
1700066B19Rik	17	9	13	13	16	20
1700066M21Rik	2715	2143	2174	2518	2143	2814
1700067K01Rik	44	42	23	18	43	50
1700067P10Rik	0	0	0	0	0	0
1700069L16Rik	1	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0
1700073E17Rik	1	1	2	5	0	2
1700074P13Rik	0	0	0	0	0	2
1700080E11Rik	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0
1700084J12Rik	2	2	0	0	6	4
1700084M14Rik	0	0	1	0	0	0
1700086D15Rik	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0
1700088E04Rik	120	133	125	122	223	196
1700091H14Rik	0	0	0	0	0	0
1700092M07Rik	2	4	0	2	1	8
1700093K21Rik	5	2	4	6	11	3
1700102P08Rik	13	12	11	23	25	19
1700109H08Rik	91	69	64	61	87	98
1700110I07Rik	0	0	0	0	0	0
1700112E06Rik	211	149	133	100	146	114
1700113H08Rik	2	8	3	1	3	1
1700122O11Rik	0	0	0	0	0	0
1700123I01Rik	6	4	8	8	6	14
1700123K08Rik	0	0	0	0	1	0
1700123L14Rik	1	0	0	0	0	0
1700123O20Rik	2386	2024	2084	1952	2275	2808
1700125H20Rik	0	1	1	1	0	0
1700128F08Rik	50	60	49	57	52	43
1700129C05Rik	1	0	0	0	1	1
1810009A15Rik	998	923	839	856	925	1146
1810009J06Rik	0	0	0	0	0	0
1810010H24Rik	286	218	235	281	314	278
1810011H11Rik	269	255	234	205	340	365
1810011O10Rik	4594	4556	4798	2639	4069	5582
1810013L24Rik	3247	3011	3008	3313	3537	3469
1810018F18Rik	7	2	3	4	1	6
1810022K09Rik	2114	1962	1966	1824	2094	2257
1810024B03Rik	111	84	93	87	100	120
1810026J23Rik	4110	3373	3332	3240	3554	4725
1810030O07Rik	1223	1109	1140	1052	1336	1247
1810032O08Rik	282	266	245	207	342	300
1810037I17Rik	2404	2089	2190	1856	2777	2123
1810041L15Rik	26	30	22	31	29	18
1810043G02Rik	777	621	644	586	791	803
1810043H04Rik	1016	791	824	648	947	951
1810046K07Rik	38	29	42	44	33	28
1810049J17Rik	155	110	137	81	126	211
1810055G02Rik	6738	5706	5280	4415	5804	7737
1810062G17Rik	77	57	68	58	88	86
1810065E05Rik	0	0	2	1	3	0
2010001K21Rik	1	1	1	3	3	3
2010003K11Rik	10085	9118	7574	4752	9111	9623
2010005H15Rik	0	3	2	0	3	1
2010010A06Rik	0	0	0	0	0	0
2010106E10Rik	0	0	1	0	0	5
2010107E04Rik	6522	5578	5460	5348	6405	7470
2010107G12Rik	15	8	5	7	10	14
2010107G23Rik	642	531	474	491	626	758
2010109A12Rik	13	15	6	10	13	8
2010109I03Rik	119	100	105	92	126	149
2010111I01Rik	1608	1526	1500	1215	1720	1712
2010300C02Rik	44	39	66	31	67	62
2010315B03Rik	729	651	684	902	841	1101
2200002D01Rik	1850	1613	1534	1329	1667	2139
2200002J24Rik	2	0	2	0	3	4
2210010C04Rik	3	0	2	4	0	8
2210011C24Rik	27	22	21	16	22	27
2210013O21Rik	387	343	373	243	394	374
2210016F16Rik	3119	2755	2739	2310	2972	3341
2210016L21Rik	1581	1412	1440	1204	1646	1703
2210017I01Rik	5	7	12	10	6	7
2210404O09Rik	330	271	268	279	308	327
2210407C18Rik	1	4	6	3	1	4
2210408I21Rik	292	259	245	245	249	341
2210409E12Rik	1	0	0	0	0	0
2210418O10Rik	1593	1466	1429	1678	1592	1930
2300002M23Rik	0	0	0	1	0	0
2300003K06Rik	0	0	0	0	0	0
2300009A05Rik	863	697	748	672	759	972
2310002L09Rik	1	1	0	0	0	0
2310003L06Rik	0	0	0	0	0	0
2310007B03Rik	24	13	11	5	20	9
2310009B15Rik	295	266	298	195	326	336
2310011J03Rik	1684	1385	1345	1284	1826	1937
2310022A10Rik	693	606	569	480	674	738
2310022B05Rik	1935	1805	1671	1546	2100	2257
2310030G06Rik	1442	1287	1186	1072	1432	1566
2310033P09Rik	601	497	438	461	615	688
2310034C09Rik	0	0	0	0	0	0
2310034G01Rik	13	12	8	2	15	21
2310035C23Rik	2004	1703	1714	1698	1942	2237
2310036O22Rik	3149	2597	2495	1953	2624	3358
2310039H08Rik	2401	2032	2098	1772	2216	2864
2310046K23Rik	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	3	10
2310057M21Rik	347	307	291	252	316	363
2310057N15Rik	0	0	0	0	0	0
2310061I04Rik	2334	2004	1973	1794	2391	2837
2310061N02Rik	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0
2410002F23Rik	1561	1275	1244	1136	1610	1663
2410004B18Rik	707	593	573	479	652	802
2410004P03Rik	38	46	58	40	81	47
2410015M20Rik	5165	4323	4564	4083	4825	5987
2410016O06Rik	652	523	495	448	600	699
2410024N13Rik	2	0	1	1	3	6
2410089E03Rik	584	541	494	566	702	810
2410131K14Rik	911	789	880	807	1018	1351
2410137M14Rik	0	0	0	1	1	0
2410141K09Rik	12	16	11	17	20	14
2510002D24Rik	1244	986	1035	1038	1183	1245
2510009E07Rik	1561	1391	1503	1369	1667	1960
2510039O18Rik	3152	2650	2580	2275	3141	3656
2610001J05Rik	2220	2017	2087	1660	2198	2315
2610002M06Rik	1939	1670	1785	1769	2009	2182
2610005L07Rik	970	908	845	854	1067	1157
2610008E11Rik	791	661	817	814	906	831
2610020H08Rik	380	335	345	342	326	465
2610021A01Rik	770	719	805	702	721	1062
2610024D14Rik	0	0	1	0	0	0
2610028H24Rik	3	3	8	9	5	10
2610042L04Rik	7	8	15	8	43	12
2610044O15Rik8	1234	1084	1191	1125	1335	1434
2610301B20Rik	733	572	519	681	844	835
2610305D13Rik	356	431	446	485	489	992
2610318N02Rik	9	2	8	2	5	4
2610507B11Rik	14741	13319	12999	12701	14355	18227
2610524H06Rik	167	130	160	119	168	201
2610528A11Rik	4	2	6	6	3	4
2610528J11Rik	783	652	701	699	913	949
2700029M09Rik	1064	960	1113	829	1128	1155
2700049A03Rik	353	328	359	330	381	449
2700060E02Rik	7076	6073	5936	5569	6006	6365
2700062C07Rik	592	514	528	494	598	713
2700081O15Rik	565	544	586	430	652	631
2700094K13Rik	918	770	828	667	947	992
2700097O09Rik	748	635	709	607	691	754
2700099C18Rik	93	77	87	72	123	107
2810004N23Rik	1587	1440	1433	1282	1516	1835
2810006K23Rik	967	845	810	794	894	1009
2810021J22Rik	226	225	250	220	251	286
2810025M15Rik	562	470	480	369	496	626
2810039B14Rik	279	226	208	236	278	248
2810047C21Rik1	90	52	54	37	52	31
2810403A07Rik	4683	3967	4168	3703	4501	5603
2810408A11Rik	33	29	34	35	30	31
2810417H13Rik	331	252	332	210	312	298
2810428I15Rik	2337	1907	1892	1580	2194	2462
2810459M11Rik	4418	3926	3672	4488	4541	5529
2810474O19Rik	2109	2266	2184	2990	3063	3375
2900011O08Rik	28	21	21	21	28	28
2900026A02Rik	8477	7230	7353	7402	9147	8916
2900055J20Rik	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0
3000002C10Rik	184	177	173	131	197	193
3010026O09Rik	265	253	194	242	262	238
3100002H09Rik	0	0	1	1	0	0
3110001I22Rik	145	141	161	146	175	168
3110002H16Rik	2177	1926	1903	1797	2182	2583
3110009E18Rik	40	35	38	32	43	45
3110018I06Rik	0	0	0	0	0	0
3110021N24Rik	13	12	11	25	16	19
3110035E14Rik	49	72	32	36	63	73
3110040N11Rik	1111	896	935	834	973	1178
3110043O21Rik	1657	1481	1436	1304	1604	2109
3110052M02Rik	356	297	340	284	343	350
3110053B16Rik	75	67	71	49	82	124
3110062M04Rik	448	413	428	401	444	506
3110067C02Rik	10	9	8	5	16	13
3110070M22Rik	64	52	43	30	67	81
3110079O15Rik	4	0	0	1	0	0
3110082I17Rik	327	372	289	288	527	406
3110082J24Rik	0	0	0	0	0	0
3300002I08Rik	22	24	26	25	40	28
3425401B19Rik	3	1	3	4	4	6
3632451O06Rik	17	21	10	25	16	28
3830403N18Rik	9	65	2	23	15	14
3830406C13Rik	1806	1557	1520	1307	1480	1403
3830408C21Rik	31	11	13	14	13	17
3830417A13Rik	0	0	0	0	0	0
4430402I18Rik	104	96	113	96	126	115
4833418N17Rik	0	0	0	0	0	0
4833420G17Rik	3937	3355	3500	3094	4201	4334
4833423E24Rik	0	1	0	0	0	0
4833427G06Rik	0	0	0	0	0	2
4833439L19Rik	6826	6034	5847	5635	6570	8613
4921501E09Rik	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0
4921507P07Rik	46	45	48	45	52	85
4921508M14Rik	1	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0
4921513D11Rik	38	33	40	49	41	35
4921513I03Rik	8	6	4	7	5	6
4921517D22Rik	0	1	1	2	1	3
4921524J17Rik	885	820	776	755	749	1058
4921524L21Rik	0	0	0	0	0	0
4921528I07Rik	0	0	3	0	0	3
4921530L21Rik	0	0	0	0	0	0
4921536K21Rik	3	3	2	12	6	5
4921539E11Rik	0	1	0	0	1	0
4922502D21Rik	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0
4930402H24Rik	5439	4793	4348	3524	4866	5616
4930402K13Rik	0	0	0	0	0	0
4930404H24Rik	0	0	0	0	0	0
4930404N11Rik	26	14	19	15	20	41
4930407I10Rik	0	0	0	0	1	0
4930408O17Rik	1	0	0	0	2	0
4930412O13Rik	0	0	0	0	0	0
4930415F15Rik	1	0	2	0	4	4
4930415H17Rik	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	20	19	16	14	45	25
4930421P07Rik	0	0	0	0	0	0
4930426L09Rik	16	8	4	12	14	15
4930427A07Rik	128	91	132	69	135	144
4930430A15Rik	1	2	3	5	1	4
4930430F08Rik	482	437	500	397	396	602
4930431P19Rik	83	56	54	64	81	59
4930432E11Rik	0	0	0	3	0	0
4930432K21Rik	6	12	10	7	10	4
4930432M17Rik	0	2	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0
4930438A08Rik	7	4	0	0	10	21
4930442H23Rik	5	8	12	13	9	25
4930444G20Rik	0	1	0	0	0	0
4930444P10Rik	7	4	5	4	20	5
4930447A16Rik	0	0	0	0	1	0
4930447C04Rik	3	2	2	2	4	0
4930447F04Rik	0	0	0	0	0	0
4930448K20Rik	0	0	1	0	0	0
4930449A18Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451G09Rik	32	24	22	28	28	45
4930451I11Rik	0	0	0	0	0	0
4930452B06Rik	167	199	253	217	368	464
4930453N24Rik	2427	2056	2068	2061	2242	2604
4930455H04Rik	6	5	8	9	2	6
4930465K10Rik	4	5	5	4	4	4
4930467E23Rik	0	0	4	0	0	2
4930469B13Rik	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0
4930474N05Rik	2	0	0	1	1	4
4930480E11Rik	0	0	0	0	0	0
4930486L24Rik	38	34	46	43	36	47
4930488N24Rik	0	0	0	0	0	0
4930502E18Rik	8	7	7	0	3	3
4930503B20Rik	0	2	0	4	0	0
4930503E14Rik	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	358	328	319	237	356	435
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	5	4	1	0	2	0
4930507D05Rik	6	12	4	5	10	13
4930512M02Rik	31	28	18	26	33	33
4930513O06Rik	19	28	30	22	18	54
4930515G13Rik	2	1	1	0	0	1
4930515G16Rik	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0
4930518I15Rik	48	43	35	50	49	57
4930519F09Rik	0	0	0	3	2	0
4930519F16Rik	1	2	0	2	6	1
4930519G04Rik	26	18	20	17	10	18
4930519P11Rik	2	3	1	2	2	4
4930522H14Rik	0	0	0	0	0	0
4930522L14Rik	291	273	262	280	330	284
4930523C07Rik	1247	1249	1156	1077	1411	1449
4930524B15Rik	0	0	1	1	0	0
4930524J08Rik	14	10	14	19	8	14
4930524N10Rik	0	0	0	0	0	0
4930526A20Rik	11	7	9	5	11	10
4930529C04Rik	3	0	4	1	5	5
4930533K18Rik	7	1	3	4	6	1
4930533O14Rik	5172	4512	4138	4085	5199	5666
4930535I16Rik	1	0	0	1	0	1
4930538K18Rik	6	6	4	12	5	9
4930539E08Rik	257	221	205	209	251	222
4930544D05Rik	1	3	0	0	2	0
4930544G11Rik	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0
4930548H24Rik	21	22	12	19	27	20
4930549C01Rik	0	0	0	0	0	0
4930550C14Rik	11	13	17	26	14	10
4930550L24Rik	2	0	0	0	1	0
4930553M12Rik	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0
4930555K19Rik	0	0	0	0	0	0
4930556J24Rik	10	4	4	9	3	4
4930557A04Rik	0	0	0	0	0	0
4930558C23Rik	0	0	0	0	0	0
4930558K02Rik	2	3	1	1	1	1
4930562C15Rik	23	13	17	7	16	22
4930563D23Rik	2	2	0	0	2	1
4930563I02Rik	0	0	0	0	0	0
4930563M21Rik	0	0	0	1	0	0
4930564D02Rik	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0
4930572O03Rik	0	0	0	0	0	0
4930578C19Rik	2	1	6	0	6	1
4930578G10Rik	9	10	6	9	13	12
4930578I06Rik	0	0	2	1	0	0
4930579F01Rik	2	9	1	6	16	2
4930579G24Rik	199	158	189	142	184	234
4930583I09Rik	1	0	2	1	0	1
4930590J08Rik	11	8	7	7	3	5
4930595D18Rik	0	0	0	0	0	0
4930595M18Rik	0	0	0	0	0	1
4930596D02Rik	0	0	0	0	0	0
4931400O07Rik	0	0	0	0	0	0
4931406B18Rik	12	6	11	9	4	14
4931406C07Rik	28042	23410	25991	24913	25706	32386
4931406P16Rik	2047	1761	1941	1571	2110	2219
4931408C20Rik	0	0	0	0	0	0
4931409K22Rik	0	0	0	0	0	0
4931414P19Rik	291	247	257	210	238	283
4931417E11Rik	0	0	0	0	0	0
4931422A03Rik	21	15	19	15	16	24
4931423N10Rik	1	0	1	1	3	0
4931428F04Rik	159	200	188	166	240	224
4931428L18Rik	15	11	12	7	7	6
4931429L15Rik	7	9	3	15	15	13
4931431F19Rik	0	0	0	0	0	0
4931440F15Rik	18	14	4	7	9	4
4931440P22Rik	83	66	46	59	68	92
4932411E22Rik	0	0	0	0	0	0
4932411N23Rik	1	3	3	3	0	5
4932414N04Rik	17	17	13	20	22	23
4932415D10Rik	1	0	0	0	0	0
4932416K20Rik	3	1	1	2	2	4
4932429P05Rik	0	0	0	0	0	0
4932431P20Rik	0	0	0	0	0	0
4932438A13Rik	3357	2970	3052	2967	3366	4246
4932438H23Rik	1	2	2	5	1	4
4932443I19Rik	6	1	9	9	4	11
4933400A11Rik	1	0	0	0	0	3
4933401B06Rik	0	0	0	0	0	0
4933402D24Rik	2	0	5	2	4	2
4933402E13Rik	1	0	0	0	0	0
4933402J07Rik	0	1	0	0	0	0
4933402N03Rik	0	1	0	0	0	0
4933402N22Rik	0	0	0	0	0	0
4933402P03Rik	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0
4933405L10Rik	5	4	4	2	1	1
4933405O20Rik	0	0	0	0	0	0
4933406J08Rik	0	0	0	0	0	0
4933406M09Rik	0	0	0	1	0	4
4933406P04Rik	25	30	25	23	25	29
4933407L21Rik	4	2	7	3	2	2
4933408B17Rik	20	25	21	18	30	30
4933408J17Rik	6	2	4	1	7	1
4933409G03Rik	0	0	0	0	0	0
4933411G06Rik	0	0	0	0	0	0
4933411K16Rik	60	48	48	56	62	74
4933412A08Rik	7	10	6	6	13	9
4933412E24Rik	0	0	0	0	0	0
4933413G19Rik	0	0	2	1	1	1
4933414I15Rik	0	0	0	0	0	0
4933415A04Rik	4	4	3	7	5	9
4933415F23Rik	1	0	0	0	0	1
4933416C03Rik	0	0	0	1	0	0
4933416E14Rik	0	0	0	0	0	0
4933416I08Rik	0	0	0	0	0	0
4933417A18Rik	0	0	0	0	0	0
4933417G07Rik	0	0	0	0	3	1
4933421I07Rik	0	0	1	0	0	0
4933424G06Rik	3	4	0	0	0	5
4933425L06Rik	0	0	0	0	0	0
4933427D14Rik	425	321	392	332	389	480
4933427G17Rik	1	1	0	1	2	4
4933427G23Rik	14	6	8	19	9	10
4933427I04Rik	47	38	47	53	68	85
4933428G20Rik	13	5	8	8	7	8
4933428M09Rik	0	0	0	0	1	0
4933430I17Rik	10	8	14	8	11	7
4933434E20Rik	3980	3506	3383	3229	3917	4473
4933436I01Rik	0	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0
5031414D18Rik	168	116	123	129	153	240
5031439G07Rik	7351	6359	5860	5375	7307	8111
5033404E19Rik	0	0	0	0	0	0
5033423K11Rik	4	6	5	2	4	1
5330417C22Rik	489	430	624	416	628	466
5330417H12Rik	1	1	1	1	0	1
5330438D12Rik	137	114	142	110	121	155
5430401F13Rik	0	0	2	0	0	0
5430402E10Rik	0	0	0	0	0	0
5430403G16Rik	206	175	223	239	228	236
5430416O09Rik	106	98	92	69	114	86
5430419D17Rik	0	0	0	0	0	0
5430427O19Rik	164	133	127	102	183	229
5530400C23Rik	0	0	0	0	0	0
5530401A14Rik	6	10	1	6	3	4
5730409E04Rik	857	702	705	651	784	926
5730416F02Rik	0	0	0	1	1	0
5730455P16Rik	2076	1837	1933	1909	1920	2506
5730480H06Rik	689	606	609	578	637	699
5730507C01Rik	43	41	60	32	39	42
5730508B09Rik	406	363	342	300	327	544
5730522E02Rik	22	12	15	21	21	34
5730559C18Rik	72	67	84	31	105	47
5730596B20Rik	15	3	14	10	14	10
5830411N06Rik	6	11	4	9	14	4
5830417I10Rik	963	798	844	700	889	1104
5830454E08Rik	52	45	37	43	57	64
5830473C10Rik	2714	2079	2127	2739	2729	2307
5930422O12Rik	7	5	3	4	5	6
6030419C18Rik	484	439	301	168	432	483
6030445D17Rik	24	12	29	23	23	23
6030452D12Rik	0	0	0	0	0	0
6030458C11Rik	2081	1763	1767	1736	1895	2459
6030468B19Rik	2	3	2	2	6	3
6030469F06Rik	0	0	0	0	0	0
6030498E09Rik	2	9	2	1	4	5
6330403A02Rik	32	37	39	27	49	35
6330408A02Rik	423	368	399	291	448	395
6330409D20Rik	4	9	6	3	9	11
6330416G13Rik	1458	1447	1234	1103	1730	2075
6330549D23Rik	36	54	42	49	48	66
6430531B16Rik	11	13	27	13	9	9
6430548M08Rik	954	901	797	681	933	1381
6430550D23Rik	109	104	108	101	129	138
6430571L13Rik	116	90	81	96	105	102
6430573F11Rik	517	441	430	496	532	622
6430628N08Rik	0	0	0	0	0	0
6720489N17Rik	70	91	83	57	90	87
6820408C15Rik	2	0	1	0	4	7
6820431F20Rik	2783	2581	2538	2313	2774	3179
7420426K07Rik	0	0	0	0	0	1
7420461P10Rik	0	0	0	0	0	0
7530416G11Rik	6	5	9	7	5	11
7530428D23Rik	8	4	0	5	5	4
8030411F24Rik	0	0	0	0	0	0
8030423J24Rik	0	0	0	0	0	0
8030462N17Rik	527	477	440	493	479	598
8030474K03Rik	2	0	0	2	1	1
8430408G22Rik	13601	10629	20122	10446	11752	16061
9030612E09Rik	2	6	7	2	5	4
9030617O03Rik	5841	4749	4812	4730	5163	6093
9030619P08Rik	1147	777	871	976	1050	1076
9030624G23Rik	13	12	14	12	26	13
9030624J02Rik	3254	2775	2536	2478	3219	3603
9130008F23Rik	69	75	103	70	101	74
9130011E15Rik	930	797	777	693	891	972
9130019O22Rik	223	181	154	168	216	257
9130023H24Rik	486	383	415	407	522	554
9130204L05Rik	0	0	0	0	0	0
9130208D14Rik	28	20	18	30	20	19
9130213A22Rik	16	16	15	8	14	13
9130230L23Rik	25	24	21	35	43	41
9130401M01Rik	1845	1563	1577	1315	1914	1945
9130409I23Rik	1984	1876	1937	1757	1922	1661
9130409J20Rik	1	1	1	1	2	0
9230019H11Rik	5	3	1	2	3	7
9230102O04Rik	0	0	0	0	0	0
9230104L09Rik	1	0	0	0	2	0
9230104M06Rik	4	2	2	3	4	3
9230106D20Rik	1	0	0	0	0	0
9230109A22Rik	0	0	0	0	0	0
9230110C19Rik	36	45	62	56	59	52
9230110F15Rik	0	0	0	0	0	0
9230112D13Rik	0	0	0	0	0	0
