	GSM4685031	GSM4685032	GSM4685033	GSM4685034	GSM4685035	GSM4685036	GSM4685037	GSM4685038	GSM4685039	GSM4685040
A1BG	24	62	14	6	14	9	14	37	52	45
A1BG-AS1	3	2	0	2	8	8	4	0	1	1
A1CF	182	268	63	16	89	61	80	245	250	241
A2M	2155	4510	110	584	1104	380	754	3415	2780	2529
A2M-AS1	11	23	1	2	3	1	1	6	7	2
A2ML1	0	0	0	1	1	1	0	2	1	2
A2ML1-AS1	0	0	0	0	0	0	0	0	0	0
A2ML1-AS2	0	0	0	0	0	0	0	0	0	0
A2MP1	0	2	0	7	0	1	0	4	1	1
A3GALT2	0	0	0	0	0	0	0	0	0	0
A4GALT	1	1	2	0	16	19	25	2	2	3
A4GNT	1	0	0	0	0	0	0	1	0	0
AAAS	13	12	1	16	76	68	72	17	14	14
AACS	30	22	2	1	37	23	21	18	21	12
AACSP1	1	0	0	0	5	2	3	1	1	3
AADAC	64	107	48	12	26	15	18	39	42	36
AADACL2	0	0	0	0	0	2	0	1	0	0
AADACL2-AS1	0	0	1	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0
AADACP1	2	1	1	0	0	1	1	3	1	1
AADAT	7	15	5	7	9	2	5	25	11	9
AAGAB	15	27	7	15	38	25	35	6	14	12
AAK1	66	63	11	9	35	25	34	48	68	47
AAMDC	8	4	0	4	14	11	3	7	0	4
AAMP	41	36	11	31	161	130	93	22	20	31
AANAT	0	0	0	0	0	0	1	0	0	0
AAR2	16	10	6	2	47	36	44	13	17	9
AARD	0	0	0	0	0	0	0	1	7	0
AARS1	50	94	12	100	273	202	205	49	56	48
AARS1P1	0	0	0	0	0	0	0	0	0	0
AARS2	15	12	3	13	37	32	35	14	15	14
AARSD1	10	10	2	4	11	17	20	6	5	12
AARSD1P1	0	2	0	0	0	1	0	1	1	0
AASDH	3	8	2	7	4	4	4	4	3	5
AASDHPPT	32	12	5	22	30	24	24	13	14	6
AASS	25	38	21	16	50	28	33	101	84	91
AATBC	1	3	2	1	2	0	0	0	0	1
AATF	20	21	10	16	50	43	37	35	23	20
AATK	1	1	0	5	8	3	12	4	4	10
ABALON	6	0	0	0	0	0	0	0	2	3
ABAT	147	297	29	19	74	35	58	228	176	223
ABCA1	182	220	71	33	124	83	51	196	199	262
ABCA10	14	19	4	0	3	3	4	15	15	14
ABCA11P	2	7	0	1	3	6	5	1	1	3
ABCA12	7	1	0	0	1	0	0	1	1	2
ABCA13	2	1	0	0	2	0	1	5	3	11
ABCA17P	1	0	0	0	0	0	0	1	1	0
ABCA2	16	24	5	25	182	139	131	32	33	24
ABCA3	1	2	0	22	13	16	13	16	85	12
ABCA3P1	0	0	0	0	0	0	0	0	0	0
ABCA4	0	1	1	0	1	2	1	0	1	0
ABCA5	36	45	13	12	28	24	26	41	47	47
ABCA6	73	113	61	15	24	18	21	119	125	120
ABCA7	3	9	2	6	41	39	27	8	8	7
ABCA8	49	57	11	11	14	2	8	90	72	66
ABCA9	20	17	1	1	2	4	5	30	39	31
ABCA9-AS1	0	3	0	0	0	0	0	0	1	0
ABCB1	77	52	22	1	59	32	37	32	61	25
ABCB10	16	6	9	11	19	9	14	12	21	7
ABCB10P1	0	0	0	0	0	0	0	0	0	0
ABCB10P3	0	0	0	0	0	0	0	0	0	0
ABCB10P4	0	0	0	0	0	0	0	0	0	0
ABCB11	58	91	45	5	31	10	39	106	95	73
ABCB4	34	83	34	13	24	12	23	92	92	65
ABCB5	0	1	0	0	3	1	0	1	0	0
ABCB6	9	14	8	5	58	36	41	22	7	5
ABCB7	10	40	9	6	24	15	10	18	24	20
ABCB8	12	15	6	8	113	86	91	14	8	10
ABCB9	4	2	3	1	23	17	9	7	14	4
ABCC1	15	36	2	31	60	53	52	24	36	32
ABCC10	12	12	9	6	68	44	49	15	25	8
ABCC11	2	1	1	0	1	0	0	4	1	1
ABCC12	1	0	0	0	0	0	0	0	0	1
ABCC13	0	1	0	0	0	0	0	1	0	2
ABCC2	85	162	67	39	77	51	72	149	159	122
ABCC3	112	89	7	17	50	49	42	108	99	119
ABCC4	37	27	35	9	19	31	20	10	23	32
ABCC5	27	26	12	12	46	26	43	13	18	16
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0
ABCC6	53	61	24	12	55	40	55	74	79	88
ABCC6P1	14	12	4	1	28	15	10	22	13	19
ABCC6P2	2	0	3	2	4	0	0	14	0	0
ABCC8	1	3	1	2	0	0	0	4	3	8
ABCC9	40	76	57	8	20	17	33	67	59	58
ABCD1	10	15	0	1	120	77	99	7	20	12
ABCD1P2	0	0	0	0	0	0	0	0	0	0
ABCD1P3	0	0	0	0	0	0	0	0	0	0
ABCD1P4	0	0	0	0	0	0	0	0	0	0
ABCD1P5	0	0	0	0	0	2	0	0	0	1
ABCD2	0	1	0	0	0	1	1	2	0	1
ABCD3	126	132	37	26	71	72	69	71	94	89
ABCD4	11	24	8	15	26	32	28	17	21	14
ABCE1	23	41	19	37	80	60	47	28	26	39
ABCF1	52	52	2	27	84	66	60	29	34	34
ABCF2	11	6	5	5	35	42	36	11	13	24
ABCF2-H2BK1	5	13	2	17	39	27	27	1	1	0
ABCF2P1	0	0	0	0	0	0	0	0	0	0
ABCF2P2	0	0	0	0	0	0	0	0	0	0
ABCF3	33	35	8	2	75	81	70	14	21	31
ABCG1	12	13	7	1	1	3	4	16	11	10
ABCG2	15	27	13	2	9	5	10	30	14	25
ABCG4	0	0	0	1	0	2	2	0	0	0
ABCG5	15	27	21	5	11	4	5	33	16	19
ABCG8	21	55	30	6	25	9	17	62	55	44
ABHD1	4	0	0	3	3	0	2	1	0	0
ABHD10	45	27	28	27	52	28	44	50	30	12
ABHD11	2	7	3	6	20	11	12	3	5	8
ABHD11-AS1	0	1	0	0	3	2	4	0	1	0
ABHD12	5	4	6	6	115	95	100	14	17	8
ABHD12B	1	0	0	2	0	2	0	1	1	0
ABHD13	9	9	8	1	10	10	14	11	13	8
ABHD14A	1	0	0	3	37	17	17	2	0	4
ABHD14A-ACY1	1	1	1	0	25	18	46	7	10	7
ABHD14B	16	9	5	15	114	69	67	15	20	18
ABHD15	14	8	5	2	18	7	13	16	16	16
ABHD15-AS1	0	0	0	0	2	0	0	0	0	0
ABHD16A	10	27	9	1	59	40	43	13	17	12
ABHD16B	0	0	0	0	0	0	4	0	2	0
ABHD17A	12	12	2	14	193	182	152	8	16	11
ABHD17AP1	0	0	0	0	4	0	0	3	0	0
ABHD17AP3	2	0	0	0	2	2	0	0	0	0
ABHD17AP4	0	0	0	0	0	0	0	0	0	0
ABHD17AP5	0	0	0	0	0	0	0	0	0	2
ABHD17AP6	0	0	0	0	0	0	0	0	0	0
ABHD17AP7	0	0	0	0	0	0	0	0	0	0
ABHD17AP8	0	0	0	0	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0	0	0	0	0
ABHD17B	1	6	9	8	12	6	3	6	9	6
ABHD17C	10	4	1	7	2	1	3	4	19	5
ABHD18	9	15	6	3	13	10	2	8	12	14
ABHD2	314	480	644	144	261	137	198	369	404	284
ABHD3	29	28	7	9	23	25	15	15	16	9
ABHD4	21	17	15	5	62	57	53	9	13	4
ABHD5	16	7	4	5	14	8	14	20	39	21
ABHD6	16	15	1	8	10	6	7	7	13	20
ABHD8	2	2	1	0	27	27	22	3	3	5
ABI1	40	34	9	16	18	27	26	20	28	23
ABI1P1	0	0	0	0	0	0	0	0	0	0
ABI2	65	73	48	22	25	33	37	62	55	45
ABI3	3	3	0	0	0	0	0	2	2	8
ABI3BP	8	13	2	2	7	4	3	5	12	6
ABITRAM	5	1	0	7	11	11	12	2	6	6
ABITRAMP1	0	1	0	0	0	0	0	0	0	0
ABL1	22	27	8	25	150	117	108	34	34	45
ABL2	47	33	11	29	33	22	21	26	27	46
ABLIM1	90	107	46	21	75	64	62	36	42	48
ABLIM2	1	1	0	0	1	4	0	3	7	9
ABLIM3	49	88	4	10	64	55	46	65	42	43
ABO	2	2	6	0	9	0	0	1	3	0
ABR	25	30	5	13	65	63	74	21	28	21
ABR-AS1	0	0	0	0	0	0	0	0	0	0
ABRA	0	0	2	0	0	0	0	0	0	0
ABRACL	0	3	0	4	17	18	12	3	7	3
ABRAXAS1	8	5	4	1	14	8	10	3	3	6
ABRAXAS2	32	12	12	5	20	10	16	12	13	8
ABT1	7	17	4	8	22	26	19	6	5	3
ABT1P1	0	0	0	0	0	0	0	0	0	0
ABTB1	9	4	1	0	64	59	59	7	17	15
ABTB2	6	18	2	6	37	21	21	7	10	9
ACAA1	84	161	98	24	114	68	92	116	120	70
ACAA2	84	169	32	24	80	53	66	127	96	96
ACAA2P1	0	0	0	0	2	0	0	0	1	0
ACACA	80	61	62	40	61	48	53	51	52	57
ACACB	64	149	69	85	72	36	81	272	150	145
ACAD10	26	34	11	12	37	24	24	22	33	25
ACAD11	39	55	37	39	44	26	37	59	65	67
ACAD8	11	30	13	8	8	23	12	18	15	12
ACAD9	30	35	12	16	46	42	42	27	42	31
ACAD9-DT	2	0	2	0	2	3	0	2	2	3
ACADL	4	8	0	3	6	2	0	4	12	6
ACADM	44	100	50	31	69	38	56	55	60	40
ACADS	14	36	3	11	63	39	45	22	19	15
ACADSB	136	259	65	36	62	39	73	241	226	239
ACADVL	380	341	21	44	326	221	252	161	173	157
ACAN	1	1	0	0	3	3	3	1	3	4
ACAP1	16	6	0	8	2	0	4	8	14	8
ACAP2	55	40	23	13	43	33	31	35	25	41
ACAP2-IT1	0	0	0	0	1	0	1	0	0	0
ACAP3	7	4	4	23	132	89	72	8	15	11
ACAT1	58	116	32	42	66	54	57	116	112	90
ACAT2	17	27	4	7	70	55	47	19	19	26
ACBD3	37	33	12	27	25	35	38	29	38	23
ACBD3-AS1	0	0	0	0	0	0	0	0	2	0
ACBD4	10	12	8	6	13	9	15	13	20	13
ACBD5	52	61	25	14	34	38	23	46	64	47
ACBD6	15	10	7	16	11	14	10	12	17	7
ACBD7	5	8	1	4	3	1	2	5	6	2
ACCS	7	8	0	2	20	7	9	11	6	11
ACCSL	0	0	0	0	0	0	1	0	0	0
ACD	9	0	3	4	59	29	50	3	3	1
ACE	16	4	0	2	6	4	6	3	12	2
ACE2	20	21	0	0	2	5	4	6	9	5
ACE3P	0	0	0	0	0	0	0	0	0	0
ACER1	0	0	0	0	0	1	0	0	0	0
ACER2	5	2	3	0	1	2	2	2	1	4
ACER2P1	0	0	0	0	0	0	0	0	0	0
ACER3	18	21	17	8	24	20	13	15	29	36
ACHE	1	5	1	5	7	8	6	2	6	2
ACIN1	64	54	14	69	161	118	112	46	54	48
ACKR1	0	0	0	0	0	0	0	1	0	0
ACKR2	4	11	2	0	6	1	3	13	7	7
ACKR3	3	1	2	0	2	2	3	2	2	6
ACKR4	3	3	0	2	2	0	0	5	8	2
ACKR4P1	0	0	0	0	0	1	1	0	0	0
ACLY	101	87	15	65	185	147	159	53	49	79
ACMSD	9	14	2	3	7	2	1	35	22	23
ACNATP	0	0	0	0	0	0	0	0	0	1
ACO1	52	69	46	16	49	53	53	90	88	95
ACO2	61	38	17	23	126	98	112	55	54	44
ACOD1	0	0	0	0	0	0	0	0	0	0
ACOT1	0	2	0	0	10	13	12	3	3	8
ACOT11	9	14	0	1	14	10	7	4	15	10
ACOT12	10	8	37	1	5	8	8	10	17	18
ACOT13	17	32	9	10	38	29	20	15	12	22
ACOT2	20	17	10	14	49	59	48	22	22	10
ACOT4	0	0	8	0	7	3	2	0	0	0
ACOT6	1	0	0	0	0	0	1	0	0	0
ACOT7	7	8	10	12	205	130	142	6	6	10
ACOT8	7	9	0	9	44	27	34	7	11	13
ACOT9	12	24	3	7	25	21	19	8	18	19
ACOX1	196	294	157	44	75	73	96	229	229	208
ACOX2	24	63	32	8	37	14	15	70	58	81
ACOX3	15	12	7	9	26	27	27	14	7	13
ACOXL	2	1	0	0	2	2	2	0	0	1
ACOXL-AS1	1	0	0	0	0	2	0	1	0	0
ACP1	49	25	8	21	60	31	36	18	24	29
ACP2	27	24	10	5	74	53	40	21	24	26
ACP3	2	1	0	0	1	0	0	1	0	0
ACP4	0	0	0	0	0	0	1	0	2	0
ACP5	26	23	2	3	32	38	33	13	21	9
ACP6	13	16	5	14	9	10	11	14	10	19
ACP7	1	0	0	0	9	3	2	3	0	0
ACR	0	0	0	0	0	0	0	0	0	0
ACRBP	2	0	0	0	2	0	0	0	0	0
ACRP1	0	0	0	0	0	0	0	0	0	0
ACRV1	0	0	0	0	0	0	0	1	0	1
ACSBG1	1	0	0	0	2	0	0	0	0	3
ACSBG2	0	0	0	2	0	0	1	0	0	0
ACSF2	18	18	10	5	36	28	23	21	19	19
ACSF3	9	13	2	7	37	30	31	13	18	12
ACSL1	234	499	162	59	132	91	88	351	331	382
ACSL3	49	59	16	27	76	56	38	51	40	37
ACSL3-AS1	0	0	0	1	0	0	0	0	0	0
ACSL4	137	75	8	20	130	201	108	63	83	54
ACSL5	43	74	5	8	9	5	15	59	82	68
ACSL6	6	7	2	2	0	3	3	8	7	1
ACSL6-AS1	0	0	0	0	0	0	0	0	0	0
ACSM1	5	2	0	2	0	0	1	6	6	10
ACSM2A	56	102	25	25	23	16	26	139	106	122
ACSM2B	56	158	62	18	35	23	49	139	130	102
ACSM3	25	34	7	8	16	6	19	23	35	25
ACSM4	0	0	0	0	0	0	0	0	0	0
ACSM5	29	61	7	5	13	3	3	46	78	58
ACSM5P1	4	1	0	0	0	0	0	1	0	1
ACSM6	1	0	0	0	0	0	0	0	0	0
ACSS1	14	16	3	9	27	13	17	7	21	9
ACSS2	20	40	5	7	46	43	41	30	36	33
ACSS3	30	42	24	3	13	22	20	38	27	21
ACTA1	0	0	5	0	3	1	4	0	0	0
ACTA2	73	96	9	10	62	77	45	22	57	36
ACTA2-AS1	9	4	0	0	0	0	0	0	3	1
ACTB	744	767	237	216	6020	4639	4704	662	959	900
ACTBL2	0	0	0	7	0	2	0	0	0	0
ACTBP1	0	2	0	0	6	4	7	1	0	2
ACTBP11	1	1	0	1	14	8	12	1	1	4
ACTBP12	0	0	0	0	1	2	0	0	0	0
ACTBP14	0	1	0	0	2	4	2	0	0	0
ACTBP15	0	2	3	0	4	5	7	0	3	0
ACTBP2	4	0	5	1	11	17	13	3	2	1
ACTBP4	0	0	0	0	1	0	4	1	1	0
ACTBP6	1	0	0	1	4	1	2	0	0	0
ACTBP7	0	1	0	1	4	2	5	0	0	0
ACTBP8	1	0	0	1	5	6	4	0	8	2
ACTBP9	0	0	0	0	5	5	8	0	1	1
ACTC1	0	0	0	0	0	0	0	0	2	0
ACTE1P	0	0	0	0	0	0	0	0	1	0
ACTG1	396	450	136	311	4038	2949	2976	234	514	323
ACTG1P1	0	1	0	0	4	1	2	1	0	0
ACTG1P10	1	0	0	2	0	0	8	2	0	0
ACTG1P11	0	0	0	2	4	1	2	1	0	0
ACTG1P12	0	0	0	1	1	3	2	0	0	0
ACTG1P13	0	0	0	0	0	0	0	0	0	0
ACTG1P14	1	2	0	0	5	5	3	1	1	2
ACTG1P15	0	0	5	0	3	2	0	0	0	0
ACTG1P16	0	0	0	0	1	1	0	0	0	0
ACTG1P17	0	0	0	1	1	0	0	1	0	2
ACTG1P18	0	0	0	0	0	0	1	1	0	0
ACTG1P19	0	0	0	2	4	3	3	0	0	0
ACTG1P2	0	0	0	2	4	1	2	1	0	0
ACTG1P20	0	0	0	2	5	5	2	0	0	1
ACTG1P21	0	0	0	4	3	5	5	1	0	1
ACTG1P22	0	0	0	1	0	0	0	0	6	1
ACTG1P23	0	0	0	0	5	3	5	0	1	0
ACTG1P24	0	0	1	2	1	1	1	0	0	0
ACTG1P25	0	0	1	0	3	2	3	1	0	0
ACTG1P3	0	1	0	0	3	2	1	3	3	1
ACTG1P4	12	6	0	1	2	3	2	7	1	10
ACTG1P9	2	0	0	4	18	8	12	2	1	1
ACTG2	7	3	1	2	16	8	17	1	4	2
ACTL10	0	1	1	0	1	3	2	0	0	0
ACTL11P	0	0	0	0	0	0	0	1	0	0
ACTL6A	23	17	7	15	52	44	32	3	16	7
ACTL6B	0	1	0	0	0	0	0	0	2	0
ACTL7A	0	2	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	1	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0
ACTN1	114	109	24	19	360	221	242	89	118	139
ACTN1-DT	0	0	0	0	0	0	0	0	0	0
ACTN2	1	1	0	5	1	0	1	2	1	0
ACTN3	0	0	1	0	0	1	0	0	0	0
ACTN4	160	159	25	64	768	591	578	116	162	135
ACTN4P1	1	1	0	1	1	1	1	1	0	0
ACTN4P2	0	0	0	0	0	0	0	0	0	0
ACTP1	0	0	0	0	0	1	1	0	0	0
ACTR10	24	22	13	10	40	28	20	15	17	24
ACTR1A	51	25	11	28	216	162	154	15	24	12
ACTR1AP1	0	0	0	0	1	0	0	0	0	0
ACTR1B	11	17	6	14	98	57	74	11	12	10
ACTR2	163	154	35	77	136	120	109	84	141	79
ACTR3	80	81	19	27	141	103	93	49	93	72
ACTR3-AS1	1	1	0	0	0	2	0	1	0	3
ACTR3B	8	7	1	5	6	1	3	7	2	2
ACTR3BP1	0	0	0	0	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0
ACTR3BP3	0	0	0	0	0	0	0	0	0	0
ACTR3BP4	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0
ACTR3BP6	0	0	0	0	0	0	0	0	0	0
ACTR3BP7	0	0	0	0	0	0	0	0	0	0
ACTR3C	20	21	7	1	3	4	5	12	16	25
ACTR3P2	0	0	0	0	0	0	0	0	0	0
ACTR3P3	0	0	0	0	0	0	0	0	0	0
ACTR5	1	2	0	2	10	10	12	5	4	4
ACTR6	34	17	1	7	12	8	8	5	7	13
ACTR6P1	0	0	0	0	0	0	0	0	0	0
ACTR8	10	10	3	7	14	17	12	5	7	10
ACTRT1	0	0	0	0	0	0	0	0	0	0
ACTRT1P1	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	1	1	0	1	4	1	1	0	3
ACVR1	31	36	8	3	22	25	17	15	23	20
ACVR1B	34	34	2	10	43	24	16	23	15	23
ACVR1C	2	0	0	1	6	10	9	2	0	1
ACVR2A	39	18	5	6	7	11	14	15	14	17
ACVR2B	16	25	10	20	19	14	15	18	18	16
ACVR2B-AS1	3	1	2	1	0	0	2	1	2	1
ACVRL1	2	4	0	2	18	19	18	6	7	9
ACY1	20	34	31	10	67	53	19	49	35	37
ACY3	1	3	2	0	6	3	3	2	8	1
ACYP1	1	3	1	1	3	2	3	1	0	2
ACYP2	5	2	2	1	10	6	6	1	6	8
ADA	10	7	3	7	9	6	14	6	3	15
ADA2	15	45	5	4	9	13	15	27	57	32
ADAD1	0	0	0	0	0	0	0	0	0	0
ADAD1P2	0	0	0	0	0	0	0	0	0	0
ADAD2	0	1	0	0	0	0	0	0	0	0
ADAL	2	4	3	1	6	6	6	7	10	4
ADAM10	135	80	19	12	118	96	91	37	64	48
ADAM11	0	0	0	9	1	3	3	0	0	0
ADAM12	14	9	0	0	1	3	0	5	7	3
ADAM15	42	14	3	23	256	192	203	19	39	34
ADAM17	32	21	7	19	29	32	18	28	46	40
ADAM18	0	0	0	0	0	1	0	0	0	0
ADAM19	25	24	2	5	11	12	7	25	16	15
ADAM1A	0	0	0	1	0	1	0	0	0	0
ADAM1B	3	1	0	0	0	0	0	0	0	1
ADAM2	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	1	0	4	2	0
ADAM20P1	1	0	0	1	0	1	0	1	1	1
ADAM20P2	0	0	0	0	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0	0	0	0	0
ADAM21	0	0	0	0	0	2	0	1	0	0
ADAM21P1	0	2	0	0	0	0	0	0	0	1
ADAM22	3	0	3	10	17	6	12	10	12	9
ADAM23	11	2	0	6	27	17	16	0	1	9
ADAM24P	0	0	0	0	0	0	0	0	0	0
ADAM28	6	12	1	0	5	5	13	19	17	17
ADAM29	0	0	0	0	1	0	0	0	2	1
ADAM30	0	0	0	0	0	0	0	0	0	0
ADAM32	15	32	4	1	3	3	7	14	21	15
ADAM33	2	1	1	0	26	29	23	2	3	0
ADAM3A	0	0	0	0	0	0	0	1	1	1
ADAM3B	0	0	0	0	0	0	1	1	0	0
ADAM5	0	0	0	0	0	0	0	0	1	0
ADAM6	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0
ADAM7-AS1	0	1	0	0	0	0	0	2	5	4
ADAM7-AS2	0	0	0	0	0	0	0	0	0	0
ADAM8	6	9	0	2	6	3	1	6	8	16
ADAM9	138	86	8	17	200	173	142	30	37	26
ADAMDEC1	3	2	1	0	0	2	0	4	12	8
ADAMTS1	48	60	1	28	38	31	32	37	39	15
ADAMTS10	9	10	0	3	0	0	0	34	53	48
ADAMTS12	25	24	0	0	30	16	18	5	15	11
ADAMTS13	12	8	0	16	2	6	6	14	8	16
ADAMTS14	0	0	0	0	1	0	2	0	1	3
ADAMTS15	1	3	1	2	1	3	2	1	4	2
ADAMTS16	18	5	0	0	0	10	0	1	0	2
ADAMTS16-DT	3	2	1	0	4	2	0	1	1	2
ADAMTS17	2	3	50	5	22	24	21	3	10	8
ADAMTS18	0	0	2	2	3	2	1	1	1	1
ADAMTS19	0	0	0	0	1	0	0	0	0	0
ADAMTS19-AS1	0	0	0	0	0	0	0	0	0	0
ADAMTS2	52	36	0	0	40	42	46	16	26	12
ADAMTS20	0	0	0	2	1	1	3	0	0	1
ADAMTS3	0	1	0	2	5	2	5	5	2	8
ADAMTS4	5	6	0	2	4	5	3	11	17	9
ADAMTS5	9	12	9	1	6	3	5	8	15	5
ADAMTS6	11	2	0	1	6	6	0	3	3	3
ADAMTS7	1	1	2	7	17	7	13	3	5	5
ADAMTS7P1	0	0	0	0	3	2	0	0	0	0
ADAMTS7P3	1	0	0	0	0	0	0	0	0	0
ADAMTS7P4	2	0	0	0	1	0	2	0	0	0
ADAMTS8	1	0	0	0	1	0	0	0	0	0
ADAMTS9	61	32	1	3	8	4	6	13	21	22
ADAMTS9-AS1	5	1	0	0	1	1	0	4	6	1
ADAMTS9-AS2	4	3	0	2	3	2	5	11	6	4
ADAMTSL1	2	3	0	3	6	4	7	2	5	1
ADAMTSL2	9	19	1	3	1	1	1	10	15	9
ADAMTSL3	26	48	17	7	11	6	4	44	56	38
ADAMTSL4	31	40	0	2	42	46	35	38	26	44
ADAMTSL4-AS1	4	0	0	0	0	0	0	3	6	0
ADAMTSL4-AS2	2	5	1	0	2	0	1	1	3	3
ADAMTSL5	0	1	0	0	27	13	19	1	2	1
ADAP1	12	4	0	4	32	25	26	5	6	9
ADAP2	7	14	1	1	3	4	0	13	20	10
ADAR	338	287	73	65	217	151	142	185	292	244
ADARB1	13	13	1	5	30	24	16	6	5	8
ADARB2	2	1	0	0	1	0	0	0	2	1
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0
ADAT1	14	15	3	7	22	17	20	15	21	11
ADAT2	2	3	0	7	9	12	3	3	9	3
ADAT3	0	0	0	1	18	11	12	0	0	0
ADCK1	2	4	0	3	13	13	13	5	4	4
ADCK2	7	8	0	6	35	21	32	4	5	5
ADCK5	2	4	4	0	32	18	20	4	8	6
ADCY1	32	63	6	28	20	7	26	43	27	32
ADCY10	0	0	0	1	1	2	1	2	5	3
ADCY10P1	0	0	2	1	0	0	1	3	1	4
ADCY2	0	2	0	0	1	1	1	5	2	0
ADCY3	13	15	0	16	67	43	49	5	13	13
ADCY4	3	2	0	0	1	3	0	2	2	5
ADCY5	6	4	0	3	5	3	6	5	4	9
ADCY6	28	22	8	21	84	65	52	14	27	24
ADCY6-DT	0	0	0	0	0	0	0	0	0	0
ADCY7	16	12	4	6	4	9	4	16	19	21
ADCY8	0	0	0	0	0	0	0	0	0	0
ADCY9	17	23	32	15	61	48	51	31	32	16
ADCYAP1	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	3	6	0	1	0	0	1	0	4	1
ADD1	79	118	37	34	251	200	187	59	67	72
ADD2	0	1	0	15	9	7	5	0	0	1
ADD3	109	85	10	17	80	52	67	26	38	23
ADD3-AS1	2	4	3	2	0	1	2	2	1	0
ADGB	0	0	0	0	0	0	0	0	2	1
ADGB-DT	0	0	0	0	0	0	0	0	1	0
ADGRA1	0	0	0	0	0	0	0	0	2	1
ADGRA1-AS1	0	0	0	0	0	0	0	0	0	0
ADGRA2	11	33	0	1	77	76	75	12	19	16
ADGRA3	43	61	9	17	54	40	42	58	63	61
ADGRA3P1	7	5	0	0	0	0	0	0	3	2
ADGRB1	0	2	0	1	0	2	4	1	1	0
ADGRB2	3	1	0	5	19	13	15	0	0	0
ADGRB3	0	0	1	1	1	0	2	0	1	2
ADGRB3-DT	0	2	0	1	0	0	0	0	1	0
ADGRD1	3	3	0	0	5	9	6	7	7	12
ADGRD1-AS1	0	0	0	1	0	0	0	0	1	0
ADGRD2	3	2	0	0	0	0	1	0	0	0
ADGRE1	1	1	0	0	0	3	0	1	1	1
ADGRE2	15	8	1	0	3	1	2	8	1	9
ADGRE3	1	1	0	0	0	0	2	0	0	1
ADGRE4P	2	6	0	0	0	1	0	3	3	7
ADGRE5	13	29	10	8	116	75	102	15	50	19
ADGRF1	3	4	1	4	2	1	1	1	1	1
ADGRF2	0	0	0	0	0	0	0	0	0	0
ADGRF3	1	1	0	0	1	0	2	0	3	1
ADGRF4	0	1	0	0	0	0	0	0	0	0
ADGRF5	28	32	1	0	4	5	3	18	30	12
ADGRF5-AS1	0	2	0	0	0	0	0	0	0	0
ADGRF5P1	0	0	0	0	0	0	0	0	0	2
ADGRF5P2	0	0	0	0	0	0	0	0	0	0
ADGRG1	52	37	1	2	169	91	109	7	7	15
ADGRG2	1	1	0	0	0	1	0	3	18	5
ADGRG3	2	0	0	0	0	0	0	1	1	2
ADGRG4	0	0	0	0	0	0	0	0	1	0
ADGRG5	1	3	0	0	0	0	0	0	2	4
ADGRG6	92	90	8	14	90	77	96	102	87	91
ADGRG7	7	2	1	0	0	1	1	15	11	10
ADGRL1	11	6	2	27	39	24	30	4	13	5
ADGRL1-AS1	3	0	2	0	0	1	3	0	4	3
ADGRL2	36	60	9	10	87	70	62	51	66	42
ADGRL3	2	0	6	3	2	0	5	3	4	3
ADGRL3-AS1	0	0	0	0	0	0	0	0	0	0
ADGRL4	6	5	0	2	0	2	1	2	2	4
ADGRV1	10	10	2	3	15	13	9	7	13	15
ADH1A	96	186	42	41	78	30	42	252	220	253
ADH1B	684	1259	330	133	311	133	318	1605	1507	1403
ADH1C	161	293	8	31	48	18	49	322	362	313
ADH4	188	480	27	103	164	24	133	520	446	434
ADH5	53	87	34	38	110	59	89	48	58	57
ADH5P2	0	0	0	0	0	0	0	0	0	0
ADH5P3	0	0	0	0	0	0	0	0	0	0
ADH5P4	2	0	2	0	0	0	0	0	2	0
ADH5P5	0	0	0	0	1	0	0	0	0	0
ADH6	85	165	42	22	35	17	27	177	131	132
ADH7	1	0	0	0	0	0	0	0	0	0
ADHFE1	9	25	19	1	7	5	3	14	11	11
ADI1	109	142	96	28	112	85	111	125	124	130
ADI1P1	0	0	0	0	0	0	0	0	0	0
ADI1P2	0	0	0	0	0	0	0	0	0	0
ADI1P3	0	0	0	0	0	0	0	0	0	0
ADIG	0	2	0	0	0	0	0	0	0	0
ADIPOQ	0	0	2	3	0	0	0	0	0	0
ADIPOQ-AS1	1	2	0	1	0	0	0	2	0	4
ADIPOR1	39	37	33	38	85	78	84	35	47	23
ADIPOR1P1	0	0	0	0	0	0	0	0	0	0
