	GSM3688762	GSM3688763	GSM3688764	GSM3688765	GSM3688766	GSM3688767
0610005C13Rik	26	53	47	0	39	63
0610006L08Rik	0	0	0	0	0	0
0610009B22Rik	782	594	682	1	1146	1171
0610009E02Rik	167	103	174	0	170	231
0610009L18Rik	199	145	199	0	135	167
0610010K14Rik	508	419	506	1	934	795
0610012D04Rik	1	0	6	0	4	0
0610012G03Rik	606	456	543	0	898	912
0610025J13Rik	2	7	1	0	2	1
0610030E20Rik	348	663	815	0	1116	927
0610031O16Rik	8	5	5	0	5	5
0610033M10Rik	0	0	0	0	0	2
0610038B21Rik	1	1	8	0	6	4
0610039K10Rik	15	20	15	0	12	11
0610040B10Rik	102	98	101	0	186	135
0610040F04Rik	20	4	4	0	16	12
0610040J01Rik	4226	3393	4122	1	2842	2881
0610043K17Rik	9	10	10	0	11	9
0710001A04Rik	0	2	1	0	6	16
1010001B22Rik	31	27	40	0	39	29
1100001I12Rik	1	0	6	0	0	0
1110002E22Rik	262	50	463	0	44	0
1110002J07Rik	2	12	6	0	15	12
1110002L01Rik	411	368	510	0	804	827
1110002O04Rik	0	0	0	0	0	0
1110004F10Rik	2318	1797	2073	2	2964	2879
1110006O24Rik	67	45	75	0	71	54
1110008E08Rik	0	0	0	0	0	0
1110013H19Rik	48	11	46	0	44	45
1110015O18Rik	0	0	0	0	0	0
1110017D15Rik	36	52	72	0	16	32
1110018N20Rik	425	320	385	0	726	635
1110019B22Rik	10	19	5	0	11	9
1110019D14Rik	163	117	114	0	175	160
1110020A21Rik	125	110	109	0	91	57
1110025L11Rik	0	0	0	0	0	0
1110028F11Rik	0	0	0	0	0	0
1110028F18Rik	2	6	14	0	0	5
1110032A03Rik	1021	824	1065	0	1424	1364
1110032F04Rik	0	3	0	0	3	0
1110035H17Rik	44	62	65	0	65	47
1110038B12Rik	198	165	218	0	387	372
1110038F14Rik	1056	688	820	0	1074	1027
1110046J04Rik	44	68	75	0	189	154
1110051M20Rik	741	798	845	0	1454	1160
1110057P08Rik	0	0	0	0	0	0
1110059E24Rik	621	566	581	2	871	835
1110059G10Rik	325	295	437	0	642	582
1110065P20Rik	1480	1110	1287	1	1819	1774
1190001M18Rik	0	10	1	0	12	5
1190005I06Rik	10	1	6	0	21	23
1190007I07Rik	188	193	163	3	306	270
1190028D05Rik	0	0	0	0	0	0
1200007C13Rik	3	20	15	0	0	0
1300002E11Rik	731	1127	1291	2	1814	1503
1300014J16Rik	25	29	33	0	36	58
1500002C15Rik	223	202	227	0	308	270
1500002F19Rik	23	6	18	0	12	3
1500004A13Rik	296	516	636	2	960	949
1500009L16Rik	435	262	331	0	720	489
1500011B03Rik	2063	1386	2228	1	1904	2051
1500012K07Rik	12	7	19	0	5	17
1500015A07Rik	282	239	349	0	174	168
1500015L24Rik	16	27	39	0	44	84
1500026H17Rik	181	153	207	0	245	197
1500032F14Rik	0	4	10	0	2	6
1500035N22Rik	1	3	13	0	0	0
1520401A03Rik	83	20	31	0	20	31
1600002D24Rik	0	0	0	0	0	0
1600010M07Rik	7	15	17	0	13	13
1600012H06Rik	1203	1020	1229	1	1128	1250
1600012P17Rik	0	0	2	0	0	0
1600014C10Rik	964	664	869	0	1224	1127
1600014C23Rik	0	0	0	0	8	4
1600019K03Rik	0	0	0	0	0	0
1600020E01Rik	588	626	1168	1	651	860
1600022D10Rik	0	10	6	0	3	1
1600025M17Rik	4	5	11	0	21	16
1600027J07Rik	0	0	0	0	0	0
1600029O15Rik	0	0	7	0	0	0
1700001C19Rik	24	20	20	0	49	40
1700001D01Rik	2	1	2	0	0	2
1700001F09Rik	0	0	0	0	0	0
1700001G01Rik	0	2	0	0	1	0
1700001G11Rik	32	46	45	0	61	51
1700001J03Rik	3	5	13	0	7	5
1700001J04Rik	0	8	3	0	0	0
1700001J11Rik	0	0	0	0	0	0
1700001K19Rik	10	19	21	0	51	26
