	GSM4508496	GSM4508497	GSM4508498	GSM4508499	GSM4508500	GSM4508501	GSM4508502	GSM4508503	GSM4508504	GSM4508505	GSM4508506	GSM4508507
0610007P14Rik	14	22	21	63	14	20	36	27	52	5	25	14
0610009B22Rik	78	212	131	264	78	130	179	152	344	15	137	201
0610009L18Rik	9	17	12	38	8	14	29	16	37	3	12	20
0610009O20Rik	477	956	613	1767	501	903	1300	765	1758	129	864	1271
0610010F05Rik	176	421	306	680	223	330	453	317	773	40	351	531
0610010K14Rik	39	91	72	183	55	84	91	86	178	14	85	153
0610011F06Rik	48	110	67	273	93	97	152	119	239	26	139	185
0610012G03Rik	37	103	59	203	51	105	157	88	184	17	95	93
0610030E20Rik	154	288	214	566	154	268	352	222	550	24	254	360
0610037L13Rik	127	202	145	404	92	156	244	186	363	22	196	290
0610040J01Rik	20	63	34	81	24	46	81	33	93	5	39	59
1110001J03Rik	28	41	20	71	16	29	65	24	45	4	39	30
1110002E22Rik	1984	2712	2222	4840	1644	2553	3438	3219	4828	396	3557	5118
1110004E09Rik	120	236	157	473	117	215	252	213	418	32	179	283
1110004F10Rik	364	571	430	1277	341	473	627	498	1119	61	565	746
1110008F13Rik	405	909	665	1397	355	686	1244	563	1510	64	699	886
1110008L16Rik	108	246	176	430	117	195	243	174	427	22	199	286
1110008P14Rik	10	9	8	31	10	21	14	9	36	4	16	24
1110012L19Rik	78	246	142	420	95	188	191	96	300	17	132	205
1110017D15Rik	2	0	0	2	2	1	0	0	1	0	2	0
1110025L11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110032A03Rik	37	73	61	159	50	46	68	69	147	9	85	100
1110032F04Rik	1	0	1	1	0	0	0	0	0	0	0	0
1110034G24Rik	46	85	60	139	42	73	78	57	118	12	62	78
1110037F02Rik	411	735	631	1498	358	608	661	549	1318	64	544	852
1110038F14Rik	38	55	37	132	48	66	72	78	187	7	79	107
1110051M20Rik	193	502	324	891	266	340	504	349	880	54	481	767
1110057P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110059E24Rik	48	61	48	156	34	58	62	43	114	6	43	84
1110059G10Rik	26	43	46	104	19	40	62	29	92	3	42	55
1110065P20Rik	10	25	24	27	7	15	44	7	30	5	16	26
1190002N15Rik	51	107	98	169	54	92	112	65	154	2	77	103
1190003K10Rik	4	6	4	26	6	6	6	8	36	0	12	22
1190005I06Rik	0	1	0	1	0	2	0	2	0	1	0	0
1190007I07Rik	68	121	78	246	76	110	169	95	173	21	111	110
1300017J02Rik	0	2	0	0	0	0	1	2	1	1	0	0
1500009C09Rik	0	0	0	0	0	1	0	0	0	0	0	0
1500009L16Rik	5	13	4	6	2	4	5	3	6	0	3	5
1500011B03Rik	5	7	7	12	4	4	5	4	8	1	8	9
1500011K16Rik	80	169	95	371	138	172	153	145	287	18	194	250
1500015O10Rik	5	6	9	13	1	8	4	4	14	1	4	12
1520401A03Rik	0	0	0	0	0	0	2	0	0	0	0	0
1600002H07Rik	21	28	14	52	6	21	38	11	56	2	20	32
1600002K03Rik	52	79	48	159	50	52	67	72	114	6	44	80
1600012H06Rik	115	225	180	418	119	218	224	147	376	19	193	286
1600014C10Rik	185	347	300	631	218	426	561	334	741	48	440	681
1600014C23Rik	0	1	0	0	0	0	2	0	0	0	0	0
1600015I10Rik	1	0	0	0	0	0	0	0	0	0	0	0
1600029O15Rik	4	7	5	15	3	8	3	4	10	0	7	10
1700001C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	1	0	0	1	0	0	1	0	9	0	1	3
1700001F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001J03Rik	4	7	13	26	2	11	8	6	10	1	12	3
1700001J11Rik	1	8	2	5	1	5	5	1	7	0	0	7
1700001K19Rik	8	10	10	21	3	5	10	5	18	1	10	16
1700001L19Rik	0	0	0	2	1	1	0	2	0	0	1	1
1700001O22Rik	17	24	18	53	28	28	11	16	45	0	27	49
1700001P01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003E16Rik	0	0	1	0	0	1	2	0	0	0	2	2
1700003F12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003N22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	1	0	0	1	0	0	0	1	1
1700007B14Rik	0	0	2	1	0	0	0	0	0	0	0	0
1700007E05Rik	2	0	0	6	0	1	0	0	5	0	1	1
1700007G11Rik	0	0	0	0	0	0	1	0	0	0	2	0
1700007K09Rik	0	0	1	0	0	1	0	0	0	0	1	0
1700007K13Rik	0	0	0	0	0	0	0	0	1	0	0	0
1700008O03Rik	0	0	0	2	0	0	0	1	1	0	0	0
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	0	0	1	0	0	0
1700010B08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010I14Rik	1	1	1	9	4	3	10	3	9	1	5	3
1700010N08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011H14Rik	1	7	2	5	2	1	2	0	1	0	2	2
1700011I03Rik	1	5	3	4	2	5	0	5	9	0	0	5
1700011L22Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012B09Rik	0	0	0	0	0	0	0	0	0	0	1	0
1700012L04Rik	0	0	0	4	2	0	0	2	8	0	0	2
1700012P22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013G24Rik	0	0	1	0	0	0	1	0	0	0	1	1
1700013H16Rik	0	0	0	2	0	0	0	0	0	0	0	0
1700014D04Rik	0	0	0	0	0	1	0	0	1	0	0	0
