	GSM3758171	GSM3758172	GSM3758173	GSM3758174	GSM3758175	GSM3758176	GSM3758177	GSM3758178	GSM3758179	GSM3758180	GSM3758181	GSM3758182	GSM3758183	GSM3758184	GSM3758185	GSM3758186	GSM3758187	GSM3758188	GSM3758189	GSM3758190	GSM3758191	GSM3758192	GSM3758193	GSM3758194	GSM3758195	GSM3758196	GSM3758197
Slc6a8	40	59	84	78	23	120	41	76	620	607	1214	778	2148	1154	978	736	1100	1091	927	1260	668	794	1037	814	1174	1134	1131
Slc6a9	1	18	13	12	15	34	28	26	285	247	746	412	653	372	372	292	504	352	403	572	126	180	194	136	205	229	230
Slc7a1	391	681	833	368	738	1500	1380	1698	1832	2172	2872	2466	1525	857	405	254	1105	1040	937	1248	227	245	554	488	468	554	562
Slc7a10	5	8	8	12	1	8	8	11	8	19	3	12	36	19	21	17	29	34	30	27	5	9	1	1	7	2	2
Slc7a11	25	36	37	34	13	23	31	66	45	72	125	104	71	19	10	15	53	29	45	51	2271	3842	4534	8652	19284	14462	13357
Slc7a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a13	3	4	10	10	0	2	0	5	0	2	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1
Slc7a14	16	4	7	3	6	22	8	19	27	9	47	33	42	7	5	2	75	52	115	40	16	25	4	17	32	19	14
Slc7a15	1	0	0	9	0	0	0	2	7	0	2	7	5	1	1	0	0	3	1	0	0	1	0	2	0	0	2
Slc7a2	6	26	34	15	21	38	10	28	97	86	209	206	161	35	44	8	151	162	186	160	133	137	254	313	596	496	507
Slc7a3	2	6	8	6	4	6	6	9	12	13	30	22	11	2	0	1	11	18	9	20	7	14	7	2	2	13	9
Slc7a4	6	26	37	16	11	87	16	37	650	355	756	673	173	77	104	34	226	147	155	264	39	64	54	28	72	63	66
Slc7a5	410	721	824	449	530	1294	1022	1154	390	404	423	504	370	286	182	162	295	319	308	431	115	169	263	165	134	212	196
Slc7a6	195	253	271	153	226	383	389	419	479	468	598	600	903	506	428	199	468	457	364	601	364	344	643	541	794	773	911
Slc7a6os	141	262	287	159	191	322	273	387	500	442	808	596	551	228	216	138	344	254	310	413	210	189	284	391	363	481	519
Slc7a7	119	473	428	419	148	672	263	449	108	104	229	141	301	204	237	155	214	231	176	244	597	752	1162	976	1527	1551	1684
Slc7a8	161	488	506	487	177	1147	223	817	747	504	391	671	1553	823	740	457	694	593	731	874	82	60	117	96	48	84	95
Slc7a9	0	0	0	0	0	0	0	0	1	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc8a1	207	609	688	519	112	502	142	451	1449	1120	1144	1614	2110	1099	929	472	1058	1131	772	1007	262	212	336	321	535	539	485
Slc8a2	20	49	61	56	26	68	30	74	69	56	109	109	88	23	34	15	92	62	68	76	478	727	597	577	1144	947	720
Slc8a3	0	0	0	2	0	0	0	1	35	11	19	25	43	15	24	2	19	19	14	23	9	7	6	5	5	11	15
Slc8b1	312	665	676	489	300	1087	463	879	471	275	547	357	1365	702	883	657	777	644	529	864	339	379	456	330	516	458	472
Slc9a1	379	586	718	465	673	1555	1144	1333	2172	1811	2357	2413	3182	1823	1594	1240	1816	1709	1519	2106	989	1118	1436	1216	1863	1813	1540
Slc9a2	2	2	2	8	0	1	3	2	9	17	23	23	10	2	5	2	13	17	20	14	1	0	0	0	0	0	0
Slc9a3	6	2	5	1	1	2	0	4	22	18	27	30	24	4	2	0	7	12	4	12	8	8	4	7	6	13	12
Slc9a3r1	1021	1441	1583	912	1552	2870	2136	2391	6004	4627	5960	6615	794	303	352	161	1112	825	903	1158	494	598	569	454	697	841	887
Slc9a3r2	39	63	58	69	41	165	46	125	366	237	506	423	784	512	612	507	588	529	503	622	752	916	1082	863	1437	1485	1502
Slc9a4	10	18	15	12	2	17	3	33	0	1	2	0	8	4	0	1	2	7	1	11	7	6	18	10	6	10	20
Slc9a5	11	12	15	12	12	34	24	22	44	43	62	57	42	26	22	8	29	26	33	26	50	62	99	74	160	111	119
Slc9a6	117	208	223	131	109	246	184	296	558	430	760	591	1007	547	447	235	674	614	480	682	248	246	450	359	507	533	639
Slc9a7	269	333	332	240	183	312	326	431	228	145	325	228	99	32	34	4	99	81	84	80	41	26	42	41	94	90	94
Slc9a8	238	396	422	261	405	960	766	865	712	466	1219	748	975	417	406	284	750	534	658	741	338	330	396	311	639	528	546
Slc9a9	325	952	1128	1025	330	1276	478	1177	87	107	310	122	542	288	249	153	325	290	285	331	82	90	167	160	138	201	245
Slc9b1	1	4	4	1	1	4	2	6	4	1	12	14	6	1	0	2	4	6	5	5	0	6	2	2	10	1	3
Slc9b2	9	13	20	4	17	21	18	21	79	30	389	120	106	33	29	17	179	108	119	122	22	6	12	21	62	41	43
Slc9c1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	1	0	0	0
Slco1a4	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2
Slco1a5	0	0	0	0	0	0	0	0	0	0	2	0	10	1	2	0	6	9	4	9	0	0	0	0	0	0	2
Slco1a6	1	0	1	1	1	1	2	1	5	10	17	23	10	7	0	0	10	13	0	18	9	0	2	7	11	5	9
Slco1b2	0	0	0	1	1	0	0	0	1	0	1	1	2	2	0	0	0	0	0	0	0	3	1	2	4	1	1
Slco1c1	0	0	0	0	0	0	0	0	4	2	3	12	7	5	4	1	5	4	2	3	40	23	52	19	25	47	31
Slco2a1	9	10	21	12	9	9	40	17	2064	2085	2472	3193	296	120	111	97	192	194	166	269	2107	2442	4094	3159	6523	5478	5221
Slco2b1	280	1033	1181	1212	265	2192	369	1189	503	375	397	295	775	320	676	469	561	303	405	467	5268	6024	8097	5748	11541	9629	9321
Slco3a1	169	265	311	177	160	343	296	401	1007	1091	2775	1510	3808	2104	1596	841	2146	2296	1725	2122	456	494	829	957	1380	1147	1162
Slco4a1	49	47	92	36	42	94	101	123	23	19	221	77	25	5	1	2	30	29	27	23	0	1	1	2	0	1	0
Slco4c1	2	4	3	0	0	0	2	2	0	1	29	12	17	3	3	0	22	24	21	14	0	0	0	1	0	0	0
Slco5a1	44	53	72	67	23	43	15	39	111	154	118	177	31	15	6	4	14	17	11	24	49	50	53	111	161	132	145
Slco6b1	0	1	0	0	0	2	0	0	4	4	7	1	4	0	0	0	1	0	0	1	0	0	1	1	1	0	2
Slco6c1	3	0	0	0	0	0	2	0	3	0	3	1	1	5	3	0	5	0	2	0	4	1	3	6	6	2	6
Slco6d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slf1	80	97	94	67	22	29	34	50	125	96	254	187	213	67	45	24	150	119	132	101	55	62	49	104	179	160	208
Slf2	211	477	454	337	136	221	255	432	1076	1105	1682	1261	1434	473	351	148	1081	860	918	861	340	306	445	741	904	874	1151
Slfn1	132	186	247	123	237	336	334	367	0	0	1	0	0	0	0	0	0	0	0	0	6	1	1	3	0	1	0
Slfn10-ps	21	36	42	36	7	25	31	29	58	54	32	45	35	19	2	3	18	9	7	6	10	12	12	17	51	21	43
Slfn14	0	1	2	0	1	2	1	1	3	2	2	0	6	1	2	2	0	2	0	0	0	0	2	1	0	0	0
Slfn2	901	1605	1839	1072	1435	2874	2118	2323	68	52	22	42	35	27	30	14	16	14	13	9	8	8	18	28	20	22	16
Slfn3	26	42	31	15	12	20	21	27	51	38	104	83	36	5	4	2	12	20	9	24	8	14	6	24	56	41	59
Slfn4	6	14	6	11	3	6	6	12	12	1	5	6	6	0	0	0	2	1	1	2	3	2	3	3	2	0	7
Slfn5	278	642	696	532	162	320	283	611	1767	2259	1438	1979	9193	4279	3593	1312	4095	4691	3373	4146	1641	1155	2897	3262	3992	4786	5603
Slfn5os	2	0	7	4	1	4	2	0	7	11	1	0	0	2	0	3	0	1	0	8	0	0	0	0	1	16	0
Slfn8	117	261	254	199	95	162	111	239	480	378	315	462	262	94	103	42	149	120	69	93	99	63	128	193	199	197	220
Slfn9	49	128	87	102	13	48	27	83	318	225	515	436	295	69	76	15	158	256	210	125	61	52	49	135	201	173	186
Slfnl1	1	5	5	1	1	5	3	5	27	23	50	41	18	8	1	1	3	10	3	9	7	2	8	3	17	25	18
Slirp	86	121	136	98	25	47	46	65	198	134	218	134	236	146	176	87	150	190	115	177	69	84	127	154	114	181	193
Slit1	3	15	8	12	11	15	9	7	17	9	38	24	12	0	1	6	17	13	30	18	0	1	5	4	3	3	5
Slit2	4	8	6	6	1	12	6	11	1674	1268	1181	1637	3779	1452	1328	473	2467	1850	1971	2173	59	72	244	367	65	123	210
Slit3	16	32	33	27	8	18	17	22	4705	4613	3155	4856	31007	18991	14976	8056	14421	13586	12365	17803	3160	2267	4655	3337	2999	5039	4515
Slitrk1	0	0	2	0	0	0	0	0	99	54	52	57	1	0	3	1	4	2	1	5	0	0	1	0	0	0	0
Slitrk2	1	1	3	2	0	5	1	2	18	6	22	9	45	5	12	2	38	23	17	26	6	2	2	5	6	3	7
Slitrk3	0	1	0	0	0	0	0	1	1	0	3	1	6	0	0	2	1	0	2	4	0	0	1	0	1	0	0
Slitrk4	3	1	0	0	0	0	0	1	364	186	230	454	9	0	0	2	0	0	0	3	2	1	1	1	4	5	4
Slitrk5	0	0	0	0	0	0	0	0	0	0	0	0	17	4	1	6	15	9	10	6	0	0	1	1	1	0	1
Slitrk6	0	1	0	3	0	0	0	0	1	5	2	2	16	12	9	2	29	23	33	28	8	3	3	19	13	5	9
Slk	388	833	731	557	130	279	233	778	1951	1740	3048	2292	3015	994	720	274	1806	1757	1632	1371	591	452	914	1284	1495	1752	2071
Slmap	274	514	485	372	180	323	322	555	1820	1433	2491	2206	2069	739	586	202	1433	1292	1125	1102	461	468	786	922	1263	1331	1622
Slmapos2	10	16	16	11	3	14	11	24	199	193	307	350	193	39	37	14	108	117	75	115	61	57	129	162	182	174	193
Sln	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Slpi	253	770	1343	764	306	788	803	911	7900	6053	5696	7920	23	25	11	9	7	23	17	12	4	18	22	23	0	16	18
Sltm	209	401	416	305	121	188	189	424	999	894	1658	1169	1061	313	228	93	796	735	634	575	239	243	264	559	666	838	912
Slu7	211	496	463	335	214	313	309	563	813	568	917	933	1058	509	497	223	847	714	638	636	256	264	419	508	613	657	687
Slurp1	7	4	4	0	5	14	16	15	10	7	16	21	1	1	1	0	1	3	2	7	16	14	5	12	13	16	13
Slurp2	0	0	0	0	0	1	0	0	2	2	1	4	3	1	1	0	3	0	1	2	2	1	0	2	0	3	0
Slx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slx1b	47	83	77	41	70	126	95	98	194	116	249	194	254	137	130	102	203	164	168	232	119	102	121	150	275	246	238
Slx4	215	334	359	206	370	638	603	674	476	489	596	599	660	359	267	156	442	453	413	452	257	204	421	375	471	549	576
Slx4ip	56	92	111	63	33	47	51	100	114	93	182	158	163	51	54	13	102	123	98	116	90	101	151	219	331	316	384
Slxl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smad1	112	247	262	184	141	382	195	298	790	575	1031	881	1254	654	615	333	730	734	606	905	471	598	952	970	1343	1261	1382
Smad2	302	492	503	349	262	524	450	649	821	712	1468	1051	1286	666	490	217	1106	968	842	1168	362	392	699	678	932	996	1102
Smad3	288	536	673	372	495	1225	901	1042	1634	1099	2565	1796	4046	1961	2261	1489	2427	2213	2050	2836	751	862	1556	949	1327	1296	1427
Smad4	459	689	854	498	503	844	682	1199	1431	1246	2208	1753	2257	1193	1116	563	1633	1487	1353	1663	756	942	1459	1429	1970	2024	1920
Smad5	219	402	420	230	191	406	376	578	2536	1871	3132	2493	3604	1625	1573	551	2285	2245	1708	2495	1101	1174	2032	2063	3428	3148	3526
Smad6	2	12	20	2	3	8	4	8	518	314	680	539	309	193	157	69	287	195	226	311	171	207	148	114	316	338	354
Smad7	1078	1367	1738	833	1641	2624	2542	3263	392	484	852	619	1254	571	429	265	801	580	632	826	598	652	835	645	1368	1194	1018
Smad9	4	0	3	0	1	0	2	7	143	81	102	108	67	31	32	17	51	46	42	50	16	10	20	18	27	33	28
Smagp	133	261	333	306	186	469	284	373	36	25	316	90	157	44	61	25	236	162	209	227	12	10	5	15	10	9	18
Smap1	206	437	468	256	192	326	300	521	688	598	865	826	1155	518	457	194	647	699	522	600	215	194	424	450	524	617	743
Smap2	1374	2024	2659	1331	2580	5071	4323	4720	607	470	716	692	680	413	372	236	499	458	419	527	591	797	1066	1059	1711	1535	1587
Smarca1	0	2	0	0	0	0	0	0	119	132	206	126	352	135	118	50	297	216	193	165	96	79	96	182	199	204	326
Smarca2	396	710	795	482	577	1046	906	1227	4338	3226	4984	4880	5699	2287	2042	866	3288	3388	2613	3060	1211	967	1926	2282	2767	3327	3437
Smarca4	1229	2011	2124	1181	2222	4358	3868	4099	2158	1840	3377	2875	2356	1342	1020	678	1801	1539	1623	1886	625	803	1209	1082	1457	1677	1493
Smarca5	631	1056	1135	768	249	422	473	892	1834	1676	2697	2125	2422	861	676	261	1759	1476	1425	1191	538	551	970	1329	1350	1643	2098
Smarca5-ps	1	0	0	0	0	0	0	0	3	3	2	3	0	0	1	0	0	4	1	0	5	0	1	3	9	4	3
Smarcad1	159	271	231	218	79	152	155	219	617	546	1133	776	827	299	207	86	706	675	552	505	254	206	295	545	739	742	883
Smarcal1	236	343	375	249	291	640	522	609	744	566	954	843	850	439	481	286	662	559	484	660	294	389	466	398	688	600	695
Smarcb1	353	492	622	388	594	1180	877	1011	784	666	1038	866	1306	922	862	719	894	827	791	1034	611	623	1014	688	827	1055	1173
Smarcc1	513	969	997	546	632	1085	1052	1646	1628	1337	2517	2069	2310	1229	951	410	1536	1441	1311	1379	589	613	1117	1068	1312	1657	1767
Smarcc2	935	1745	1854	1063	1740	3607	2736	3407	3590	2514	4836	4178	4928	2960	2608	1708	3471	3136	2943	3626	1535	1418	2222	2134	2709	2936	3033
Smarcd1	227	364	428	232	430	840	711	765	478	375	819	506	778	441	361	285	529	479	490	649	374	471	549	442	699	705	542
Smarcd2	1002	1352	1658	912	1472	3102	2489	2526	1248	954	2039	1483	2280	1298	1554	1024	1784	1506	1447	1874	761	913	1315	1094	1245	1261	1228
Smarcd3	9	6	28	10	12	35	25	26	505	351	647	513	371	243	213	173	271	301	269	323	139	189	209	140	295	228	346
Smarce1	406	693	759	480	467	806	800	1060	1028	906	1413	1256	1321	831	797	372	1077	950	880	976	465	449	754	727	863	913	1135
Smarce1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2
Smbd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smc1a	416	835	837	566	194	327	344	763	2316	1936	2649	2735	3121	1227	961	411	2111	2017	1714	1271	860	707	1281	1624	1875	2261	2484
Smc1b	0	2	4	1	0	1	2	0	0	9	0	2	0	0	0	0	0	0	0	0	1	1	1	1	0	3	2
Smc2	112	276	221	152	24	39	48	122	210	161	325	277	371	92	86	27	250	259	218	126	92	91	113	193	251	275	423
Smc2os	1	0	0	0	0	1	0	0	2	0	2	0	3	0	1	1	0	2	0	0	0	0	0	1	1	0	1
Smc3	220	439	349	297	79	128	136	316	1248	897	1909	1417	1831	516	373	142	1235	1033	1061	637	335	240	407	650	743	1039	1203
Smc4	372	555	493	445	167	343	308	580	471	374	562	589	472	111	119	48	342	300	312	120	154	166	187	362	552	502	773
Smc5	248	337	304	287	63	115	111	219	703	662	2206	989	1389	333	270	122	1250	955	922	692	262	268	265	539	772	777	911
Smc6	328	515	446	412	89	165	167	434	1033	901	1343	1059	1580	561	381	158	1005	916	889	578	370	288	381	739	834	1038	1265
Smchd1	689	1185	996	791	302	516	651	1081	1278	1081	1935	1637	1744	669	457	203	1206	1020	992	917	506	545	697	1079	1421	1542	1835
Smco1	2	3	0	1	3	10	12	0	10	10	14	11	4	1	0	0	10	1	7	2	11	1	8	3	13	6	2
Smco2	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smco3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	1	0	3	19	29	2	6	37
Smco4	44	81	92	42	76	118	102	110	102	76	358	145	316	120	105	41	306	244	252	322	72	62	145	135	236	218	191
Smcp	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smcr8	1323	1960	2160	1474	1507	3606	2422	3173	1382	1391	1761	1712	2104	897	779	549	1352	1098	983	1406	955	970	1209	1100	1474	1568	1910
Smdt1	290	556	647	377	325	738	616	805	818	650	861	623	876	651	672	492	729	682	531	763	277	251	508	334	322	420	476
Smg1	1256	2013	1821	1482	800	1477	1359	2288	4075	3736	6013	4628	4485	1506	1048	396	2808	2664	2258	2657	1130	901	1628	2506	3003	3313	3707
Smg5	644	893	1060	574	940	1981	1481	1717	668	593	1102	770	1143	703	567	438	822	684	673	801	465	527	733	486	715	810	817
Smg6	319	518	696	336	537	1047	988	1180	1486	980	2313	1641	2071	953	936	504	1443	1252	1221	1465	589	526	892	738	1068	1261	1168
Smg7	686	1112	1227	699	865	1683	1598	2124	1427	1223	2375	1853	2202	1031	844	377	1447	1295	1238	1434	533	518	1328	1246	1133	1453	1526
Smg8	213	291	355	199	263	472	369	527	321	275	401	331	467	285	288	225	421	288	350	369	189	243	362	291	310	327	407
Smg9	187	264	297	169	288	580	461	494	248	152	443	278	276	167	123	94	264	175	198	233	108	126	182	143	181	224	205
Smgc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim1	18	34	36	26	17	62	24	59	1235	1108	1365	1298	1266	1043	952	706	707	771	703	901	291	238	348	272	422	407	455
Smim10l1	92	176	158	188	36	47	50	100	727	657	1125	879	1311	591	449	172	955	872	807	727	254	282	480	592	723	811	1032
Smim10l2a	10	19	30	30	11	40	11	27	24	14	104	35	54	12	15	3	42	38	47	78	9	2	5	0	2	4	0
Smim11	35	65	55	46	41	58	53	91	128	95	93	127	170	124	124	92	138	113	93	132	53	41	107	71	52	112	168
Smim12	95	140	148	129	127	254	211	203	199	125	166	144	222	162	168	141	179	134	128	188	99	100	126	104	121	131	137
Smim13	77	148	163	106	61	85	86	161	271	279	291	277	645	335	237	110	317	302	239	337	171	144	301	319	449	403	525
Smim14	682	953	1204	685	969	1651	1688	1964	2254	1596	2356	2000	4020	2455	2233	1372	2392	2415	1679	2678	562	623	963	940	1221	1255	1303
Smim15	161	233	226	193	33	44	39	110	509	376	570	491	815	379	252	163	544	552	463	520	182	240	210	345	413	448	694
Smim17	0	1	0	0	0	0	0	1	3	1	6	6	3	0	0	0	3	0	0	0	0	0	0	3	3	3	0
Smim18	1	2	1	0	3	1	0	2	3	0	6	5	2	0	0	0	2	0	0	0	1	0	0	0	0	1	1
Smim19	59	123	138	92	90	174	148	186	309	271	293	293	402	241	196	132	235	205	178	210	102	134	185	154	216	237	256
Smim20	91	106	169	94	109	218	196	175	353	187	352	246	332	215	251	190	252	229	161	244	91	100	132	106	159	172	150
Smim22	0	0	1	0	0	0	1	1	20	18	81	25	33	10	15	3	82	69	34	63	0	0	1	2	0	0	2
Smim23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim24	35	74	78	36	32	76	66	100	55	42	68	83	70	38	46	47	31	25	37	45	37	42	42	47	63	79	54
Smim26	16	34	30	37	7	26	12	27	31	39	41	36	69	36	47	26	34	41	34	46	27	19	41	30	32	46	43
Smim27	25	42	42	25	21	46	35	50	68	50	76	67	88	63	71	54	59	52	60	57	21	23	64	36	26	56	70
Smim3	70	190	237	160	67	235	121	207	336	375	286	453	369	239	222	171	159	170	122	247	179	136	241	170	61	188	176
Smim30	94	211	260	155	66	177	130	206	447	308	438	317	690	408	462	238	441	400	340	472	235	260	413	372	448	564	551
Smim31	2	4	2	2	0	2	5	6	14	14	17	17	3	1	0	0	1	3	2	6	4	0	6	2	1	9	3
Smim34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim36	27	32	36	20	24	32	50	50	18	13	28	13	21	10	9	2	6	8	6	6	23	14	39	16	33	32	48
Smim38	0	2	0	0	1	3	0	0	4	4	9	8	4	2	0	0	8	4	0	3	17	17	16	10	14	18	8
Smim4	26	53	74	41	36	94	69	68	73	51	115	62	78	51	71	58	59	61	29	54	32	33	43	57	79	66	83
Smim40	15	14	22	15	24	38	36	42	30	10	21	10	12	8	2	3	7	8	8	10	17	10	6	7	37	7	6
Smim40-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim41	5	7	7	2	9	12	7	11	60	72	68	36	192	78	87	66	117	52	85	112	7	24	40	30	24	39	27
Smim43	3	2	1	1	3	10	8	8	17	6	32	35	7	6	8	3	8	6	0	4	11	2	2	17	11	5	18
Smim45	0	1	0	0	0	1	0	1	1	3	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0	3	0
Smim5	6	10	22	22	26	56	36	39	18	10	83	20	56	14	10	7	72	36	55	65	11	3	10	7	5	9	7
Smim6	3	4	13	5	4	18	17	7	16	11	114	35	48	14	39	10	104	55	61	87	8	6	3	1	9	18	4
Smim7	334	570	616	477	411	932	660	808	1258	986	1424	1005	1991	1342	1545	1089	1276	1210	989	1388	536	585	1019	626	688	905	944
Smim8	22	25	23	28	15	19	27	33	55	37	62	34	53	43	45	34	49	31	39	44	20	23	38	38	20	52	71
Smim9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smkr-ps	2	7	3	3	4	10	5	7	6	1	3	4	13	6	5	5	5	5	6	14	6	17	13	8	6	15	7
Smlr1	2	5	2	1	4	0	5	6	19	17	24	16	15	2	3	2	5	3	6	15	4	2	2	11	7	15	11
Smn1	93	162	214	112	149	261	261	292	186	215	304	219	264	173	171	101	221	216	181	245	96	84	234	137	183	197	204
Smndc1	253	402	489	244	235	405	377	482	322	307	538	399	579	272	244	130	416	302	272	326	152	154	305	335	291	363	455
Smo	22	30	42	49	38	119	59	86	6885	4421	5892	6615	3504	2160	1797	1221	2288	2156	2043	2596	1175	1305	2153	1525	2331	2532	2523
Smoc1	8	16	9	3	7	20	8	10	71	38	964	299	653	193	248	87	882	735	732	978	14	27	31	30	57	29	48
Smoc2	9	10	21	11	2	12	10	17	3421	3719	3601	2997	15331	8266	9523	5214	13202	7263	8690	11993	539	1015	1788	1529	628	1087	930
Smok2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smok2b	0	0	0	0	0	0	0	0	0	0	5	4	2	3	1	0	1	1	1	1	0	0	0	1	3	2	1
Smok3a	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Smok3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smok3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smok4a	0	0	1	0	2	1	0	0	12	2	59	16	7	0	1	0	0	0	6	4	0	1	0	2	0	1	2
Smox	56	126	137	95	77	212	91	168	148	154	232	146	265	162	148	98	248	154	165	278	88	123	205	147	139	176	206
Smpd1	297	434	528	352	330	934	605	640	1671	1388	1483	1681	1739	1345	1313	963	1343	1119	1041	1374	743	927	1166	744	1195	1192	1179
Smpd2	91	135	154	101	123	254	176	216	409	306	806	461	627	347	353	227	542	436	449	639	271	253	297	277	413	403	402
Smpd3	35	44	56	36	51	125	79	119	5718	5198	4424	5804	9407	7571	5328	3488	3223	5032	2397	4717	312	346	609	996	321	526	283
Smpd4	175	274	354	181	244	514	394	495	578	475	932	676	681	310	312	193	478	347	378	496	257	271	421	338	547	527	512
Smpd5	32	29	40	30	45	64	58	58	84	39	118	52	42	14	13	11	51	34	44	55	27	26	31	17	49	46	32
Smpdl3a	321	642	748	555	314	669	461	829	580	389	703	568	1261	912	1207	598	913	698	605	902	1095	1371	2287	1847	2597	2313	2892
Smpdl3b	55	191	173	187	46	271	77	180	198	139	116	128	9	14	6	7	13	12	30	20	7	16	23	8	13	22	6
Smpx	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Smr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smr2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smr3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sms	209	404	397	224	211	334	348	508	130	121	303	183	455	223	225	112	380	227	321	293	21	34	71	68	86	85	129
Sms-ps	86	110	70	76	55	95	94	145	15	22	33	11	65	75	58	19	32	75	17	50	11	5	10	13	14	22	2
Smt3h1-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smt3h2-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smt3h2-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smt3h2-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
Smtn	42	61	50	33	42	108	76	100	2586	1786	1797	2312	2797	1581	1464	1150	1569	1247	1335	1791	496	543	646	657	713	801	862
Smtnl1	0	0	0	0	2	0	1	1	4	1	5	0	3	1	0	0	0	0	1	3	0	2	1	1	3	0	0
Smtnl2	1	6	9	7	3	4	8	10	1512	1000	1602	1595	470	265	222	152	437	349	277	397	20	16	14	18	15	28	26
Smu1	389	709	765	481	506	924	759	1027	1029	739	1244	892	1373	678	704	421	908	786	750	968	391	435	775	643	710	777	990
Smug1	52	65	96	41	59	144	98	111	241	170	399	278	289	167	138	103	190	178	203	247	144	158	169	154	235	225	227
Smurf1	338	557	731	382	570	1220	906	1155	954	787	1483	1222	2723	1765	1362	893	1547	1500	1169	1725	769	851	1160	1103	1762	1672	1642
Smurf2	385	632	725	479	381	696	554	920	1467	1256	2043	1528	3241	1797	1469	611	2117	1994	1400	2080	441	433	958	1036	1098	1091	1386
Smyd1	2	6	6	3	6	4	2	2	9	10	5	15	0	2	1	0	1	2	1	0	0	0	1	1	0	0	0
Smyd2	61	92	102	80	69	153	103	128	614	515	762	685	631	470	437	293	495	452	453	565	307	311	533	394	475	510	576
Smyd3	90	133	171	91	120	220	184	222	290	145	317	296	316	151	161	84	175	193	154	235	101	107	141	121	194	180	236
Smyd4	103	119	114	62	99	188	137	153	203	105	219	182	122	82	93	42	103	114	83	104	57	71	87	60	106	103	97
Smyd5	203	282	311	207	301	596	454	487	299	297	441	385	464	280	253	239	321	256	314	345	208	256	342	282	336	331	416
Snai1	39	46	47	23	43	112	87	111	164	213	129	159	826	453	495	330	491	294	373	411	297	341	498	437	404	623	532
