	GSM4301400	GSM4301401	GSM4301402	GSM4301403	GSM4301404	GSM4301405
0610007P14Rik	859	986	915	1093	1031	773
0610009B22Rik	263	306	267	521	437	235
0610009L18Rik	18	21	25	35	27	15
0610009O20Rik	871	1007	1010	1404	1179	774
0610010F05Rik	519	717	717	890	624	415
0610010K14Rik	660	765	665	1017	844	436
0610011F06Rik	914	1048	1082	1018	1100	683
0610012G03Rik	602	637	627	852	837	502
0610030E20Rik	908	1078	1114	1378	1176	592
0610037L13Rik	855	973	921	1352	1146	622
0610040J01Rik	785	1031	964	1061	964	676
1110001J03Rik	395	434	432	554	578	300
1110002E22Rik	15	19	9	27	26	21
1110004E09Rik	269	369	288	394	365	272
1110004F10Rik	1388	1733	1617	2428	2005	1172
1110008F13Rik	1571	1981	1868	1895	1958	1360
1110008L16Rik	374	476	413	438	439	312
1110008P14Rik	515	578	585	526	758	437
1110012L19Rik	226	239	243	344	328	148
1110017D15Rik	12	11	8	13	10	1
1110025L11Rik	0	0	0	0	0	0
1110032A03Rik	333	403	394	426	566	366
1110032F04Rik	8	4	5	20	14	2
1110034G24Rik	69	95	70	96	84	40
1110037F02Rik	1391	1690	1701	2269	1766	1139
1110038F14Rik	666	670	573	853	846	448
1110051M20Rik	446	485	474	600	578	291
1110057P08Rik	0	0	0	0	0	0
1110059E24Rik	465	499	523	810	642	405
1110059G10Rik	217	199	211	367	344	143
1110065P20Rik	728	962	837	1135	1056	630
1190002N15Rik	588	805	816	1163	917	543
1190003K10Rik	0	0	0	0	0	0
1190005I06Rik	19	18	14	27	15	6
1190007I07Rik	201	240	250	355	268	148
1300017J02Rik	9	15	10	80	20	7
1500009C09Rik	2	1	0	3	0	0
1500009L16Rik	67	74	67	200	107	57
1500011B03Rik	240	259	245	436	385	200
1500011K16Rik	194	227	240	333	363	181
1500015O10Rik	16	13	10	31	31	14
1520401A03Rik	11	13	12	6	1	1
1600002H07Rik	182	209	188	348	295	141
1600002K03Rik	166	190	150	203	126	104
1600012H06Rik	686	825	820	1094	1077	638
1600014C10Rik	287	351	329	415	370	246
1600014C23Rik	2	2	2	2	2	0
1600015I10Rik	0	0	3	0	0	1
1600029O15Rik	12	18	15	19	23	9
1700001C02Rik	6	1	5	4	1	2
1700001C19Rik	2	9	5	18	9	5
1700001F09Rik	0	0	0	0	0	0
1700001J03Rik	5	2	3	0	2	1
1700001J11Rik	55	85	74	117	117	75
1700001K19Rik	6	8	7	10	9	4
1700001L19Rik	3	2	5	7	10	1
1700001O22Rik	61	64	72	64	68	52
1700001P01Rik	5	4	6	15	7	2
1700003E16Rik	230	303	327	141	280	276
1700003F12Rik	8	11	6	16	11	7
1700003H04Rik	0	0	0	0	0	0
1700003N22Rik	0	0	1	1	0	0
1700006A11Rik	0	0	0	0	0	0
1700006E09Rik	1	1	3	0	1	0
1700007B14Rik	3	0	0	0	0	1
1700007E05Rik	8	12	13	8	2	0
1700007G11Rik	2	1	0	0	1	1
1700007K09Rik	7	5	1	1	1	0
1700007K13Rik	8	17	12	16	21	7
1700008O03Rik	13	14	11	27	19	2
1700008P02Rik	0	0	0	0	0	0
1700009N14Rik	0	0	0	1	0	0
1700010B08Rik	3	3	4	2	3	0
1700010I14Rik	62	40	54	13	116	46
1700010N08Rik	0	0	0	0	0	0
1700011E24Rik	2	0	1	0	0	0
1700011H14Rik	302	447	286	538	429	262
1700011I03Rik	1	2	2	1	0	0
1700011L22Rik	0	1	2	1	0	0
1700011M02Rik	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0
1700012B07Rik	0	0	2	1	0	1
1700012B09Rik	0	0	0	0	0	0
1700012L04Rik	1	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0
1700013F07Rik	25	37	15	16	11	14
1700013G24Rik	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0
1700014D04Rik	0	4	3	1	0	0
1700015E13Rik	4	9	4	2	0	2
1700015F17Rik	0	0	0	0	0	0
1700015G11Rik	0	1	0	0	0	1
1700016C15Rik	0	1	0	0	3	0
1700016D06Rik	24	25	17	25	23	7
1700016H13Rik	5	1	7	5	6	4
1700016K19Rik	24	18	23	24	30	19
1700017B05Rik	1231	1560	1516	1992	1389	1418
1700017D01Rik	3	2	1	1	0	0
1700017N19Rik	0	0	0	0	1	0
1700018B08Rik	0	0	0	0	0	0
1700018C11Rik	0	0	0	0	1	0
1700018F24Rik	0	0	0	0	0	0
1700018M17Rik	0	0	0	0	1	0
1700019A02Rik	3	1	1	0	1	0
1700019B03Rik	3	1	4	0	4	0
1700019D03Rik	633	841	757	767	907	662
1700019M22Rik	0	0	0	0	0	0
1700019N19Rik	6	9	4	5	0	29
1700019O17Rik	0	0	0	0	0	0
1700020A23Rik	1	2	2	2	0	0
1700020D05Rik	10	13	12	12	16	6
1700020L24Rik	27	34	36	48	34	23
1700020N01Rik	0	0	0	0	0	0
1700020N15Rik	0	1	0	1	0	0
1700021F05Rik	607	659	673	511	571	410
1700021F07Rik	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0
1700022I11Rik	10	7	10	3	1	5
1700023F06Rik	47	37	38	53	29	22
1700024B05Rik	0	0	0	0	0	0
1700024G13Rik	0	1	0	0	0	0
1700024J04Rik	47	64	39	33	57	18
1700024P04Rik	0	0	0	0	0	0
1700024P16Rik	11	13	12	7	9	8
1700025B11Rik	0	0	0	0	0	0
1700025C18Rik	2	3	2	1	3	0
1700025F22Rik	0	0	0	0	1	0
1700025G04Rik	713	718	717	1164	1033	543
1700028B04Rik	8	5	16	1	8	3
1700028J19Rik	124	156	115	75	58	42
1700028K03Rik	13	11	16	29	4	2
1700028P14Rik	0	0	1	1	1	0
1700029F12Rik	5	10	7	8	15	6
1700029H14Rik	0	0	2	1	1	0
1700029I15Rik	35	47	31	39	44	22
1700029J07Rik	105	102	108	128	109	52
1700029P11Rik	0	0	0	0	0	0
1700030C10Rik	22	13	26	12	33	15
1700030J22Rik	20	28	23	50	30	23
1700030K09Rik	262	259	263	369	290	169
1700031F05Rik	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	2	0
1700034E13Rik	0	0	0	0	0	0
1700034I23Rik	8	12	5	2	1	1
1700034J05Rik	19	10	12	2	0	0
1700034O15Rik	0	0	0	0	0	1
1700037C18Rik	69	75	74	86	63	33
1700037H04Rik	457	479	491	613	557	370
1700039E15Rik	0	0	1	0	1	1
1700040F15Rik	0	0	0	0	0	0
1700040L02Rik	67	81	60	69	86	80
1700042G07Rik	1	0	0	0	0	0
1700047I17Rik2	182	212	195	359	304	160
1700048O20Rik	69	73	68	106	147	54
1700049E17Rik1	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0
1700049G17Rik	152	192	193	251	207	127
1700049L16Rik	0	0	0	0	0	0
1700056E22Rik	29	31	30	45	34	21
1700057G04Rik	55	60	48	39	23	22
1700061G19Rik	15	17	12	23	22	11
1700063K16Rik	0	0	0	0	0	0
1700064H15Rik	3	1	1	2	5	1
1700065I16Rik	0	0	0	0	0	0
1700066B19Rik	11	16	16	15	17	7
1700066M21Rik	118	135	139	239	185	134
1700067K01Rik	8	3	7	16	12	4
1700067P10Rik	0	0	0	0	0	0
1700069L16Rik	0	1	0	2	2	0
1700071K01Rik	0	0	0	0	0	0
1700073E17Rik	10	11	16	11	15	3
1700074P13Rik	3	1	0	0	0	0
1700080E11Rik	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0
1700084J12Rik	5	6	3	0	2	1
1700084M14Rik	0	0	0	0	0	0
1700086D15Rik	10	4	2	0	0	0
1700086L19Rik	321	441	335	654	506	189
1700088E04Rik	111	136	95	169	182	102
1700091H14Rik	0	0	0	0	0	0
1700092M07Rik	3	7	4	8	9	8
1700093K21Rik	7	2	3	3	2	1
1700102P08Rik	11	13	15	16	8	5
1700109H08Rik	87	136	110	99	89	18
1700110I07Rik	0	0	0	0	0	0
1700112E06Rik	60	65	68	52	57	44
1700113H08Rik	3	1	1	3	2	1
1700122O11Rik	0	0	0	0	0	0
1700123I01Rik	2	4	0	0	0	2
1700123K08Rik	0	0	0	0	0	0
1700123L14Rik	0	2	1	0	0	0
1700123O20Rik	403	526	486	894	667	370
1700125H20Rik	3	3	2	2	2	1
1700128F08Rik	57	61	43	20	18	4
1700129C05Rik	1	0	0	0	0	0
1810009A15Rik	653	744	771	1247	928	465
1810009J06Rik	35	26	17	103	171	117
1810010H24Rik	101	95	128	93	113	88
1810011H11Rik	12	6	4	24	18	11
1810011O10Rik	2449	3088	2933	2899	3478	2108
1810013L24Rik	577	738	735	1137	877	571
