	GSM2310795	GSM2310794	GSM2310793	GSM2310797	GSM2310796	GSM2310792
0610007P14Rik	254	570	596	591	396	667
0610009B22Rik	531	1143	1033	947	728	1339
0610009L18Rik	46	64	100	111	72	106
0610009O20Rik	611	1237	1404	1089	714	1764
0610010F05Rik	804	1747	1617	1701	1125	2194
0610010K14Rik	44	63	107	98	61	114
0610011F06Rik	768	1282	1562	1468	963	1712
0610012G03Rik	248	447	503	486	349	623
0610030E20Rik	162	304	306	296	176	428
0610037L13Rik	733	1190	1388	1391	979	1784
0610040J01Rik	774	1792	1937	1615	1118	2297
1110001J03Rik	171	296	286	349	229	338
1110002E22Rik	41	68	50	31	73	67
1110004E09Rik	230	483	497	459	335	625
1110004F10Rik	860	1759	1887	1930	1268	2314
1110008F13Rik	347	736	792	717	456	892
1110008L16Rik	188	427	416	375	208	482
1110008P14Rik	299	545	546	496	495	781
1110012L19Rik	203	352	379	433	275	450
1110017D15Rik	10	12	17	19	15	27
1110025L11Rik	0	0	0	0	0	0
1110032A03Rik	338	597	687	711	450	775
1110032F04Rik	1	2	0	0	0	0
1110034G24Rik	214	430	520	527	356	571
1110037F02Rik	1183	2086	2304	2091	1830	2713
1110038F14Rik	143	252	318	298	241	371
1110051M20Rik	435	999	986	920	615	1188
1110057P08Rik	0	0	0	0	0	0
1110059E24Rik	495	634	676	1012	604	1428
1110059G10Rik	132	240	266	238	165	350
1110065P20Rik	450	981	886	970	656	1128
1190002N15Rik	468	902	813	1029	543	1139
1190003K10Rik	0	0	0	0	0	0
1190005I06Rik	3	5	12	11	3	11
1190007I07Rik	43	108	118	107	36	157
1300017J02Rik	7	9	9	8	7	7
1500009C09Rik	4	1	1	5	0	1
1500009L16Rik	316	457	566	503	458	727
1500011B03Rik	628	1094	1211	1221	954	1337
1500011K16Rik	273	478	492	542	347	668
1500015O10Rik	0	3	0	1	0	2
1520401A03Rik	2	3	8	8	0	11
1600002H07Rik	86	139	148	176	139	198
1600002K03Rik	159	247	350	294	215	344
1600012H06Rik	590	1208	1183	1114	944	1507
1600014C10Rik	536	991	939	946	790	1191
1600014C23Rik	1	0	1	0	0	1
1600015I10Rik	1	0	0	0	0	1
1600029O15Rik	8	13	14	14	4	18
1700001C02Rik	6	5	17	16	5	10
1700001C19Rik	3	3	8	12	5	5
1700001F09Rik	0	0	0	4	0	1
1700001J03Rik	1	5	3	2	1	3
1700001J11Rik	25	31	36	36	62	46
1700001K19Rik	4	3	12	14	2	10
1700001L19Rik	1	6	6	5	5	11
1700001O22Rik	17	32	40	27	24	27
1700001P01Rik	1	4	1	0	3	2
1700003E16Rik	4	20	41	23	7	33
1700003F12Rik	1	0	0	0	0	1
1700003H04Rik	0	0	0	0	0	0
1700003N22Rik	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0
1700006E09Rik	2	2	2	2	4	3
1700007B14Rik	0	0	0	2	0	1
1700007E05Rik	13	23	21	29	21	25
1700007G11Rik	1	0	1	2	3	4
1700007K09Rik	1	0	0	0	0	0
1700007K13Rik	23	11	34	34	33	26
1700008O03Rik	16	19	10	11	13	16
1700008P02Rik	1	0	1	2	0	0
1700009N14Rik	0	0	0	0	0	0
1700010B08Rik	5	6	7	8	9	12
1700010I14Rik	42	42	70	90	47	100
1700010N08Rik	2	0	1	0	5	0
1700011E24Rik	0	1	0	5	2	0
1700011H14Rik	7	42	53	60	44	41
1700011I03Rik	0	1	0	1	1	1
1700011L22Rik	1	0	1	0	0	0
1700011M02Rik	0	0	0	0	0	3
1700012A03Rik	0	2	0	1	0	0
1700012B07Rik	4	3	4	1	0	2
1700012B09Rik	1	0	0	0	0	0
1700012L04Rik	1	7	0	2	0	1
1700012P22Rik	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0
1700013F07Rik	19	25	36	30	20	27
1700013G24Rik	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	1
1700014D04Rik	0	3	2	1	3	3
1700015E13Rik	1	3	1	0	0	4
1700015F17Rik	2	1	1	2	1	1
1700015G11Rik	2	2	4	0	1	2
1700016C15Rik	5	1	4	12	3	9
1700016D06Rik	9	21	26	19	11	35
1700016H13Rik	0	6	0	3	0	2
1700016K19Rik	3	2	2	10	2	7
1700017B05Rik	42	78	74	107	57	93
1700017D01Rik	1	3	3	1	1	2
1700017N19Rik	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	1	0
1700018C11Rik	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0
1700018M17Rik	1	0	0	0	0	1
1700019A02Rik	0	6	3	2	1	1
1700019B03Rik	0	0	4	0	0	1
1700019D03Rik	1017	1911	1865	1728	1328	2522
1700019M22Rik	0	0	0	0	0	0
1700019N19Rik	2	3	3	1	0	4
1700019O17Rik	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0
1700020D05Rik	7	26	21	10	16	16
1700020L24Rik	3	0	2	2	0	3
1700020N01Rik	0	0	1	0	0	0
1700020N15Rik	0	0	0	0	0	0
1700021F05Rik	118	205	215	201	175	269
1700021F07Rik	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0
1700022I11Rik	21	36	43	31	12	38
1700023F06Rik	6	25	25	18	12	34
1700024B05Rik	0	2	0	2	0	1
1700024G13Rik	1	0	1	1	0	0
1700024J04Rik	9	9	15	12	15	13
1700024P04Rik	0	0	0	0	0	0
1700024P16Rik	12	3	28	29	16	42
1700025B11Rik	0	0	0	0	0	0
1700025C18Rik	4	5	7	6	0	9
1700025F22Rik	0	0	0	0	0	0
1700025G04Rik	103	191	250	264	96	246
1700028B04Rik	3	7	7	5	7	6
1700028J19Rik	3	10	4	9	4	8
1700028K03Rik	15	24	19	40	38	31
1700028P14Rik	0	1	1	0	0	0
1700029F12Rik	2	9	5	7	5	3
1700029H14Rik	0	0	0	3	0	0
1700029I15Rik	19	43	65	39	29	67
1700029J07Rik	101	199	304	299	118	350
1700029P11Rik	1	0	0	0	0	0
1700030C10Rik	8	8	12	9	2	15
1700030J22Rik	7	32	38	24	24	31
1700030K09Rik	129	286	309	257	178	396
1700031F05Rik	1	0	0	0	2	0
1700031M16Rik	0	0	0	1	0	1
1700034E13Rik	0	0	0	1	0	0
1700034I23Rik	12	11	24	18	5	21
1700034J05Rik	17	30	25	34	18	26
1700034O15Rik	0	0	0	0	0	0
1700037C18Rik	89	212	221	214	123	279
1700037H04Rik	59	66	111	89	96	112
1700039E15Rik	0	1	1	1	0	0
1700040F15Rik	0	0	0	0	0	0
1700040L02Rik	9	52	63	59	12	44
1700042G07Rik	0	0	0	0	0	0
1700047I17Rik2	18	47	25	36	1	18
1700048O20Rik	20	47	60	57	33	44
1700049E17Rik1	1	0	0	0	0	0
1700049E17Rik2	4	1	0	5	0	3
1700049G17Rik	467	781	803	878	646	1046
1700049L16Rik	0	0	0	0	0	0
1700056E22Rik	14	18	26	23	19	30
1700057G04Rik	6	22	18	20	23	25
1700061G19Rik	1	3	0	6	0	5
1700063K16Rik	1	0	0	1	0	0
1700064H15Rik	19	47	28	37	52	42
1700065I16Rik	0	0	0	0	0	0
1700066B19Rik	12	34	25	28	24	37
1700066M21Rik	244	453	390	428	321	522
1700067K01Rik	8	7	18	13	6	23
1700067P10Rik	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0
1700071K01Rik	0	1	2	3	0	1
1700073E17Rik	1	2	2	3	0	1
1700074P13Rik	2	0	0	0	0	0
1700080E11Rik	0	0	1	1	0	0
1700080O16Rik	0	0	0	0	0	0
1700084J12Rik	2	20	11	17	8	13
1700084M14Rik	0	0	0	0	0	0
1700086D15Rik	8	6	10	6	10	2
1700086L19Rik	1985	2222	3793	5529	1986	4132
1700088E04Rik	87	170	201	146	110	229
1700091H14Rik	0	0	0	2	0	1
1700092M07Rik	4	5	10	7	5	11
1700093K21Rik	3	5	3	9	5	16
1700102P08Rik	22	26	32	44	28	49
1700109H08Rik	55	100	85	86	48	123
1700110I07Rik	0	0	0	0	0	0
1700112E06Rik	9	16	28	35	22	28
1700113H08Rik	0	0	0	4	0	0
1700122O11Rik	0	0	0	0	0	2
1700123I01Rik	0	0	2	4	0	4
1700123K08Rik	1	0	1	2	0	2
1700123L14Rik	0	5	5	5	6	3
1700123O20Rik	414	681	644	759	552	865
1700125H20Rik	0	0	0	1	0	0
1700128F08Rik	80	138	108	134	119	162
1700129C05Rik	0	1	0	1	0	1
1810009A15Rik	194	403	461	424	212	605
