	GSM3559820	GSM3559821	GSM3559822	GSM3559823	GSM3559824	GSM3559825
0610005C13Rik	3	4	7	7	4	6
0610006L08Rik	0	0	0	0	0	0
0610009B22Rik	655	670	669	738	587	663
0610009E02Rik	19	19	27	50	8	21
0610009L18Rik	26	21	31	28	31	33
0610010K14Rik	427	487	494	505	386	426
0610012D04Rik	0	0	0	1	0	1
0610012G03Rik	410	479	469	494	414	451
0610025J13Rik	0	0	0	0	1	0
0610030E20Rik	529	531	695	677	686	681
0610031O16Rik	0	0	0	1	0	1
0610033M10Rik	1	0	1	0	0	0
0610038B21Rik	4	1	1	4	2	4
0610039K10Rik	8	12	11	8	12	10
0610040B10Rik	42	55	56	62	75	64
0610040F04Rik	1	3	2	5	2	0
0610040J01Rik	2396	2816	2889	2994	2521	2637
0610043K17Rik	0	3	3	0	5	1
0710001A04Rik	4	6	6	3	4	6
1010001B22Rik	4	3	5	7	10	8
1100001I12Rik	0	0	0	0	0	1
1110002E22Rik	29	24	6	10	10	8
1110002J07Rik	5	1	1	4	3	4
1110002L01Rik	516	535	383	485	390	515
1110002O04Rik	1	2	4	3	0	2
1110004F10Rik	1866	2391	2536	2686	2308	2357
1110006O24Rik	17	19	20	16	14	16
1110008E08Rik	0	0	0	0	0	0
1110013H19Rik	5	12	11	19	7	11
1110015O18Rik	0	0	0	0	0	0
1110017D15Rik	1	1	0	3	4	2
1110018N20Rik	1	1	2	1	1	1
1110019B22Rik	3	3	4	5	2	2
1110019D14Rik	107	122	118	133	143	137
1110020A21Rik	10	20	24	13	15	14
1110025L11Rik	0	0	0	0	0	0
1110028F11Rik	8	12	13	19	14	13
1110028F18Rik	0	1	0	1	0	0
1110032A03Rik	461	496	459	433	435	505
1110032F04Rik	1	2	2	4	4	1
1110035H17Rik	15	17	11	16	21	22
1110038B12Rik	1004	1064	1063	929	959	1101
1110038F14Rik	354	420	437	465	406	384
1110046J04Rik	29	24	19	25	12	13
1110051M20Rik	702	756	697	759	672	747
1110057P08Rik	0	0	0	0	0	0
1110059E24Rik	513	646	645	742	519	588
1110059G10Rik	385	421	407	423	344	349
1110065P20Rik	303	390	324	363	328	376
1190001M18Rik	5	8	9	21	8	5
1190005I06Rik	123	153	151	241	107	121
1190007I07Rik	168	208	164	178	150	156
1190028D05Rik	0	0	0	0	0	0
1200007C13Rik	60	43	13	20	18	21
1300002E11Rik	378	332	412	386	371	437
1300014J16Rik	23	15	21	23	32	50
1500002C15Rik	75	79	85	59	64	51
1500002F19Rik	2	4	3	6	4	2
1500004A13Rik	595	491	483	686	532	650
1500009L16Rik	17	21	18	25	17	27
1500011B03Rik	666	851	825	810	766	840
1500012K07Rik	4	1	2	1	0	2
1500015A07Rik	79	93	81	97	71	76
1500015L24Rik	6	2	1	3	2	2
1500026H17Rik	30	34	31	36	20	15
1500032F14Rik	1	3	2	0	1	1
1500035N22Rik	0	1	0	0	1	0
1520401A03Rik	4	2	2	3	4	5
1600002D24Rik	2	0	0	0	0	0
1600010M07Rik	10	5	9	10	6	8
1600012H06Rik	1751	2110	1887	1955	1666	1785
1600012P17Rik	0	0	0	0	0	0
1600014C10Rik	399	448	419	410	392	442
1600014C23Rik	0	0	0	0	0	0
1600019K03Rik	0	0	0	0	0	0
1600020E01Rik	162	133	227	170	203	243
1600022D10Rik	0	0	1	3	0	0
1600025M17Rik	2	0	0	5	4	5
1600027J07Rik	0	0	0	0	0	0
1600029O15Rik	5	1	0	2	0	2
1700001C19Rik	8	18	15	17	18	19
1700001D01Rik	1	1	0	0	2	2
1700001F09Rik	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0
1700001G11Rik	3	12	11	8	7	7
1700001J03Rik	1	2	7	4	2	2
1700001J04Rik	0	0	0	0	0	0
1700001J11Rik	0	0	0	1	0	0
1700001K19Rik	12	4	3	7	2	8
1700001K23Rik	2	0	1	2	3	3
1700001L05Rik	157	159	285	297	210	217
1700001L19Rik	7	5	7	4	1	2
1700001N15Rik	0	0	0	0	0	0
1700001O22Rik	35	29	31	28	26	20
1700001P01Rik	0	0	2	6	0	1
1700003C15Rik	0	0	0	0	0	0
1700003D09Rik	1	0	2	2	1	5
1700003E16Rik	95	98	64	49	74	86
1700003E24Rik	0	0	0	0	0	0
1700003F12Rik	2	7	10	15	5	10
1700003G18Rik	1	0	1	1	0	0
1700003H04Rik	0	0	0	0	0	0
1700003I16Rik	3	3	0	4	2	2
1700003I22Rik	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0
1700003M07Rik	11	5	9	10	8	9
1700003N22Rik	0	0	0	0	0	0
1700003O11Rik	0	0	0	0	0	0
1700003P14Rik	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0
1700006J14Rik	10	19	14	9	13	10
1700007E05Rik	3	2	5	4	2	4
1700007F19Rik	0	0	0	0	0	0
1700007H22Rik	0	0	0	0	0	0
1700007J10Rik	5	8	7	12	4	13
1700007K13Rik	29	45	39	56	43	65
1700007L15Rik	47	40	52	48	65	51
1700007M16Rik	0	0	1	0	0	1
1700007P06Rik	0	0	0	0	0	0
1700008B11Rik	0	0	0	0	1	0
1700008C04Rik	1	1	1	1	0	1
1700008J07Rik	182	182	164	169	120	155
1700008K24Rik	0	0	0	0	0	0
1700008N11Rik	0	0	0	0	0	0
1700008O03Rik	9	8	10	11	9	13
1700008P02Rik	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0
1700009J07Rik	0	0	0	1	0	0
1700009N14Rik	2	0	2	0	0	1
1700010B08Rik	1	0	0	0	0	1
1700010B13Rik	1	0	0	0	0	1
1700010D01Rik	0	0	0	0	0	0
1700010G06Rik	1	0	0	0	0	0
1700010H22Rik	0	0	0	0	0	0
1700010I02Rik	0	0	0	0	0	0
1700010I14Rik	103	132	110	139	118	145
1700010J16Rik	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0
1700010K24Rik	0	0	0	0	0	0
1700010L04Rik	0	0	0	0	0	0
1700010N08Rik	0	0	0	0	0	0
1700011B04Rik	0	0	0	0	0	0
1700011C11Rik	0	0	0	0	0	0
1700011D18Rik	0	0	0	0	1	0
1700011L03Rik	0	0	0	1	0	0
1700011L22Rik	0	1	0	0	0	0
1700011M02Rik	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0
1700012B09Rik	0	0	0	0	0	0
1700012C08Rik	0	0	0	0	1	0
1700012C14Rik	0	0	0	0	0	0
1700012D14Rik	36	30	43	47	49	60
1700012D16Rik	0	0	0	0	0	0
1700012E03Rik	0	0	0	0	0	0
1700012I11Rik	0	0	0	0	0	0
1700012J15Rik	0	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0
1700013F07Rik	24	22	4	2	8	13
1700013G24Rik	1	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0
1700013M08Rik	0	0	0	0	0	0
1700013N06Rik	0	0	0	0	0	0
1700014B07Rik	4	1	0	3	0	0
1700014D04Rik	9	3	2	4	2	3
1700014F14Rik	0	0	0	0	0	0
1700014L14Rik	0	0	0	0	0	0
1700015C15Rik	0	0	0	1	0	0
1700015C17Rik	0	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0
1700015H07Rik	1	0	0	2	0	0
1700015I17Rik	0	2	2	3	2	2
1700015O11Rik	1	1	1	2	0	0
1700016B01Rik	0	0	0	0	0	0
1700016C15Rik	38	36	11	20	21	18
1700016D06Rik	1	1	1	1	0	1
1700016F12Rik	0	0	0	0	0	0
1700016G22Rik	0	0	0	0	0	0
1700016H03Rik	0	0	0	0	0	0
1700016H13Rik	0	0	0	0	1	1
1700016J18Rik	1	0	0	0	0	1
1700016K05Rik	0	0	0	0	0	0
1700016K19Rik	42	57	22	16	42	44
1700016L21Rik	0	1	1	0	1	3
1700016P03Rik	0	3	3	0	1	8
1700016P04Rik	0	0	0	0	0	0
1700017B05Rik	4359	4332	3704	3457	3768	3899
1700017G19Rik	0	0	0	0	0	0
1700017I07Rik	0	0	0	0	0	0
1700017J07Rik	0	0	0	0	0	0
1700017L05Rik	0	0	0	0	0	0
1700017M07Rik	1	0	0	1	2	2
1700017N19Rik	0	0	0	0	0	0
1700018A04Rik	17	9	16	10	21	27
1700018A23Rik	1	4	1	0	1	4
1700018B08Rik	0	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	1	0
1700018L02Rik	39	31	31	30	23	32
1700018M17Rik	13	21	18	16	23	18
1700018P08Rik	0	0	0	0	0	0
1700019A02Rik	0	0	1	0	0	1
1700019C18Rik	0	0	0	0	0	0
1700019D03Rik	7	7	8	6	0	9
1700019E08Rik	0	0	0	0	0	0
1700019F05Rik	0	0	0	0	0	0
1700019G24Rik	0	0	0	0	0	0
1700019J19Rik	11	3	10	19	5	11
1700019L13Rik	5	2	2	8	6	5
1700019M22Rik	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	1
1700019P21Rik	0	0	0	0	0	0
1700020A23Rik	1	0	0	0	0	0
1700020D12Rik	1	0	0	0	0	0
1700020D14Rik	0	0	0	0	0	0
1700020G17Rik	0	0	0	0	1	0
1700020L13Rik	3	2	3	1	3	3
1700020L24Rik	26	27	22	30	45	34
1700020M21Rik	0	0	0	0	0	0
1700020N01Rik	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0
1700020N18Rik	0	1	0	0	0	1
1700021A07Rik	0	0	0	0	0	0
1700021F02Rik	0	0	0	0	0	0
1700021F07Rik	0	0	0	0	0	0
1700021F13Rik	0	0	0	0	0	0
1700021G15Rik	0	0	0	0	0	0
1700021J08Rik	4	2	3	2	3	3
1700021L23Rik	0	0	0	0	0	0
1700021N21Rik	0	0	0	0	0	0
1700021P04Rik	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0
